P1,P2,...,Pn
[14, 6, 10, 2, 5]
[1, 0, 9, 2, 7]
[3, 9, 0, 1, 14]
[1, 14, 2, 9, 3]
[12, 11, 4, 1, 8]
[14, 1, 5, 7, 10]
[13, 12, 14, 6, 7]
[3, 12, 13, 0, 8]
[11, 10, 8, 9, 7]
[2, 3, 0, 4, 1]
[6, 2, 9, 14, 5]
[5, 8, 7, 14, 4]
[8, 7, 0, 6, 4]
[0, 14, 5, 3, 1]
[7, 13, 12, 14, 1]
[11, 5, 2, 10, 7]
[6, 8, 10, 14, 13]
[6, 13, 0, 2, 3]
[6, 13, 9, 4, 3]
[13, 0, 7, 10, 5]
[12, 10, 5, 2, 14]
[10, 5, 9, 12, 1]
[10, 0, 7, 11, 5]
[2, 7, 14, 5, 9]
[8, 5, 13, 10, 2]
[8, 1, 2, 12, 10]
[2, 5, 3, 11, 12]
[14, 5, 7, 0, 2]
[1, 6, 0, 5, 9]
[0, 5, 14, 4, 12]
[6, 5, 9, 8, 14]
[2, 12, 11, 10, 9]
[12, 8, 7, 10, 2]
[4, 3, 9, 13, 0]
[4, 8, 11, 6, 5]
[2, 13, 4, 12, 5]
[1, 9, 8, 2, 0]
[11, 4, 8, 9, 7]
[0, 1, 7, 8, 13]
[13, 10, 11, 0, 4]
[4, 11, 8, 13, 12]
[12, 5, 9, 6, 0]
[7, 12, 4, 3, 14]
[5, 6, 7, 12, 9]
[6, 10, 7, 8, 5]
[2, 0, 7, 6, 9]
[4, 11, 5, 14, 9]
[14, 6, 2, 13, 9]
[2, 1, 6, 3, 7]
[9, 14, 6, 1, 5]
[13, 11, 1, 2, 7]
[13, 5, 9, 8, 0]
[2, 11, 3, 5, 14]
[6, 7, 2, 4, 3]
[4, 1, 12, 8, 14]
[14, 11, 9, 1, 12]
[4, 0, 9, 3, 1]
[5, 12, 8, 11, 7]
[6, 12, 10, 2, 4]
[7, 9, 2, 13, 12]
[5, 14, 7, 13, 3]
[7, 6, 13, 8, 10]
[3, 10, 11, 2, 8]
