P1,P2,...,Pn
[3, 10, 7, 1, 13]
[8, 13, 14, 4, 3]
[4, 6, 9, 0, 14]
[3, 1, 11, 4, 14]
[11, 7, 14, 13, 4]
[8, 14, 9, 2, 7]
[14, 10, 5, 9, 8]
[7, 1, 0, 6, 11]
[14, 10, 8, 4, 2]
[4, 12, 2, 14, 3]
[11, 5, 3, 1, 6]
[4, 3, 14, 5, 2]
[9, 6, 11, 10, 1]
[4, 8, 2, 6, 5]
[0, 3, 5, 1, 12]
[8, 5, 6, 0, 4]
[12, 9, 7, 10, 14]
[1, 7, 11, 5, 9]
[9, 13, 14, 0, 7]
[11, 13, 7, 6, 2]
[7, 12, 14, 8, 13]
[11, 8, 4, 3, 13]
[3, 2, 11, 6, 5]
[3, 12, 6, 5, 0]
[6, 1, 3, 12, 10]
[1, 2, 8, 11, 9]
[3, 8, 13, 1, 2]
[7, 0, 9, 2, 13]
[2, 8, 5, 14, 3]
[14, 1, 5, 7, 8]
[10, 8, 14, 13, 4]
[14, 1, 7, 10, 4]
[7, 12, 1, 14, 0]
[2, 13, 5, 7, 0]
[8, 3, 0, 7, 5]
[5, 2, 11, 14, 3]
[2, 14, 4, 6, 5]
[0, 2, 14, 9, 8]
[0, 3, 4, 5, 8]
[9, 0, 10, 2, 7]
[9, 0, 8, 12, 10]
[8, 1, 0, 12, 3]
[4, 5, 3, 12, 2]
[2, 10, 7, 3, 5]
[14, 6, 1, 2, 3]
[2, 13, 4, 9, 10]
[11, 9, 12, 14, 4]
[13, 12, 8, 6, 14]
[14, 12, 9, 8, 10]
[3, 11, 5, 13, 4]
[5, 12, 2, 11, 1]
[0, 8, 13, 11, 1]
[11, 7, 13, 10, 3]
[9, 14, 7, 6, 1]
[9, 14, 3, 0, 8]
[13, 9, 2, 3, 5]
[2, 13, 12, 7, 6]
[9, 13, 12, 0, 14]
[6, 5, 13, 2, 12]
[3, 11, 2, 13, 1]
[5, 4, 12, 10, 13]
[7, 8, 12, 5, 4]
[1, 13, 12, 9, 4]
