P1,P2,...,Pn
[8, 9, 4, 6, 5]
[4, 11, 13, 1, 0]
[8, 13, 3, 11, 14]
[7, 9, 5, 8, 11]
[13, 7, 12, 2, 0]
[9, 8, 1, 13, 12]
[9, 6, 2, 3, 4]
[11, 8, 2, 13, 3]
[8, 11, 1, 0, 5]
[5, 0, 12, 8, 11]
[14, 4, 10, 0, 3]
[6, 7, 0, 10, 2]
[11, 6, 4, 5, 0]
[8, 0, 13, 3, 14]
[11, 2, 0, 6, 5]
[9, 4, 2, 11, 12]
[9, 14, 13, 0, 1]
[7, 14, 13, 11, 1]
[7, 13, 3, 4, 5]
[12, 10, 5, 11, 3]
[13, 6, 9, 4, 10]
[5, 0, 3, 6, 7]
[13, 3, 7, 1, 8]
[2, 1, 3, 11, 13]
[3, 8, 7, 0, 1]
[2, 0, 1, 5, 4]
[12, 6, 8, 4, 0]
[12, 13, 4, 14, 5]
[7, 8, 11, 2, 1]
[3, 5, 0, 8, 4]
[14, 11, 4, 7, 13]
[8, 10, 2, 13, 11]
[7, 11, 8, 0, 13]
[11, 2, 0, 4, 10]
[3, 6, 7, 2, 14]
[5, 7, 4, 8, 6]
[8, 12, 4, 6, 13]
[12, 14, 13, 0, 11]
[7, 9, 11, 5, 13]
[9, 3, 12, 0, 7]
[2, 8, 3, 7, 4]
[8, 9, 7, 12, 3]
[14, 8, 13, 4, 9]
[14, 12, 1, 2, 7]
[1, 0, 11, 10, 5]
[11, 9, 12, 2, 4]
[6, 12, 14, 2, 3]
[5, 14, 6, 10, 12]
[4, 8, 0, 11, 10]
[13, 10, 2, 12, 0]
[8, 5, 4, 12, 11]
[5, 7, 11, 0, 4]
[8, 11, 9, 14, 12]
[13, 11, 7, 0, 5]
[12, 9, 8, 6, 5]
[8, 2, 0, 1, 4]
[9, 3, 5, 7, 8]
[0, 11, 4, 9, 14]
[6, 13, 0, 10, 7]
[7, 5, 11, 8, 6]
[3, 8, 0, 11, 13]
[4, 5, 12, 6, 8]
[9, 10, 11, 6, 7]
[9, 1, 14, 4, 5]
[7, 3, 4, 11, 6]
[6, 11, 2, 4, 14]
[5, 11, 3, 4, 10]
[9, 12, 11, 6, 2]
[3, 4, 2, 11, 13]
[13, 1, 8, 12, 9]
[0, 2, 6, 7, 13]
[2, 5, 0, 1, 9]
[11, 10, 14, 5, 9]
[2, 1, 7, 9, 3]
[8, 3, 9, 10, 5]
[14, 4, 7, 11, 1]
[7, 5, 13, 3, 10]
[7, 13, 0, 5, 12]
[14, 2, 4, 7, 11]
[2, 1, 8, 3, 12]
[9, 8, 7, 4, 5]
[2, 13, 12, 3, 8]
[9, 5, 3, 13, 0]
[14, 7, 3, 12, 0]
[10, 5, 3, 11, 0]
[12, 7, 6, 14, 10]
[9, 11, 1, 7, 4]
[13, 6, 7, 3, 5]
[14, 2, 11, 12, 1]
[10, 14, 2, 12, 8]
[14, 3, 5, 7, 8]
[5, 9, 3, 13, 14]
[1, 14, 0, 11, 10]
[5, 7, 8, 0, 12]
[0, 10, 12, 14, 5]
[13, 7, 10, 1, 8]
[4, 5, 8, 2, 0]
[0, 7, 4, 12, 10]
[2, 12, 6, 11, 8]
[10, 3, 0, 8, 2]
[5, 12, 9, 11, 3]
[1, 7, 14, 0, 10]
[14, 12, 5, 4, 6]
[6, 0, 9, 2, 10]
[7, 11, 12, 9, 14]
[13, 4, 3, 9, 5]
[3, 14, 0, 8, 5]
[11, 8, 0, 7, 4]
[2, 10, 6, 8, 5]
[3, 11, 1, 10, 6]
[2, 13, 6, 1, 9]
[10, 4, 6, 12, 5]
[14, 8, 3, 5, 7]
[14, 8, 11, 1, 9]
