P1,P2,...,Pn
[0, 4, 10, 11, 9]
[6, 2, 5, 3, 0]
[11, 12, 2, 7, 1]
[2, 8, 13, 5, 10]
[6, 0, 12, 2, 11]
[3, 11, 5, 12, 13]
[5, 11, 14, 12, 3]
[14, 9, 13, 0, 6]
[9, 8, 3, 4, 7]
[12, 6, 4, 2, 13]
[14, 12, 6, 8, 9]
[2, 11, 10, 6, 9]
[11, 0, 12, 4, 1]
[13, 8, 3, 4, 6]
[9, 10, 14, 8, 6]
[14, 1, 10, 0, 13]
[10, 5, 4, 1, 0]
[6, 4, 14, 12, 9]
[2, 9, 14, 0, 7]
[11, 9, 8, 7, 0]
[10, 7, 4, 3, 13]
[11, 2, 1, 12, 14]
[3, 5, 7, 1, 14]
[6, 3, 1, 9, 13]
[5, 8, 1, 6, 10]
[11, 1, 4, 13, 0]
[13, 12, 6, 4, 10]
[10, 2, 4, 12, 0]
[6, 5, 9, 14, 13]
[14, 4, 2, 7, 5]
[9, 12, 0, 6, 8]
[9, 11, 12, 6, 10]
[3, 11, 5, 8, 12]
[8, 10, 14, 1, 9]
[7, 13, 0, 10, 5]
[9, 1, 2, 14, 12]
[2, 11, 6, 8, 0]
[5, 12, 3, 10, 9]
[0, 3, 14, 1, 2]
[7, 0, 9, 12, 10]
[7, 5, 1, 11, 14]
[1, 13, 11, 0, 5]
[13, 11, 14, 1, 7]
[12, 14, 10, 8, 5]
[12, 11, 7, 1, 0]
[13, 1, 10, 3, 5]
[0, 14, 7, 2, 1]
[11, 3, 5, 8, 0]
[9, 1, 12, 5, 10]
[3, 6, 1, 11, 7]
[8, 13, 12, 4, 10]
[2, 3, 10, 6, 9]
[1, 4, 9, 13, 10]
[10, 13, 8, 11, 5]
[7, 5, 12, 4, 0]
[11, 10, 13, 9, 12]
[2, 6, 0, 3, 12]
[2, 14, 11, 1, 0]
[6, 7, 4, 14, 0]
[0, 2, 3, 10, 8]
[1, 2, 9, 5, 0]
[8, 3, 7, 0, 6]
[10, 4, 13, 9, 0]
[7, 14, 12, 10, 1]
[14, 8, 10, 9, 6]
[3, 4, 8, 7, 2]
[6, 0, 9, 5, 11]
[3, 10, 2, 1, 0]
[4, 9, 14, 5, 8]
[2, 7, 8, 13, 4]
[1, 5, 0, 2, 12]
[1, 6, 14, 0, 13]
[11, 5, 4, 7, 2]
[10, 12, 0, 3, 7]
[13, 0, 3, 12, 2]
[10, 12, 5, 13, 11]
[1, 0, 11, 9, 8]
[3, 14, 7, 0, 8]
[8, 14, 3, 10, 6]
[0, 10, 1, 5, 12]
[10, 2, 11, 5, 8]
[10, 11, 3, 6, 9]
[4, 3, 7, 11, 6]
[11, 0, 10, 1, 3]
[8, 5, 2, 12, 0]
