P1,P2,...,Pn
[11, 12, 6, 1, 7]
[8, 10, 2, 4, 13]
[3, 0, 6, 9, 12]
[11, 9, 2, 13, 10]
[4, 2, 14, 3, 6]
[6, 10, 4, 8, 11]
[7, 3, 8, 4, 2]
[11, 13, 9, 5, 0]
[8, 11, 13, 2, 12]
[8, 10, 4, 3, 6]
[2, 5, 1, 0, 13]
[7, 1, 8, 11, 12]
[12, 10, 6, 13, 2]
[9, 13, 14, 10, 2]
[0, 1, 9, 4, 7]
[6, 1, 0, 4, 3]
[3, 5, 13, 0, 10]
[6, 2, 12, 8, 9]
[12, 13, 0, 10, 3]
[7, 9, 4, 11, 12]
[7, 12, 8, 3, 10]
[10, 8, 2, 4, 13]
[4, 11, 12, 10, 7]
[8, 2, 0, 6, 1]
[10, 12, 2, 3, 0]
[8, 11, 4, 1, 3]
[7, 9, 0, 11, 10]
[14, 9, 2, 13, 12]
[3, 1, 0, 11, 10]
[13, 12, 0, 7, 10]
[11, 13, 1, 4, 3]
[4, 11, 2, 1, 7]
[3, 12, 1, 5, 10]
[10, 13, 0, 14, 5]
[6, 2, 12, 10, 3]
[7, 0, 9, 3, 12]
[12, 8, 14, 7, 5]
[7, 13, 5, 14, 6]
[2, 14, 8, 5, 12]
[10, 14, 0, 5, 9]
[4, 2, 7, 0, 12]
[12, 7, 13, 5, 8]
[0, 10, 4, 7, 5]
[10, 8, 13, 4, 5]
[12, 0, 6, 8, 14]
[8, 9, 7, 5, 6]
[4, 11, 3, 0, 12]
[8, 13, 1, 3, 9]
[13, 8, 4, 7, 3]
[1, 0, 12, 2, 10]
[4, 3, 12, 9, 14]
[12, 0, 10, 6, 11]
[13, 4, 10, 3, 5]
[12, 11, 7, 8, 14]
[4, 2, 14, 6, 5]
[0, 13, 2, 5, 14]
[9, 12, 13, 14, 8]
[13, 5, 8, 4, 10]
[0, 10, 8, 1, 3]
[7, 9, 3, 6, 1]
[5, 3, 2, 10, 14]
[3, 10, 5, 7, 4]
[2, 14, 10, 13, 5]
[7, 12, 3, 4, 11]
[6, 5, 12, 2, 14]
[11, 5, 9, 8, 1]
[0, 9, 4, 12, 6]
[1, 5, 11, 13, 12]
[5, 3, 4, 7, 1]
[2, 1, 9, 14, 0]
[9, 1, 3, 7, 0]
[10, 4, 3, 12, 1]
[7, 1, 10, 9, 11]
[8, 3, 13, 14, 7]
[13, 3, 0, 6, 8]
[0, 10, 6, 3, 1]
[13, 14, 7, 5, 8]
[13, 0, 3, 8, 1]
[4, 8, 1, 11, 10]
[10, 0, 5, 14, 9]
[11, 2, 5, 1, 13]
[13, 5, 0, 2, 14]
[5, 2, 3, 0, 10]
[14, 6, 13, 3, 2]
[3, 14, 11, 9, 1]
[3, 7, 13, 11, 5]
[7, 6, 2, 1, 10]
[8, 10, 14, 13, 1]
[2, 9, 12, 11, 0]
[3, 2, 5, 12, 11]
[13, 7, 0, 9, 2]
[1, 8, 14, 0, 6]
[3, 12, 0, 8, 1]
[7, 0, 9, 6, 5]
[9, 0, 1, 7, 13]
[5, 0, 4, 6, 9]
[14, 1, 13, 5, 10]
[13, 11, 7, 2, 6]
[9, 13, 10, 8, 1]
[10, 1, 12, 13, 0]
[14, 2, 6, 8, 4]
[7, 11, 10, 8, 14]
[13, 7, 1, 0, 2]
[1, 8, 2, 7, 9]
[2, 1, 0, 4, 13]
[7, 14, 9, 1, 10]
[11, 8, 5, 12, 9]
[12, 11, 9, 4, 10]
[9, 10, 6, 5, 8]
[6, 5, 11, 10, 4]
[4, 9, 0, 11, 3]
[7, 10, 11, 1, 6]
[10, 11, 0, 8, 4]
[9, 13, 10, 6, 11]
[0, 1, 13, 10, 4]
[10, 3, 0, 13, 14]
[3, 10, 14, 13, 2]
[4, 13, 0, 7, 9]
[1, 0, 7, 13, 12]
[10, 7, 11, 14, 9]
[10, 5, 2, 0, 4]
[1, 5, 6, 14, 10]
[10, 7, 6, 13, 5]
[8, 13, 5, 9, 3]
[3, 1, 7, 4, 9]
[7, 11, 5, 9, 2]
[2, 0, 4, 3, 12]
[10, 13, 12, 5, 4]
[7, 2, 0, 8, 14]
[6, 4, 12, 2, 10]
[4, 1, 9, 11, 8]
[13, 11, 8, 6, 7]
[0, 11, 7, 8, 9]
[13, 1, 10, 4, 0]
[2, 5, 8, 7, 12]
[6, 5, 11, 3, 7]
[0, 4, 10, 11, 5]
[4, 10, 3, 2, 11]
[7, 1, 10, 8, 3]
[1, 12, 2, 9, 0]
[6, 1, 5, 3, 9]
[6, 7, 14, 13, 8]
[13, 5, 4, 12, 7]
[13, 9, 12, 7, 0]
[8, 7, 14, 0, 5]
[7, 9, 5, 14, 1]
[13, 8, 3, 11, 0]
[4, 7, 11, 3, 5]
[0, 10, 1, 5, 9]
[0, 13, 11, 3, 2]
[6, 0, 12, 2, 13]
[3, 12, 1, 13, 4]
[10, 8, 3, 4, 9]
[4, 11, 5, 1, 2]
[1, 5, 9, 12, 13]
[6, 2, 3, 9, 14]
[12, 13, 5, 1, 2]
[3, 4, 12, 7, 0]
[2, 5, 11, 10, 14]
[10, 14, 5, 7, 0]
[4, 13, 0, 2, 5]
[12, 5, 3, 6, 14]
[7, 0, 9, 10, 3]
[12, 13, 5, 6, 1]
