P1,P2,...,Pn
[12, 8, 10, 7, 5]
[11, 3, 8, 6, 10]
[6, 8, 10, 13, 11]
[10, 11, 6, 9, 12]
[1, 7, 4, 13, 12]
[0, 5, 4, 10, 12]
[10, 11, 8, 3, 14]
[9, 6, 1, 3, 0]
[13, 11, 8, 5, 12]
[11, 8, 14, 6, 10]
[5, 10, 6, 9, 8]
[1, 2, 8, 3, 9]
[4, 3, 13, 8, 5]
[13, 12, 10, 2, 1]
[3, 6, 11, 0, 9]
[6, 0, 14, 7, 1]
[10, 7, 3, 9, 6]
[8, 14, 7, 11, 9]
[0, 1, 2, 9, 4]
[1, 8, 10, 13, 6]
[7, 1, 13, 9, 4]
[9, 1, 6, 12, 14]
[12, 1, 7, 4, 11]
[14, 13, 4, 12, 8]
[8, 1, 10, 7, 4]
[13, 3, 10, 7, 2]
[3, 13, 14, 5, 4]
[3, 13, 11, 2, 0]
[8, 12, 0, 3, 1]
[12, 2, 4, 3, 14]
[12, 7, 2, 1, 11]
[9, 0, 4, 7, 11]
[1, 6, 5, 14, 13]
[1, 9, 12, 0, 5]
[5, 14, 6, 12, 4]
[8, 10, 1, 11, 13]
[0, 12, 7, 9, 5]
[1, 10, 14, 2, 13]
[5, 7, 12, 8, 10]
[3, 11, 13, 4, 12]
[5, 12, 8, 2, 10]
[12, 10, 7, 8, 4]
[11, 5, 6, 12, 9]
[13, 4, 12, 10, 5]
[5, 13, 14, 10, 6]
[0, 8, 7, 9, 11]
[1, 3, 4, 6, 8]
[4, 14, 6, 3, 11]
[6, 9, 1, 12, 11]
[5, 13, 11, 12, 3]
[5, 1, 3, 12, 4]
[3, 11, 9, 5, 2]
[0, 1, 4, 13, 14]
[11, 7, 2, 10, 0]
[10, 3, 5, 0, 1]
[5, 8, 4, 12, 6]
[2, 6, 3, 7, 8]
[4, 2, 5, 9, 7]
[0, 2, 1, 14, 4]
[12, 1, 10, 6, 7]
[6, 9, 14, 7, 12]
[1, 10, 11, 2, 13]
[1, 13, 11, 10, 12]
[10, 6, 0, 4, 12]
[3, 4, 2, 10, 11]
[14, 7, 5, 4, 3]
[13, 2, 5, 7, 8]
[9, 4, 0, 6, 2]
[13, 5, 9, 14, 10]
[14, 2, 4, 9, 6]
[6, 1, 5, 12, 2]
[2, 10, 12, 3, 13]
[3, 9, 8, 1, 11]
[4, 7, 11, 6, 1]
[1, 6, 8, 5, 3]
[0, 10, 9, 7, 1]
[7, 3, 0, 11, 9]
[8, 13, 4, 3, 2]
[1, 5, 10, 8, 2]
[4, 0, 5, 6, 13]
[6, 9, 11, 4, 12]
[2, 6, 8, 1, 10]
[0, 8, 2, 6, 1]
[4, 14, 11, 7, 13]
[5, 12, 11, 14, 2]
[11, 2, 14, 7, 8]
[1, 5, 2, 13, 10]
[1, 8, 6, 11, 5]
[4, 12, 8, 14, 1]
[12, 14, 11, 0, 3]
[12, 8, 10, 4, 6]
[6, 9, 5, 0, 4]
[5, 4, 10, 2, 1]
[1, 0, 14, 11, 6]
[3, 5, 8, 0, 14]
[4, 13, 11, 6, 14]
[8, 7, 11, 10, 1]
[8, 14, 0, 9, 4]
