P1,P2,...,Pn
[13, 10, 5, 8]
[13, 6, 11, 12]
[13, 0, 1, 2]
[1, 13, 14, 0]
[6, 12, 0, 14]
[4, 8, 0, 9]
[8, 4, 7, 13]
[3, 1, 4, 7]
[5, 14, 2, 13]
[8, 11, 1, 10]
[12, 11, 10, 3]
[12, 0, 4, 10]
[0, 7, 1, 12]
[12, 10, 1, 14]
[14, 1, 9, 6]
[8, 11, 10, 1]
[9, 14, 2, 3]
[0, 3, 4, 11]
[8, 0, 3, 13]
[13, 11, 5, 4]
[12, 10, 3, 2]
[13, 7, 6, 1]
[10, 0, 14, 9]
[14, 6, 4, 12]
[6, 4, 9, 5]
[14, 1, 4, 11]
[13, 4, 1, 7]
[1, 10, 2, 0]
[12, 0, 3, 5]
[6, 7, 4, 9]
[6, 2, 1, 10]
[5, 13, 14, 6]
[3, 14, 5, 10]
[2, 5, 6, 0]
[1, 0, 8, 3]
[10, 3, 7, 11]
