P1,P2,...,Pn
[9, 4, 13, 5, 10]
[0, 11, 6, 12, 5]
[3, 2, 14, 8, 10]
[6, 14, 2, 8, 11]
[5, 11, 0, 8, 4]
[3, 6, 12, 0, 11]
[9, 12, 11, 5, 3]
[8, 1, 11, 12, 9]
[3, 9, 8, 4, 7]
[7, 1, 12, 9, 4]
[12, 11, 10, 0, 5]
[8, 14, 11, 12, 6]
[10, 2, 0, 7, 5]
[13, 1, 6, 14, 4]
[4, 1, 10, 13, 14]
[12, 6, 11, 5, 8]
[8, 7, 13, 1, 6]
[6, 1, 3, 0, 7]
[7, 12, 4, 14, 1]
[2, 4, 12, 10, 7]
[10, 13, 0, 7, 8]
[3, 8, 6, 7, 4]
[5, 1, 0, 6, 11]
[0, 9, 14, 13, 10]
[4, 9, 6, 7, 2]
[14, 3, 5, 4, 7]
[4, 8, 14, 2, 11]
[5, 2, 6, 1, 11]
[6, 4, 8, 2, 11]
[6, 0, 13, 9, 3]
[4, 8, 11, 14, 3]
[7, 11, 6, 10, 13]
[7, 12, 9, 6, 4]
[7, 6, 2, 9, 1]
[5, 9, 6, 4, 0]
[1, 2, 0, 7, 14]
[6, 10, 9, 11, 5]
[5, 2, 4, 8, 14]
[7, 0, 2, 9, 6]
[7, 1, 5, 12, 10]
[8, 9, 13, 1, 4]
[7, 9, 4, 12, 0]
[7, 6, 5, 8, 10]
[9, 14, 12, 2, 13]
[14, 4, 0, 5, 6]
[0, 13, 8, 3, 14]
[10, 5, 11, 3, 0]
[12, 9, 5, 3, 1]
[3, 6, 0, 11, 14]
[6, 5, 8, 4, 13]
[9, 4, 7, 11, 12]
[1, 14, 12, 9, 10]
[0, 13, 12, 5, 1]
[7, 8, 14, 5, 2]
[10, 2, 6, 12, 11]
[3, 14, 13, 7, 10]
[12, 3, 1, 8, 0]
[7, 5, 0, 14, 6]
[12, 3, 7, 5, 2]
[6, 4, 13, 3, 2]
[10, 6, 11, 0, 5]
[11, 13, 7, 0, 1]
[13, 11, 2, 6, 3]
[6, 12, 14, 8, 2]
[3, 2, 0, 6, 13]
[0, 10, 4, 12, 6]
[12, 11, 4, 5, 7]
[6, 7, 10, 8, 4]
[2, 13, 8, 4, 10]
[6, 14, 5, 10, 11]
[5, 3, 13, 6, 12]
[5, 9, 6, 13, 14]
[7, 0, 5, 10, 11]
[4, 14, 2, 5, 1]
[13, 7, 11, 6, 3]
[5, 13, 12, 6, 9]
[11, 10, 3, 13, 2]
[4, 0, 13, 10, 12]
[11, 12, 13, 4, 3]
[13, 5, 11, 8, 6]
[11, 4, 6, 1, 5]
[9, 13, 7, 6, 5]
