P1,P2,...,Pn
[7, 6, 1, 11, 5]
[8, 4, 14, 11, 5]
[0, 7, 12, 6, 3]
[3, 8, 6, 7, 0]
[1, 13, 9, 7, 5]
[10, 1, 7, 9, 4]
[1, 11, 12, 8, 7]
[12, 13, 1, 7, 3]
[8, 12, 9, 1, 11]
[5, 7, 0, 10, 13]
[10, 12, 1, 13, 8]
[2, 0, 5, 13, 6]
[9, 5, 14, 1, 7]
[3, 8, 2, 12, 11]
[12, 6, 4, 14, 2]
[6, 12, 5, 14, 4]
[1, 9, 10, 7, 5]
[11, 14, 1, 2, 9]
[7, 11, 1, 14, 13]
[3, 4, 0, 13, 12]
[13, 7, 12, 2, 4]
[5, 0, 1, 3, 11]
[13, 9, 12, 3, 14]
[8, 3, 12, 11, 0]
[1, 11, 5, 9, 8]
[3, 0, 1, 11, 7]
[7, 2, 3, 1, 11]
[3, 6, 8, 7, 9]
[1, 13, 2, 7, 8]
[8, 0, 14, 12, 7]
[7, 5, 3, 11, 2]
[1, 11, 3, 2, 12]
[13, 5, 7, 4, 6]
[2, 0, 13, 6, 8]
[5, 12, 0, 8, 4]
[5, 6, 8, 4, 9]
[8, 12, 13, 9, 4]
[6, 2, 13, 4, 9]
[10, 14, 9, 7, 2]
[1, 3, 9, 13, 11]
[6, 11, 5, 3, 12]
[2, 6, 8, 14, 7]
[14, 8, 10, 12, 2]
[10, 7, 6, 1, 5]
[3, 13, 7, 14, 11]
[6, 5, 0, 1, 13]
[12, 7, 3, 6, 8]
[14, 8, 5, 11, 1]
[12, 2, 14, 6, 3]
[10, 6, 13, 11, 2]
[13, 1, 12, 9, 10]
[2, 6, 14, 8, 5]
[2, 11, 9, 0, 8]
[6, 4, 13, 5, 7]
[3, 10, 5, 8, 9]
[12, 8, 13, 5, 9]
[2, 6, 4, 9, 0]
[7, 12, 8, 14, 4]
