P1,P2,...,Pn
[9, 11, 4, 6, 7]
[12, 11, 0, 7, 1]
[10, 0, 8, 12, 4]
[10, 1, 14, 6, 0]
[14, 10, 9, 0, 7]
[13, 2, 3, 11, 14]
[12, 5, 11, 0, 2]
[4, 2, 0, 12, 5]
[12, 5, 1, 10, 0]
[1, 2, 8, 3, 10]
[8, 10, 5, 6, 14]
[0, 1, 4, 6, 3]
[7, 11, 5, 13, 8]
[12, 7, 5, 11, 8]
[7, 2, 12, 5, 6]
[14, 10, 13, 12, 1]
[13, 3, 2, 4, 5]
[10, 1, 6, 9, 5]
[8, 2, 12, 6, 1]
[10, 13, 0, 2, 14]
[3, 12, 14, 7, 11]
[5, 9, 12, 2, 11]
[13, 10, 14, 8, 2]
[14, 11, 2, 6, 10]
[6, 9, 8, 5, 13]
[10, 9, 7, 4, 14]
[10, 4, 11, 12, 13]
[0, 1, 12, 7, 10]
[4, 14, 3, 2, 11]
[11, 2, 8, 4, 6]
[1, 9, 7, 8, 3]
[6, 0, 3, 5, 7]
[11, 0, 4, 8, 5]
[1, 2, 8, 11, 0]
[11, 10, 2, 14, 5]
[9, 11, 0, 6, 2]
[6, 10, 11, 12, 7]
[7, 8, 13, 12, 4]
[1, 11, 8, 12, 6]
[14, 11, 5, 10, 1]
[0, 2, 12, 10, 8]
[14, 7, 10, 13, 0]
[7, 12, 0, 13, 1]
[12, 5, 4, 7, 10]
[12, 3, 1, 9, 5]
[14, 12, 4, 8, 0]
[11, 9, 13, 2, 6]
[6, 3, 4, 9, 1]
[5, 13, 10, 6, 14]
[9, 3, 11, 2, 1]
[2, 8, 7, 5, 11]
[10, 3, 5, 7, 14]
[0, 1, 12, 8, 6]
[7, 11, 1, 5, 0]
[0, 8, 10, 4, 6]
[10, 13, 4, 1, 2]
[6, 1, 12, 7, 4]
[6, 8, 12, 10, 4]
[9, 2, 10, 4, 8]
[10, 11, 9, 5, 7]
[13, 9, 12, 8, 4]
[1, 14, 7, 4, 13]
[2, 3, 6, 13, 12]
[11, 2, 8, 4, 7]
[6, 7, 12, 10, 2]
[7, 1, 13, 10, 0]
[1, 14, 4, 13, 11]
[0, 12, 11, 7, 5]
[8, 7, 1, 0, 11]
[7, 5, 9, 14, 11]
[9, 13, 6, 5, 1]
[6, 3, 4, 1, 13]
