P1,P2,...,Pn
[11, 7, 2, 6, 5]
[10, 14, 7, 5, 13]
[10, 1, 14, 4, 13]
[13, 0, 1, 4, 3]
[6, 9, 10, 2, 8]
[3, 7, 1, 9, 8]
[5, 9, 13, 2, 11]
[13, 0, 7, 10, 8]
[3, 14, 5, 7, 4]
[1, 2, 0, 11, 9]
[3, 6, 4, 11, 7]
[11, 0, 3, 14, 1]
[5, 2, 9, 4, 1]
[2, 0, 14, 11, 4]
[2, 11, 6, 5, 1]
[9, 5, 6, 1, 14]
[13, 12, 5, 14, 10]
[0, 8, 7, 4, 14]
[9, 3, 14, 4, 11]
[0, 1, 11, 10, 14]
[2, 6, 9, 8, 3]
[4, 14, 6, 3, 13]
[2, 12, 0, 5, 10]
[4, 3, 2, 12, 7]
[3, 1, 6, 2, 14]
[10, 9, 5, 7, 13]
[4, 7, 5, 12, 9]
[0, 14, 1, 12, 4]
[2, 13, 11, 3, 9]
[14, 11, 9, 13, 10]
[0, 7, 6, 2, 8]
[10, 1, 11, 6, 0]
[7, 13, 4, 2, 9]
[8, 0, 2, 4, 11]
[11, 5, 4, 8, 10]
[11, 6, 4, 0, 3]
[4, 3, 10, 5, 1]
[11, 9, 6, 7, 2]
[10, 4, 13, 8, 7]
[12, 8, 14, 11, 0]
[2, 12, 3, 7, 5]
[2, 5, 4, 6, 8]
[11, 3, 12, 0, 8]
[2, 13, 14, 6, 4]
[12, 0, 7, 9, 10]
[4, 10, 8, 0, 11]
[9, 4, 7, 1, 6]
[3, 0, 5, 6, 2]
[13, 4, 2, 11, 5]
[3, 0, 14, 13, 12]
[12, 7, 0, 9, 10]
[7, 14, 0, 3, 9]
[8, 12, 11, 10, 1]
[6, 8, 1, 10, 0]
[10, 14, 6, 13, 7]
[14, 6, 2, 8, 11]
[7, 13, 5, 3, 9]
[6, 1, 0, 9, 8]
[11, 3, 12, 2, 1]
[14, 7, 10, 1, 8]
[14, 2, 7, 10, 5]
[12, 2, 9, 7, 6]
[4, 11, 7, 3, 8]
[6, 3, 9, 14, 4]
[7, 6, 3, 4, 1]
[5, 7, 11, 9, 0]
[10, 1, 5, 8, 13]
[5, 6, 13, 9, 2]
[3, 12, 8, 14, 7]
[5, 1, 9, 4, 7]
[6, 13, 2, 11, 14]
[5, 6, 3, 2, 10]
[10, 3, 12, 5, 8]
[4, 5, 10, 9, 3]
[3, 7, 1, 10, 4]
[0, 12, 7, 3, 10]
[5, 2, 6, 13, 14]
[13, 1, 2, 12, 3]
[9, 3, 14, 0, 11]
[13, 8, 2, 11, 9]
