P1,P2,...,Pn
[6, 12, 0, 14, 7]
[0, 12, 3, 14, 5]
[4, 1, 12, 9, 6]
[0, 6, 7, 11, 9]
[12, 0, 5, 4, 10]
[11, 5, 7, 6, 4]
[12, 5, 9, 3, 14]
[8, 14, 1, 3, 6]
[10, 4, 3, 12, 11]
[6, 14, 7, 2, 13]
[14, 12, 13, 10, 9]
[11, 3, 13, 7, 10]
[0, 14, 4, 12, 11]
[11, 4, 5, 12, 3]
[7, 1, 10, 4, 2]
[0, 9, 14, 12, 7]
[10, 5, 0, 13, 1]
[1, 10, 11, 4, 7]
[9, 3, 14, 12, 10]
[9, 13, 7, 5, 6]
[0, 14, 9, 1, 2]
[7, 8, 12, 1, 9]
[13, 10, 12, 14, 0]
[13, 6, 11, 4, 8]
[7, 1, 4, 11, 5]
[14, 8, 13, 12, 9]
[6, 8, 10, 7, 9]
[6, 10, 11, 13, 1]
[3, 2, 11, 8, 9]
[10, 4, 13, 0, 11]
[6, 14, 1, 4, 11]
[13, 7, 2, 0, 4]
[1, 6, 7, 5, 11]
[0, 1, 11, 2, 9]
[7, 9, 5, 11, 2]
[6, 4, 3, 8, 1]
[3, 14, 7, 8, 5]
[13, 2, 7, 8, 14]
[5, 12, 7, 8, 2]
[1, 12, 0, 8, 4]
[9, 11, 10, 13, 0]
[7, 3, 9, 4, 6]
[8, 9, 14, 12, 7]
[11, 10, 7, 13, 1]
[13, 2, 9, 7, 5]
[8, 9, 7, 3, 10]
[12, 2, 11, 5, 8]
[4, 11, 12, 6, 3]
[3, 4, 12, 10, 2]
[10, 9, 5, 8, 1]
[3, 9, 10, 1, 8]
[12, 11, 14, 7, 10]
[5, 13, 14, 9, 3]
[14, 10, 2, 6, 5]
[0, 12, 9, 8, 3]
[10, 14, 7, 3, 2]
[13, 12, 8, 14, 10]
[9, 8, 10, 12, 13]
[12, 0, 10, 2, 7]
[14, 1, 4, 3, 8]
[10, 1, 7, 0, 8]
[3, 11, 8, 10, 0]
[0, 14, 9, 8, 7]
[9, 14, 2, 4, 7]
[12, 9, 4, 0, 3]
[13, 1, 4, 10, 3]
[5, 11, 2, 12, 14]
[9, 4, 8, 10, 6]
[5, 1, 2, 6, 12]
[8, 10, 14, 9, 7]
[12, 13, 9, 2, 6]
[1, 5, 0, 10, 11]
