P1,P2,...,Pn
[5, 9, 12, 11]
[8, 9, 7, 2]
[10, 13, 12, 14]
[3, 12, 5, 1]
[7, 0, 14, 5]
[14, 1, 5, 2]
[4, 11, 10, 13]
[1, 4, 12, 8]
[7, 4, 10, 11]
[12, 7, 13, 10]
[11, 7, 13, 10]
[7, 8, 3, 11]
[11, 5, 10, 4]
[3, 9, 0, 8]
[6, 7, 11, 2]
[11, 2, 3, 14]
[6, 5, 13, 10]
[9, 4, 10, 14]
[9, 4, 14, 12]
[11, 7, 4, 13]
[3, 7, 2, 10]
[2, 1, 13, 7]
[11, 5, 9, 12]
[8, 0, 5, 7]
[13, 5, 7, 14]
[14, 9, 2, 11]
[8, 14, 4, 5]
[7, 12, 2, 0]
[9, 4, 14, 7]
[0, 8, 1, 2]
[5, 7, 9, 4]
[1, 7, 14, 13]
[10, 2, 11, 1]
[14, 11, 1, 5]
[5, 8, 10, 4]
[9, 4, 12, 0]
[2, 5, 9, 4]
[10, 2, 5, 0]
[11, 3, 6, 14]
[4, 7, 1, 0]
[10, 7, 13, 9]
[9, 2, 4, 11]
[9, 0, 3, 10]
[1, 0, 14, 8]
[12, 14, 3, 0]
[8, 12, 6, 0]
[4, 11, 0, 9]
[9, 2, 12, 13]
[5, 2, 0, 4]
[2, 11, 8, 6]
[13, 3, 11, 5]
[13, 4, 8, 11]
[0, 11, 8, 13]
[11, 13, 10, 7]
[10, 1, 6, 11]
[3, 2, 13, 5]
[11, 2, 5, 14]
[1, 4, 9, 13]
[0, 6, 9, 5]
[9, 8, 1, 11]
[12, 14, 0, 3]
[10, 1, 11, 4]
[6, 10, 13, 0]
[8, 9, 5, 13]
[10, 1, 14, 5]
[5, 9, 8, 14]
[12, 7, 6, 4]
[1, 2, 8, 3]
[2, 11, 9, 6]
[6, 14, 11, 8]
[10, 14, 4, 12]
[4, 3, 14, 0]
[0, 3, 1, 14]
[4, 6, 14, 13]
[11, 2, 3, 0]
[10, 5, 7, 4]
[2, 0, 14, 1]
[13, 7, 9, 11]
[5, 10, 11, 7]
[14, 6, 7, 4]
[10, 6, 8, 4]
[13, 4, 0, 2]
[5, 11, 12, 10]
[10, 2, 11, 4]
[8, 5, 12, 7]
[13, 2, 4, 0]
[14, 13, 6, 2]
[7, 8, 13, 5]
[9, 12, 8, 3]
[13, 4, 10, 3]
[4, 1, 11, 13]
[6, 3, 4, 7]
[5, 4, 7, 12]
[11, 10, 4, 1]
[3, 8, 6, 10]
[11, 6, 10, 4]
[9, 7, 3, 0]
[12, 14, 9, 10]
[13, 7, 8, 9]
[2, 4, 14, 12]
[1, 3, 10, 5]
[8, 4, 10, 1]
[5, 2, 11, 13]
[8, 6, 12, 4]
[2, 12, 6, 10]
[8, 3, 0, 12]
[2, 13, 6, 14]
[5, 9, 13, 11]
[0, 11, 12, 9]
[5, 6, 12, 3]
[10, 9, 4, 6]
[12, 13, 5, 3]
[14, 7, 13, 1]
[4, 8, 12, 11]
[0, 8, 4, 6]
[3, 8, 10, 0]
[11, 0, 6, 9]
[10, 2, 1, 8]
[10, 11, 9, 2]
[14, 9, 4, 7]
[5, 6, 11, 14]
[4, 11, 5, 1]
[10, 12, 13, 9]
[8, 1, 14, 10]
[9, 4, 7, 1]
[8, 5, 9, 10]
[10, 6, 11, 13]
[7, 5, 8, 4]
[4, 2, 6, 14]
[14, 13, 1, 3]
[2, 12, 1, 13]
[2, 11, 14, 5]
[2, 4, 3, 10]
[3, 0, 9, 11]
[1, 13, 14, 8]
[13, 1, 0, 6]
[3, 2, 7, 12]
[11, 7, 10, 8]
[8, 12, 11, 4]
[1, 12, 7, 10]
[10, 3, 8, 9]
[12, 3, 7, 1]
[2, 12, 11, 5]
[4, 6, 12, 10]
[3, 8, 14, 2]
[7, 6, 9, 1]
[13, 9, 10, 5]
[7, 3, 11, 0]
[3, 9, 1, 2]
[9, 0, 5, 13]
[8, 12, 13, 6]
[13, 9, 5, 6]
[9, 4, 2, 0]
[8, 1, 7, 13]
[7, 2, 1, 5]
[4, 13, 0, 12]
[14, 8, 4, 0]
[7, 13, 8, 2]
[1, 11, 14, 0]
[0, 1, 9, 11]
[14, 0, 9, 2]
[0, 2, 12, 8]
[4, 13, 7, 8]
[14, 1, 9, 5]
[6, 7, 4, 5]
[2, 7, 11, 3]
[3, 14, 12, 7]
[0, 6, 8, 7]
[9, 14, 0, 2]
[3, 13, 4, 14]
[14, 2, 12, 9]
[10, 1, 13, 4]
[6, 11, 10, 14]
[4, 10, 3, 11]
[6, 12, 9, 10]
[12, 1, 8, 5]
[11, 4, 10, 12]
[0, 11, 4, 9]
[4, 3, 2, 13]
[7, 6, 14, 5]
[11, 12, 9, 5]
[13, 3, 5, 4]
[5, 2, 14, 3]
[1, 12, 4, 9]
[6, 5, 4, 12]
[14, 11, 1, 6]
[13, 8, 3, 10]
[7, 12, 3, 11]
[2, 6, 12, 7]
[9, 13, 2, 5]
[13, 11, 5, 2]
[4, 8, 2, 11]
[11, 1, 7, 4]
[6, 4, 10, 9]
[14, 2, 9, 12]
[8, 14, 12, 9]
[4, 14, 6, 9]
[11, 7, 10, 9]
[1, 13, 9, 6]
[5, 7, 0, 10]
[14, 1, 3, 0]
[0, 9, 3, 10]
[12, 2, 5, 3]
[9, 12, 1, 0]
[11, 9, 8, 1]
[4, 7, 2, 9]
[3, 0, 2, 5]
[13, 4, 2, 6]
[0, 3, 4, 10]
[3, 7, 2, 8]
[9, 11, 13, 6]
[4, 11, 12, 5]
[10, 4, 2, 13]
[12, 1, 3, 10]
[8, 10, 1, 12]
[1, 6, 12, 7]
[13, 12, 7, 1]
[10, 5, 9, 12]
[11, 4, 10, 13]
[9, 7, 8, 13]
[2, 14, 11, 6]
[12, 4, 9, 0]
[14, 8, 4, 0]
[14, 8, 9, 2]
[6, 2, 11, 8]
[9, 8, 2, 13]
