P1,P2,...,Pn
[0, 7, 12, 13, 10]
[1, 2, 5, 10, 7]
[10, 12, 2, 13, 4]
[5, 6, 1, 7, 9]
[8, 11, 1, 0, 14]
[2, 4, 3, 7, 13]
[13, 1, 4, 14, 8]
[5, 2, 1, 7, 4]
[0, 6, 2, 8, 5]
[7, 12, 0, 13, 14]
[6, 8, 3, 0, 12]
[3, 1, 4, 9, 8]
[12, 9, 6, 3, 7]
[6, 8, 0, 4, 3]
[2, 9, 1, 14, 13]
[2, 14, 0, 1, 13]
[14, 4, 0, 9, 13]
[9, 13, 6, 1, 4]
[0, 1, 9, 4, 8]
[6, 2, 0, 14, 12]
[12, 1, 5, 13, 0]
[14, 0, 3, 1, 9]
[13, 6, 10, 8, 1]
[6, 14, 4, 9, 7]
[7, 9, 3, 12, 0]
[1, 3, 8, 4, 14]
[11, 10, 14, 0, 1]
[13, 6, 10, 4, 14]
[7, 8, 13, 12, 4]
[6, 13, 11, 3, 2]
[13, 7, 14, 5, 3]
[9, 14, 10, 6, 13]
[13, 4, 6, 14, 8]
[2, 5, 8, 13, 10]
[6, 2, 13, 3, 7]
[6, 10, 14, 7, 4]
[8, 7, 10, 12, 1]
[12, 14, 0, 11, 3]
[0, 1, 14, 3, 13]
[12, 6, 5, 4, 10]
[14, 0, 3, 12, 10]
[13, 10, 4, 5, 11]
[2, 5, 8, 1, 11]
[8, 14, 12, 0, 10]
[5, 6, 3, 10, 11]
[11, 2, 1, 6, 4]
[12, 14, 7, 0, 2]
[9, 7, 11, 0, 8]
[9, 3, 5, 6, 7]
[13, 4, 8, 5, 1]
[0, 1, 5, 3, 12]
[0, 4, 5, 14, 6]
[0, 5, 4, 9, 11]
[14, 12, 8, 7, 9]
[1, 4, 11, 5, 3]
[1, 5, 0, 7, 8]
[12, 0, 5, 10, 3]
[13, 10, 12, 9, 5]
[9, 0, 10, 3, 2]
[13, 7, 14, 3, 8]
[4, 0, 1, 6, 14]
[7, 8, 0, 14, 11]
[6, 10, 2, 7, 14]
[6, 5, 1, 14, 10]
[9, 2, 5, 13, 3]
[12, 6, 4, 1, 10]
[8, 14, 7, 10, 9]
[13, 6, 9, 11, 14]
[6, 12, 14, 11, 9]
[10, 2, 9, 12, 0]
[10, 2, 7, 1, 3]
[0, 7, 14, 6, 1]
[1, 6, 2, 0, 3]
[0, 8, 5, 12, 1]
[7, 5, 11, 3, 1]
[1, 9, 6, 8, 13]
[11, 3, 4, 13, 14]
[1, 7, 13, 5, 12]
[14, 1, 4, 11, 2]
[10, 12, 6, 0, 5]
[5, 8, 0, 4, 7]
[2, 4, 8, 12, 1]
[2, 6, 14, 1, 5]
[1, 9, 7, 12, 10]
[13, 3, 4, 10, 0]
[14, 5, 6, 1, 3]
[8, 6, 9, 10, 12]
[6, 3, 9, 2, 5]
[4, 2, 5, 11, 0]
[7, 1, 10, 9, 12]
[7, 3, 12, 11, 1]
[6, 13, 9, 10, 0]
[2, 10, 5, 1, 3]
[3, 4, 12, 13, 8]
[9, 11, 7, 5, 13]
[6, 0, 9, 3, 8]
[13, 7, 11, 5, 8]
[3, 2, 12, 11, 6]
[10, 14, 1, 12, 3]
[6, 11, 12, 14, 5]
[1, 12, 14, 10, 4]
[2, 4, 0, 12, 3]
[9, 14, 3, 6, 2]
[0, 8, 12, 6, 2]
[6, 13, 1, 4, 9]
[5, 6, 2, 12, 10]
[9, 5, 7, 14, 3]
[9, 2, 1, 0, 5]
[1, 13, 8, 6, 11]
[0, 9, 5, 4, 13]
[2, 13, 11, 8, 9]
[3, 0, 7, 5, 9]
[4, 1, 10, 0, 14]
[10, 2, 8, 4, 12]
[7, 13, 12, 6, 11]
[14, 10, 6, 3, 9]
[6, 5, 2, 4, 7]
[1, 14, 9, 2, 13]
[3, 8, 13, 2, 7]
[5, 0, 14, 10, 11]
[11, 5, 8, 4, 12]
[4, 2, 14, 7, 1]
[14, 12, 1, 7, 10]
[13, 9, 10, 7, 8]
[12, 5, 1, 0, 14]
[11, 10, 4, 8, 3]
[6, 5, 3, 8, 1]
[4, 13, 1, 8, 14]
[10, 9, 1, 6, 3]
[11, 4, 14, 7, 8]
[0, 11, 2, 8, 3]
[14, 0, 11, 2, 12]
[11, 10, 1, 2, 5]
[13, 9, 11, 1, 10]
[4, 11, 6, 14, 12]
[3, 4, 10, 8, 0]
[1, 8, 14, 9, 4]
[9, 8, 1, 6, 2]
[9, 10, 7, 6, 0]
[12, 1, 4, 7, 8]
[9, 3, 7, 8, 14]
[4, 1, 9, 2, 0]
[7, 1, 8, 0, 3]
[9, 10, 13, 8, 0]
[10, 12, 14, 13, 5]
[5, 0, 13, 9, 8]
[1, 13, 4, 8, 5]
[6, 8, 13, 12, 7]
[6, 0, 11, 8, 14]
[3, 12, 8, 2, 4]
[8, 2, 5, 14, 10]
[0, 3, 4, 10, 1]
[14, 9, 5, 3, 12]
[6, 3, 7, 9, 8]
[13, 8, 2, 0, 11]
[12, 4, 0, 11, 5]
[3, 2, 8, 7, 6]
[6, 1, 10, 3, 11]
[0, 7, 14, 6, 8]
[12, 4, 7, 9, 6]
[1, 12, 13, 14, 9]
[11, 5, 9, 2, 4]
[5, 7, 10, 4, 6]
[7, 0, 3, 4, 6]
[7, 9, 13, 14, 4]
[3, 12, 11, 0, 5]
[1, 3, 8, 2, 5]
[11, 9, 10, 0, 6]
[2, 12, 11, 1, 10]
[13, 1, 9, 6, 5]
[2, 4, 12, 14, 9]
[1, 3, 11, 9, 0]
[0, 5, 14, 8, 10]
[14, 2, 9, 10, 7]
[2, 14, 5, 3, 10]
[8, 6, 5, 11, 13]
[12, 0, 1, 5, 13]
[10, 0, 8, 6, 3]
[4, 11, 5, 12, 1]
[4, 13, 2, 14, 11]
[4, 5, 9, 8, 1]
[9, 3, 14, 13, 2]
[0, 13, 2, 5, 7]
[8, 9, 4, 2, 12]
[10, 4, 9, 8, 1]
[14, 5, 6, 8, 3]
[13, 2, 5, 3, 10]
[1, 6, 3, 9, 14]
