P1,P2,...,Pn
[4, 9, 3, 14, 1]
[13, 11, 5, 9, 2]
[8, 9, 1, 12, 3]
[3, 6, 10, 5, 9]
[7, 14, 4, 9, 11]
[14, 2, 9, 7, 4]
[4, 1, 8, 10, 7]
[5, 2, 3, 11, 4]
[5, 13, 0, 4, 11]
[12, 2, 13, 0, 8]
[2, 9, 14, 13, 11]
[2, 4, 1, 14, 12]
[12, 8, 14, 10, 6]
[12, 4, 0, 1, 9]
[12, 11, 5, 6, 4]
[12, 9, 2, 8, 6]
[5, 9, 3, 1, 14]
[10, 7, 11, 8, 4]
[5, 9, 0, 1, 12]
[8, 11, 9, 5, 4]
[5, 1, 10, 7, 4]
[8, 2, 6, 10, 13]
[11, 8, 6, 7, 4]
[2, 7, 6, 10, 12]
[11, 3, 9, 6, 2]
[12, 5, 1, 4, 8]
[0, 4, 5, 14, 13]
[10, 12, 7, 11, 2]
[6, 14, 10, 3, 5]
[5, 12, 10, 3, 6]
[1, 8, 3, 14, 6]
[14, 10, 9, 4, 5]
[12, 8, 3, 2, 5]
[7, 8, 11, 13, 6]
[2, 0, 12, 6, 8]
[13, 7, 8, 3, 1]
[12, 4, 0, 6, 8]
[5, 12, 9, 11, 6]
[10, 5, 2, 6, 13]
[2, 7, 1, 4, 0]
[3, 2, 14, 6, 0]
[11, 0, 1, 5, 6]
