P1,P2,...,Pn
[14, 12, 9, 11]
[11, 1, 13, 9]
[4, 8, 14, 11]
[2, 8, 4, 12]
[7, 1, 6, 11]
[3, 13, 1, 9]
[5, 7, 2, 6]
[9, 10, 4, 2]
[12, 4, 7, 3]
[13, 14, 8, 2]
[5, 2, 0, 3]
[12, 8, 11, 13]
[10, 3, 13, 8]
[13, 4, 12, 0]
[14, 5, 8, 0]
[5, 12, 9, 8]
[5, 7, 4, 6]
[3, 5, 7, 9]
[5, 12, 13, 0]
[7, 9, 1, 6]
[5, 10, 3, 4]
[7, 5, 4, 1]
[10, 1, 0, 11]
[7, 11, 2, 3]
[12, 13, 10, 2]
[14, 3, 2, 4]
[8, 6, 2, 1]
[9, 1, 6, 0]
[7, 3, 0, 14]
[8, 11, 0, 4]
[13, 11, 8, 3]
[1, 12, 14, 8]
[6, 3, 10, 12]
[6, 14, 0, 13]
[6, 5, 14, 1]
[3, 8, 5, 7]
[5, 0, 6, 10]
[10, 3, 12, 7]
[12, 14, 4, 6]
[2, 4, 5, 0]
[11, 1, 4, 12]
[12, 8, 1, 14]
[5, 10, 11, 14]
[5, 8, 11, 13]
[5, 13, 2, 4]
[13, 6, 11, 8]
[1, 11, 2, 9]
[6, 7, 11, 12]
[2, 0, 3, 10]
[13, 10, 5, 11]
[5, 3, 7, 1]
[9, 4, 12, 7]
[14, 11, 3, 9]
[14, 8, 3, 10]
[14, 5, 3, 8]
[14, 6, 7, 2]
[6, 14, 13, 7]
[11, 14, 8, 13]
[12, 6, 7, 5]
[10, 3, 8, 7]
[6, 8, 4, 7]
[4, 5, 3, 0]
[5, 12, 10, 9]
[0, 14, 2, 4]
[8, 14, 12, 7]
[7, 1, 5, 3]
[1, 14, 13, 11]
[12, 0, 7, 14]
[13, 0, 2, 8]
[6, 8, 0, 11]
[2, 12, 1, 13]
[0, 13, 8, 4]
[6, 7, 13, 3]
[2, 4, 1, 14]
[13, 1, 3, 5]
[1, 0, 2, 10]
[5, 14, 1, 13]
[11, 4, 9, 10]
[3, 4, 12, 9]
[7, 6, 5, 13]
[14, 5, 1, 3]
[14, 6, 0, 1]
[8, 9, 4, 7]
[14, 3, 8, 4]
[10, 14, 6, 3]
[5, 11, 7, 8]
[5, 9, 3, 11]
[0, 5, 13, 14]
[3, 7, 10, 9]
[2, 4, 1, 5]
[10, 7, 3, 11]
[4, 13, 2, 9]
[8, 10, 1, 0]
[9, 7, 3, 1]
[14, 7, 6, 8]
[3, 0, 4, 11]
[0, 5, 4, 1]
[4, 11, 8, 5]
[8, 0, 6, 13]
[5, 3, 0, 12]
[13, 9, 2, 6]
[3, 7, 4, 13]
[9, 0, 1, 3]
[1, 5, 14, 8]
[10, 6, 4, 8]
[10, 1, 13, 8]
[14, 11, 7, 3]
[14, 2, 6, 0]
[14, 5, 11, 4]
[12, 13, 0, 5]
[2, 6, 4, 8]
[13, 0, 2, 14]
[11, 4, 13, 0]
[7, 5, 2, 6]
[7, 1, 6, 9]
[8, 6, 10, 13]
[13, 5, 10, 2]
[12, 0, 9, 1]
[0, 14, 13, 4]
[0, 11, 6, 10]
[7, 1, 13, 3]
[2, 12, 4, 13]
[7, 12, 5, 9]
[0, 3, 2, 9]
[3, 1, 9, 6]
[3, 0, 8, 6]
[2, 5, 9, 12]
[14, 13, 3, 7]
[4, 9, 11, 7]
[10, 12, 8, 9]
[12, 9, 5, 0]
[9, 13, 6, 8]
[4, 9, 0, 2]
[9, 7, 8, 2]
[13, 4, 11, 10]
[1, 7, 5, 10]
[11, 13, 7, 14]
[4, 5, 0, 11]
[10, 1, 8, 7]
[9, 5, 1, 8]
[1, 7, 0, 5]
[4, 9, 10, 11]
[9, 13, 11, 0]
[0, 12, 8, 1]
[6, 0, 4, 3]
[13, 10, 5, 3]
