P1,P2,...,Pn
[3, 1, 10, 4, 2]
[5, 6, 12, 9, 0]
[6, 7, 2, 10, 14]
[0, 9, 12, 7, 14]
[2, 3, 8, 11, 14]
[9, 11, 14, 8, 1]
[11, 9, 6, 8, 13]
[11, 6, 3, 0, 5]
[5, 4, 12, 11, 9]
[2, 10, 4, 1, 14]
[12, 2, 7, 6, 13]
[14, 13, 8, 1, 10]
[5, 13, 6, 7, 1]
[12, 1, 14, 11, 3]
[6, 4, 13, 8, 3]
[0, 8, 12, 10, 1]
[13, 10, 12, 0, 5]
[5, 13, 4, 3, 7]
[3, 14, 1, 4, 5]
[4, 7, 13, 14, 3]
[13, 4, 8, 2, 11]
[12, 7, 2, 3, 4]
[14, 7, 4, 13, 12]
[6, 9, 11, 1, 10]
[14, 11, 2, 1, 5]
[2, 6, 1, 9, 0]
[13, 12, 4, 3, 6]
[2, 6, 4, 3, 0]
[4, 1, 10, 2, 5]
[11, 2, 12, 14, 7]
[14, 6, 9, 5, 8]
[0, 6, 3, 10, 5]
[13, 4, 0, 10, 6]
[12, 10, 5, 7, 0]
[2, 14, 13, 7, 12]
[13, 6, 2, 10, 1]
[5, 2, 14, 12, 9]
[9, 11, 12, 1, 0]
[8, 9, 2, 1, 3]
[10, 4, 7, 0, 12]
[13, 3, 12, 9, 10]
[4, 10, 12, 6, 14]
[3, 6, 0, 14, 13]
[9, 10, 8, 14, 12]
[0, 3, 4, 11, 14]
[5, 6, 4, 9, 0]
[3, 2, 5, 1, 13]
[8, 14, 0, 11, 9]
[2, 5, 7, 12, 11]
[14, 2, 4, 10, 13]
[2, 9, 0, 6, 4]
[13, 9, 0, 8, 12]
[11, 14, 1, 3, 4]
[13, 14, 11, 0, 8]
[3, 9, 11, 12, 14]
[12, 13, 2, 10, 7]
[11, 0, 12, 5, 3]
[3, 4, 0, 14, 9]
[9, 5, 2, 11, 7]
[0, 3, 10, 5, 2]
[11, 14, 2, 1, 12]
[9, 7, 11, 12, 1]
[5, 9, 14, 0, 11]
[2, 3, 12, 4, 14]
[12, 1, 13, 3, 14]
[1, 2, 14, 6, 12]
[10, 3, 5, 1, 13]
[9, 14, 11, 4, 7]
[9, 6, 1, 11, 14]
[6, 0, 4, 10, 14]
[0, 4, 10, 3, 12]
[1, 9, 14, 11, 8]
[13, 2, 12, 0, 5]
[10, 4, 12, 0, 2]
[12, 13, 10, 3, 6]
[10, 12, 7, 11, 9]
[1, 11, 10, 6, 12]
[4, 6, 8, 11, 7]
[1, 7, 11, 9, 6]
[8, 14, 0, 1, 3]
[6, 2, 9, 14, 3]
[13, 11, 7, 12, 10]
[11, 7, 3, 9, 1]
[5, 14, 8, 12, 3]
[6, 4, 7, 2, 10]
[8, 5, 12, 2, 3]
[10, 2, 1, 14, 7]
[7, 1, 2, 9, 11]
[6, 10, 13, 12, 0]
[9, 11, 8, 13, 2]
[0, 2, 9, 7, 6]
[5, 11, 9, 2, 8]
[5, 3, 10, 9, 0]
[2, 8, 6, 11, 9]
[0, 3, 11, 2, 14]
[9, 7, 1, 12, 14]
[6, 0, 1, 7, 5]
[10, 8, 4, 5, 6]
[12, 11, 9, 3, 13]
[5, 13, 10, 9, 14]
[0, 13, 4, 5, 8]
[8, 7, 11, 13, 3]
[5, 13, 0, 1, 2]
[6, 5, 0, 8, 14]
[14, 1, 3, 12, 2]
[0, 11, 9, 2, 4]
[5, 12, 8, 14, 10]
[13, 6, 0, 11, 2]
[1, 6, 13, 14, 4]
[9, 7, 4, 0, 11]
[0, 7, 3, 10, 11]
[9, 7, 4, 2, 10]
[0, 6, 3, 9, 2]
[13, 0, 8, 11, 6]
[13, 11, 12, 0, 3]
[4, 14, 1, 7, 6]
[3, 11, 10, 6, 0]
[3, 12, 13, 4, 11]
[9, 14, 4, 13, 7]
[11, 9, 8, 2, 12]
[12, 14, 2, 11, 5]
[6, 5, 9, 1, 10]
[6, 2, 12, 0, 3]
[0, 2, 14, 3, 11]
[3, 11, 0, 14, 8]
[0, 14, 4, 9, 7]
[7, 8, 11, 0, 9]
[5, 2, 10, 9, 14]
[3, 14, 7, 11, 1]
[6, 5, 12, 10, 11]
[13, 10, 7, 6, 2]
[5, 3, 8, 0, 7]
[8, 12, 13, 14, 2]
[10, 0, 8, 7, 1]
[11, 9, 10, 13, 0]
[7, 2, 11, 4, 14]
[3, 13, 0, 12, 14]
[9, 1, 13, 2, 3]
[11, 12, 9, 4, 7]
[2, 3, 5, 4, 7]
[3, 5, 0, 10, 9]
