P1,P2,...,Pn
[3, 14, 4, 7, 0]
[2, 13, 1, 0, 11]
[6, 11, 3, 7, 14]
[7, 10, 14, 3, 6]
[13, 7, 8, 6, 11]
[9, 7, 11, 12, 6]
[5, 11, 8, 4, 7]
[6, 3, 14, 13, 7]
[14, 6, 11, 4, 3]
[13, 0, 10, 7, 8]
[0, 10, 13, 7, 14]
[5, 2, 7, 8, 10]
[11, 6, 9, 10, 7]
[12, 10, 4, 9, 6]
[3, 11, 2, 13, 4]
[11, 8, 0, 4, 6]
[12, 14, 7, 0, 10]
[10, 8, 9, 0, 7]
[6, 5, 2, 1, 3]
[1, 10, 9, 8, 7]
[13, 9, 10, 6, 14]
[1, 7, 11, 4, 3]
[7, 6, 2, 0, 12]
[5, 1, 8, 3, 14]
[11, 13, 0, 8, 2]
[0, 14, 3, 12, 11]
[2, 13, 0, 1, 9]
[9, 10, 5, 6, 7]
[12, 9, 7, 13, 3]
[5, 8, 10, 4, 3]
[14, 2, 0, 1, 10]
[5, 0, 11, 2, 8]
[12, 3, 0, 14, 6]
[8, 1, 7, 3, 0]
[12, 6, 14, 0, 1]
[6, 0, 9, 5, 13]
[3, 2, 8, 12, 10]
[13, 10, 0, 8, 7]
[14, 10, 6, 3, 5]
[7, 3, 6, 5, 4]
[5, 10, 7, 3, 11]
[10, 1, 6, 2, 5]
[1, 8, 9, 12, 14]
[4, 9, 3, 7, 14]
[3, 11, 1, 5, 0]
[8, 2, 4, 1, 13]
[7, 6, 5, 9, 1]
[5, 11, 8, 2, 7]
[4, 1, 6, 7, 9]
[4, 1, 12, 14, 6]
[7, 8, 0, 5, 14]
[14, 4, 0, 13, 1]
[1, 14, 8, 11, 4]
[6, 0, 8, 5, 3]
[11, 12, 1, 14, 4]
[14, 12, 5, 2, 1]
[13, 10, 6, 0, 5]
[13, 14, 9, 10, 8]
[10, 6, 5, 1, 8]
[7, 2, 1, 5, 0]
[2, 9, 13, 8, 1]
[3, 6, 0, 14, 2]
[7, 6, 12, 5, 8]
[9, 12, 11, 8, 14]
[12, 5, 7, 10, 14]
[4, 7, 0, 9, 5]
[12, 3, 1, 4, 10]
[8, 14, 5, 3, 10]
[12, 2, 0, 6, 5]
[4, 6, 1, 13, 14]
[13, 2, 0, 1, 8]
[12, 9, 8, 4, 11]
[10, 13, 0, 3, 5]
[14, 7, 4, 9, 6]
[11, 13, 0, 5, 3]
[4, 14, 11, 8, 6]
[10, 12, 4, 3, 2]
[9, 2, 12, 14, 8]
[0, 13, 2, 14, 4]
[3, 11, 0, 8, 2]
[8, 1, 9, 0, 3]
[12, 8, 11, 14, 9]
[5, 0, 14, 7, 3]
[12, 5, 6, 2, 8]
[7, 1, 9, 4, 3]
[2, 11, 12, 6, 1]
[13, 2, 4, 10, 5]
[0, 11, 10, 13, 8]
[14, 12, 5, 9, 10]
[0, 11, 5, 2, 3]
[8, 12, 11, 10, 13]
[14, 12, 3, 2, 11]
[8, 2, 6, 10, 12]
[8, 10, 2, 11, 14]
[4, 10, 0, 2, 12]
[3, 0, 7, 13, 2]
[2, 10, 1, 11, 13]
[4, 2, 5, 12, 8]
[14, 12, 7, 13, 6]
[11, 2, 7, 8, 0]
[9, 5, 1, 13, 11]
[4, 7, 12, 3, 9]
[11, 12, 9, 14, 0]
[12, 1, 3, 2, 8]
[7, 2, 4, 8, 12]
[3, 14, 13, 0, 5]
[14, 8, 3, 7, 1]
[1, 9, 8, 12, 3]
[3, 6, 13, 9, 11]
[7, 3, 4, 6, 5]
[1, 9, 13, 4, 11]
[12, 9, 4, 11, 2]
[2, 7, 14, 3, 0]
[7, 4, 9, 12, 8]
[3, 9, 4, 6, 14]
[0, 4, 1, 6, 5]
[12, 6, 13, 2, 5]
[1, 10, 8, 11, 12]
[2, 14, 0, 8, 4]
[14, 0, 8, 11, 4]
[3, 1, 4, 0, 10]
[14, 9, 8, 4, 5]
[2, 14, 13, 10, 0]
[9, 7, 5, 8, 11]
[3, 11, 8, 13, 4]
[6, 2, 11, 5, 0]
[3, 7, 5, 12, 14]
[4, 11, 9, 12, 10]
[5, 2, 13, 4, 7]
[7, 3, 14, 10, 5]
[9, 1, 12, 4, 6]
[1, 7, 12, 13, 2]
[0, 10, 14, 11, 8]
[7, 4, 11, 13, 6]
[8, 14, 12, 7, 2]
[5, 14, 10, 8, 2]
[5, 9, 0, 3, 2]
[6, 0, 13, 9, 12]
[3, 11, 14, 2, 7]
[4, 11, 3, 13, 10]
[2, 6, 5, 7, 11]
[5, 4, 1, 10, 6]
[0, 1, 5, 3, 4]
[2, 12, 1, 11, 4]
[4, 8, 5, 14, 2]
[7, 5, 1, 3, 12]
[4, 1, 8, 11, 6]
