P1,P2,...,Pn
[3, 9, 10, 0, 12]
[8, 12, 10, 9, 6]
[3, 8, 14, 1, 13]
[7, 5, 12, 3, 1]
[2, 13, 12, 3, 7]
[12, 9, 3, 7, 6]
[9, 8, 3, 11, 5]
[2, 14, 11, 4, 7]
[1, 7, 8, 6, 13]
[12, 8, 2, 1, 6]
[9, 7, 10, 13, 5]
[1, 13, 4, 5, 2]
[0, 2, 5, 12, 6]
[7, 14, 2, 10, 5]
[13, 6, 10, 4, 11]
[9, 5, 13, 6, 7]
[2, 10, 0, 11, 6]
[9, 4, 5, 0, 10]
[5, 11, 13, 7, 10]
[12, 0, 9, 4, 5]
[8, 13, 10, 9, 0]
[2, 4, 14, 7, 8]
[1, 14, 7, 10, 9]
[9, 3, 6, 10, 2]
[14, 9, 8, 3, 7]
[9, 7, 5, 0, 13]
[1, 14, 8, 12, 13]
[6, 14, 8, 10, 12]
[3, 7, 4, 12, 8]
[13, 0, 7, 9, 8]
[14, 1, 6, 12, 8]
[9, 5, 11, 4, 3]
[3, 10, 4, 7, 12]
[2, 0, 1, 14, 3]
[5, 13, 10, 14, 8]
[8, 7, 3, 9, 4]
[13, 8, 14, 11, 0]
[3, 1, 8, 6, 9]
[2, 8, 5, 12, 13]
[1, 0, 5, 14, 6]
[14, 6, 12, 8, 0]
[9, 11, 12, 7, 3]
[0, 12, 9, 14, 10]
[0, 4, 6, 11, 12]
[12, 9, 3, 1, 10]
[14, 12, 1, 4, 11]
[11, 13, 1, 7, 9]
[13, 12, 8, 10, 6]
[2, 10, 11, 13, 4]
[9, 10, 14, 8, 7]
[3, 10, 0, 5, 12]
[4, 0, 8, 14, 3]
[7, 4, 10, 0, 6]
[9, 12, 5, 2, 1]
[0, 6, 10, 8, 7]
[4, 0, 12, 8, 9]
[9, 14, 2, 8, 12]
[8, 10, 14, 0, 6]
[8, 10, 9, 2, 14]
[2, 13, 1, 11, 7]
[13, 12, 6, 8, 10]
[7, 0, 2, 5, 13]
[3, 0, 7, 14, 8]
[5, 8, 4, 9, 2]
[1, 12, 3, 6, 14]
[8, 5, 4, 9, 7]
[1, 14, 11, 6, 2]
[1, 4, 5, 9, 0]
[9, 1, 4, 5, 13]
[10, 8, 3, 2, 11]
[9, 1, 8, 14, 7]
[14, 2, 1, 12, 6]
[14, 7, 13, 4, 11]
[6, 7, 8, 14, 2]
[14, 0, 2, 10, 8]
[3, 0, 4, 9, 2]
[0, 3, 7, 13, 10]
[3, 9, 7, 5, 6]
[0, 8, 1, 12, 14]
[0, 11, 9, 12, 5]
[1, 4, 5, 13, 7]
[11, 13, 12, 9, 4]
[0, 11, 4, 12, 10]
[0, 4, 7, 5, 14]
[10, 12, 1, 4, 0]
[0, 6, 8, 14, 4]
[4, 13, 3, 6, 2]
[11, 6, 9, 1, 10]
[14, 7, 13, 10, 11]
[1, 5, 3, 0, 4]
[1, 4, 0, 7, 8]
[13, 9, 6, 0, 14]
[10, 11, 4, 1, 0]
[13, 6, 7, 12, 4]
[0, 2, 5, 12, 3]
[12, 0, 11, 9, 7]
[4, 14, 2, 0, 6]
[1, 4, 13, 12, 8]
[9, 10, 6, 1, 13]
[3, 5, 8, 14, 12]
[2, 14, 8, 13, 12]
[14, 3, 0, 10, 13]
[5, 7, 3, 6, 14]
[3, 1, 4, 8, 2]
[2, 9, 8, 6, 4]
[1, 2, 4, 10, 5]
[9, 8, 1, 12, 6]
[10, 4, 2, 6, 0]
[7, 12, 6, 1, 5]
[11, 5, 13, 7, 9]
[1, 2, 14, 8, 6]
[8, 9, 1, 6, 14]
[2, 12, 11, 9, 13]
[11, 8, 4, 13, 2]
[11, 6, 10, 4, 12]
[4, 3, 2, 12, 14]
[13, 3, 5, 1, 9]
[4, 8, 14, 5, 10]
[1, 8, 9, 14, 4]
[4, 2, 0, 10, 6]
[0, 8, 7, 5, 14]
[11, 6, 10, 5, 8]
[1, 7, 4, 3, 12]
[7, 0, 12, 13, 2]
[0, 10, 8, 6, 9]
[3, 2, 6, 12, 13]
[8, 13, 11, 14, 2]
[8, 10, 14, 6, 1]
[8, 10, 13, 6, 2]
[8, 11, 12, 6, 10]
[11, 13, 5, 14, 9]
[10, 13, 12, 6, 14]
[12, 11, 1, 0, 14]
[2, 9, 6, 3, 4]
[2, 7, 5, 0, 13]
[6, 14, 12, 10, 1]
[8, 4, 11, 0, 5]
[3, 2, 6, 10, 4]
[5, 0, 9, 1, 11]
[11, 14, 0, 3, 12]
[4, 0, 14, 6, 9]
[12, 2, 10, 1, 4]
[9, 10, 4, 0, 5]
[1, 5, 11, 12, 0]
[8, 5, 1, 0, 6]
[9, 7, 14, 4, 12]
[0, 11, 4, 1, 13]
[0, 6, 12, 8, 14]
[4, 11, 14, 3, 0]
[3, 0, 9, 10, 14]
[14, 8, 1, 2, 9]
[4, 10, 3, 8, 6]
[3, 8, 14, 11, 10]
[12, 6, 5, 14, 10]
[9, 12, 5, 7, 0]
[1, 3, 10, 11, 0]
[5, 14, 3, 0, 13]
[12, 6, 5, 7, 1]
[3, 5, 10, 0, 7]
[3, 13, 2, 9, 6]
[7, 8, 3, 2, 1]
