P1,P2,...,Pn
[13, 3, 12, 5]
[11, 9, 13, 10]
[7, 6, 0, 10]
[7, 0, 11, 3]
[13, 8, 4, 6]
[6, 7, 5, 1]
[6, 0, 4, 13]
[9, 7, 13, 0]
[6, 9, 1, 5]
[6, 8, 4, 9]
[2, 14, 4, 12]
[11, 1, 6, 0]
[4, 1, 6, 9]
[14, 3, 6, 13]
[13, 6, 8, 11]
[1, 4, 12, 10]
[10, 2, 5, 12]
[7, 2, 10, 1]
[8, 0, 9, 1]
[11, 14, 13, 5]
[10, 5, 3, 12]
[5, 2, 12, 6]
[13, 2, 14, 6]
[8, 12, 5, 4]
[2, 7, 9, 8]
[11, 5, 4, 14]
[13, 8, 0, 5]
[1, 8, 2, 6]
[12, 2, 8, 3]
[10, 11, 9, 12]
[7, 4, 13, 8]
[2, 0, 14, 6]
[13, 9, 11, 4]
[4, 3, 13, 11]
[14, 4, 3, 5]
[6, 2, 11, 5]
[6, 10, 13, 0]
[10, 3, 12, 4]
[10, 3, 8, 13]
[5, 1, 8, 0]
[14, 0, 11, 9]
[8, 10, 14, 1]
[13, 2, 8, 11]
[0, 8, 3, 4]
[6, 12, 4, 5]
[4, 12, 0, 2]
[0, 5, 14, 3]
[5, 10, 12, 13]
[13, 8, 11, 3]
[14, 9, 11, 1]
[13, 5, 7, 12]
[5, 9, 3, 7]
[7, 6, 2, 12]
[9, 11, 14, 5]
[2, 12, 10, 0]
[6, 0, 13, 9]
[0, 6, 10, 7]
[8, 2, 14, 7]
[14, 7, 11, 9]
[0, 11, 10, 9]
[3, 9, 4, 1]
[11, 0, 9, 14]
[7, 10, 12, 0]
[6, 9, 1, 4]
[10, 13, 6, 1]
[11, 6, 14, 0]
[7, 9, 0, 1]
[14, 7, 1, 6]
[2, 3, 5, 9]
[6, 12, 13, 3]
[14, 5, 4, 1]
[13, 10, 4, 6]
[3, 7, 9, 4]
[6, 2, 11, 0]
[5, 7, 1, 14]
[14, 13, 11, 8]
[1, 4, 6, 0]
[2, 12, 6, 13]
[8, 14, 5, 0]
[8, 12, 5, 4]
[14, 7, 0, 10]
[11, 8, 12, 7]
[6, 13, 7, 10]
[9, 11, 3, 12]
[13, 1, 7, 6]
[8, 12, 4, 9]
[5, 0, 4, 6]
[0, 3, 12, 11]
[3, 1, 0, 12]
[5, 12, 8, 7]
[1, 12, 7, 4]
[9, 2, 13, 1]
[14, 7, 9, 8]
[9, 3, 1, 5]
[11, 9, 13, 14]
[11, 7, 3, 0]
[11, 14, 1, 8]
[1, 6, 8, 9]
[2, 12, 1, 9]
[10, 6, 12, 9]
[6, 7, 2, 5]
[8, 5, 1, 3]
[9, 5, 8, 7]
[5, 12, 7, 13]
[7, 1, 13, 2]
[7, 6, 10, 9]
[10, 14, 3, 9]
[12, 13, 14, 8]
[14, 5, 7, 13]
[13, 10, 6, 3]
[8, 12, 14, 0]
