P1,P2,...,Pn
[11, 12, 2, 5]
[13, 12, 10, 7]
[13, 8, 4, 7]
[14, 9, 7, 3]
[14, 6, 11, 12]
[2, 6, 0, 8]
[0, 12, 4, 7]
[13, 8, 0, 5]
[0, 2, 1, 5]
[9, 1, 10, 6]
[10, 8, 2, 6]
[0, 3, 10, 8]
[0, 6, 14, 7]
[14, 11, 8, 4]
[7, 2, 4, 10]
[7, 6, 4, 11]
[12, 1, 8, 13]
[10, 1, 14, 7]
[9, 10, 3, 4]
[13, 8, 0, 1]
[4, 2, 13, 10]
[10, 0, 2, 12]
[10, 14, 12, 0]
[3, 6, 9, 13]
[0, 6, 14, 10]
[7, 11, 1, 2]
[4, 13, 2, 10]
[5, 10, 6, 7]
[9, 2, 6, 8]
[13, 5, 7, 14]
[0, 5, 10, 7]
[12, 4, 7, 11]
[6, 8, 2, 0]
[0, 12, 8, 1]
[0, 10, 3, 2]
[7, 10, 1, 0]
[6, 2, 9, 12]
[9, 7, 6, 2]
[1, 2, 9, 3]
[3, 12, 14, 6]
[6, 12, 14, 10]
[3, 6, 1, 9]
[5, 7, 9, 2]
[6, 2, 13, 11]
[6, 12, 0, 8]
[6, 3, 1, 14]
[0, 9, 14, 13]
[11, 4, 9, 3]
[0, 7, 4, 5]
[11, 14, 13, 7]
[0, 7, 2, 13]
[7, 5, 13, 11]
[10, 7, 9, 12]
[3, 6, 9, 5]
[7, 11, 1, 10]
[6, 2, 7, 14]
[8, 1, 11, 9]
[1, 5, 7, 8]
[10, 12, 6, 8]
[11, 4, 0, 13]
[5, 1, 14, 0]
[14, 2, 13, 11]
[4, 5, 14, 8]
[3, 6, 4, 8]
[11, 0, 13, 2]
[11, 0, 13, 14]
[5, 7, 9, 3]
[13, 10, 14, 3]
[5, 9, 13, 2]
[11, 8, 10, 1]
[12, 4, 14, 2]
[10, 11, 0, 14]
[4, 12, 13, 10]
[8, 11, 6, 9]
[2, 9, 4, 3]
[14, 3, 11, 10]
[0, 1, 10, 9]
[1, 2, 9, 13]
[13, 8, 10, 4]
[14, 12, 9, 13]
[12, 5, 14, 9]
[5, 14, 11, 0]
[9, 12, 3, 6]
[4, 12, 1, 7]
[3, 13, 10, 8]
[11, 8, 14, 3]
[14, 4, 10, 7]
[6, 7, 12, 13]
[3, 11, 7, 5]
[7, 12, 10, 14]
[13, 1, 8, 3]
[11, 4, 14, 6]
[4, 11, 3, 5]
[8, 1, 11, 3]
[1, 6, 14, 0]
[10, 3, 1, 7]
[0, 11, 4, 13]
[11, 7, 0, 13]
[9, 7, 1, 8]
[11, 12, 3, 10]
[1, 3, 9, 10]
[4, 0, 12, 11]
[7, 14, 1, 12]
[13, 4, 1, 9]
[2, 5, 8, 0]
[6, 3, 10, 12]
[4, 1, 13, 10]
[0, 9, 12, 5]
[5, 9, 6, 11]
[12, 14, 1, 2]
[8, 5, 0, 4]
[13, 4, 9, 3]
[10, 8, 11, 1]
[13, 14, 1, 3]
[1, 8, 7, 11]
[0, 12, 11, 5]
[0, 7, 14, 8]
[11, 7, 0, 10]
[11, 12, 14, 9]
[13, 14, 7, 10]
[1, 0, 13, 11]
[2, 12, 0, 3]
[11, 3, 14, 13]
[10, 3, 12, 13]
[4, 7, 12, 8]
[8, 6, 7, 14]
[14, 11, 6, 4]
[6, 12, 3, 14]
[9, 10, 7, 12]
[5, 12, 9, 0]
[2, 12, 5, 0]
[8, 9, 0, 5]
[7, 3, 2, 6]
[4, 5, 0, 9]
[9, 3, 14, 1]
[10, 8, 7, 0]
[14, 6, 8, 1]
[13, 6, 11, 7]
[9, 1, 4, 8]
[1, 7, 5, 12]
[14, 3, 0, 12]
[0, 4, 1, 12]
[5, 0, 2, 11]
[4, 13, 14, 10]
[8, 1, 4, 2]
[7, 14, 1, 6]
[12, 7, 0, 10]
[1, 8, 0, 12]
[9, 2, 12, 5]
[7, 3, 9, 11]
[13, 8, 10, 12]
[1, 9, 7, 6]
[2, 3, 8, 10]
[10, 11, 5, 9]
[12, 8, 13, 7]
[0, 11, 14, 13]
[9, 14, 2, 12]
[0, 7, 2, 3]
[14, 0, 8, 5]
[13, 2, 14, 4]
[0, 3, 13, 12]
[8, 2, 6, 11]
[2, 6, 13, 8]
[11, 1, 8, 4]
[1, 9, 2, 8]
[7, 5, 8, 9]
[7, 5, 12, 4]
[14, 12, 0, 1]
[14, 13, 3, 4]
[9, 11, 10, 1]
[3, 4, 10, 14]
[9, 5, 7, 4]
[10, 9, 4, 0]
[4, 6, 2, 1]
[11, 7, 8, 2]
[3, 1, 8, 7]
[7, 8, 11, 2]
[7, 8, 14, 13]
[2, 9, 12, 11]
[4, 3, 11, 14]
[7, 13, 14, 8]
[0, 7, 1, 4]
[9, 14, 12, 3]
[8, 3, 13, 5]
[13, 4, 0, 6]
[9, 0, 3, 7]
[6, 12, 3, 1]
[3, 14, 12, 8]
[9, 2, 11, 8]
[6, 14, 10, 9]
[12, 1, 4, 8]
[1, 8, 13, 0]
[6, 0, 3, 10]
[8, 0, 4, 7]
[5, 13, 7, 14]
[11, 14, 8, 7]
[9, 4, 11, 14]
[3, 4, 8, 9]
[2, 11, 14, 0]
[13, 6, 10, 14]
[2, 4, 11, 5]
[3, 4, 6, 7]
[12, 6, 1, 3]
[7, 6, 3, 8]
[5, 7, 2, 10]
[12, 14, 9, 13]
[0, 14, 9, 5]
[3, 14, 1, 0]
[1, 2, 11, 10]
[13, 3, 12, 4]
[12, 7, 5, 2]
[9, 3, 13, 0]
[4, 0, 3, 10]
[10, 9, 0, 7]
[8, 9, 4, 11]
[0, 4, 9, 5]
[0, 3, 10, 12]
[10, 1, 14, 6]
[2, 5, 8, 11]
[14, 7, 4, 12]
[13, 1, 4, 5]
[0, 8, 14, 4]
[0, 9, 10, 5]
[2, 5, 10, 4]
[12, 8, 13, 5]
[12, 10, 14, 1]
[2, 3, 7, 4]
[11, 6, 4, 2]
[13, 4, 9, 5]
[9, 4, 8, 5]
[5, 4, 9, 13]
[12, 9, 1, 7]
[6, 5, 14, 9]
[11, 4, 5, 3]
[1, 13, 5, 8]
[11, 2, 9, 8]
[5, 7, 10, 8]
[9, 13, 0, 10]
[6, 7, 10, 11]
[8, 3, 5, 0]
[3, 8, 0, 9]
[13, 2, 14, 0]
[8, 5, 12, 3]
[14, 2, 9, 3]
[0, 3, 10, 4]
[1, 7, 14, 5]
[10, 12, 13, 5]
