P1,P2,...,Pn
[3, 5, 14, 10, 7]
[7, 11, 9, 3, 4]
[13, 10, 8, 14, 2]
[1, 2, 0, 3, 9]
[1, 0, 2, 7, 5]
[5, 14, 4, 7, 13]
[14, 1, 10, 12, 4]
[14, 9, 8, 4, 0]
[0, 9, 7, 4, 3]
[7, 11, 3, 2, 0]
[4, 0, 14, 1, 13]
[2, 3, 9, 6, 13]
[11, 1, 3, 9, 8]
[5, 4, 1, 10, 9]
[9, 8, 13, 1, 14]
[12, 6, 0, 3, 8]
[6, 1, 5, 14, 2]
[9, 1, 3, 10, 13]
[3, 11, 14, 12, 9]
[10, 8, 6, 2, 5]
[6, 1, 3, 2, 7]
[14, 13, 1, 12, 10]
[10, 14, 5, 4, 12]
[5, 14, 1, 6, 10]
[2, 13, 5, 6, 8]
[1, 5, 2, 6, 14]
[7, 10, 5, 13, 11]
[5, 6, 4, 12, 8]
[13, 11, 1, 7, 5]
[4, 5, 3, 14, 2]
[2, 6, 7, 0, 5]
[8, 4, 2, 7, 12]
[2, 0, 8, 14, 11]
[7, 2, 5, 9, 3]
[13, 1, 7, 10, 4]
[13, 14, 7, 8, 1]
[12, 13, 3, 11, 6]
[8, 4, 1, 2, 11]
[13, 12, 1, 6, 8]
[5, 14, 13, 6, 9]
[7, 14, 12, 4, 5]
[4, 0, 1, 13, 12]
[6, 7, 5, 4, 1]
[12, 13, 6, 7, 9]
[4, 7, 8, 10, 12]
[10, 12, 9, 14, 6]
[8, 9, 3, 0, 2]
[8, 9, 12, 5, 3]
[4, 6, 11, 8, 5]
[4, 9, 7, 12, 1]
[2, 9, 11, 6, 0]
[9, 4, 6, 3, 14]
[13, 12, 8, 6, 14]
[8, 6, 13, 5, 4]
[2, 10, 14, 13, 4]
[3, 5, 0, 1, 10]
[5, 4, 6, 12, 1]
[3, 0, 7, 11, 6]
[11, 4, 12, 14, 0]
[5, 1, 11, 2, 3]
