P1,P2,...,Pn
[5, 12, 8, 6]
[9, 11, 10, 8]
[13, 0, 4, 2]
[6, 11, 4, 2]
[0, 4, 11, 10]
[0, 6, 8, 4]
[7, 5, 10, 8]
[9, 14, 7, 6]
[7, 6, 4, 13]
[12, 8, 9, 6]
[14, 1, 0, 12]
[7, 8, 4, 11]
[13, 14, 6, 12]
[2, 9, 5, 4]
[10, 2, 12, 3]
[12, 9, 8, 2]
[2, 9, 5, 13]
[10, 0, 11, 3]
[9, 5, 12, 4]
[2, 6, 0, 14]
[4, 12, 13, 0]
[3, 2, 11, 4]
[4, 11, 14, 7]
[11, 4, 9, 10]
[2, 7, 0, 8]
[1, 9, 13, 7]
[2, 8, 1, 5]
[2, 4, 6, 0]
[6, 8, 13, 7]
[4, 3, 5, 9]
[10, 5, 11, 8]
[12, 7, 13, 9]
[14, 0, 12, 1]
[14, 7, 11, 9]
[1, 14, 12, 3]
[4, 9, 1, 6]
[12, 0, 2, 14]
[9, 1, 8, 5]
[9, 10, 14, 4]
[9, 11, 2, 14]
[8, 3, 2, 9]
[6, 10, 8, 1]
[13, 12, 2, 10]
[9, 8, 0, 11]
[2, 9, 5, 10]
[12, 10, 13, 8]
[7, 6, 10, 14]
[2, 12, 8, 0]
[8, 3, 10, 9]
[10, 13, 7, 4]
[7, 4, 6, 9]
[1, 7, 5, 10]
[3, 6, 8, 13]
[5, 1, 10, 2]
[9, 14, 0, 12]
[11, 5, 9, 4]
[10, 0, 13, 11]
[7, 12, 2, 0]
[6, 7, 10, 14]
[14, 1, 13, 9]
[9, 11, 7, 6]
[2, 14, 6, 0]
[12, 4, 8, 0]
[0, 2, 12, 8]
[14, 3, 4, 11]
[0, 4, 6, 5]
[3, 11, 2, 1]
[14, 3, 10, 13]
[5, 2, 1, 3]
[11, 13, 8, 14]
[8, 5, 3, 7]
[8, 3, 5, 10]
[4, 2, 6, 14]
[11, 13, 0, 14]
[9, 7, 2, 1]
[1, 12, 10, 11]
[9, 3, 5, 14]
[4, 8, 0, 12]
[6, 7, 14, 5]
[10, 5, 3, 2]
[0, 3, 6, 14]
[2, 4, 0, 11]
[13, 7, 9, 5]
[4, 6, 14, 5]
[13, 5, 7, 8]
[13, 14, 6, 12]
[1, 0, 6, 13]
[9, 6, 0, 12]
[4, 6, 10, 5]
[9, 11, 12, 5]
[7, 14, 10, 12]
[8, 3, 10, 7]
[2, 11, 9, 6]
[4, 5, 0, 2]
[9, 6, 4, 0]
[7, 5, 4, 11]
[4, 7, 8, 2]
[8, 1, 13, 5]
[8, 7, 12, 10]
[7, 13, 14, 6]
[13, 12, 10, 2]
[9, 3, 4, 1]
[1, 7, 8, 2]
[9, 12, 13, 11]
[9, 0, 3, 2]
[11, 5, 7, 6]
[13, 10, 3, 11]
[6, 12, 7, 10]
[6, 5, 12, 10]
[2, 12, 8, 10]
[13, 3, 0, 11]
[7, 3, 14, 10]
[5, 1, 14, 4]
[9, 2, 6, 4]
[0, 9, 11, 1]
[10, 0, 3, 1]
[5, 14, 9, 4]
[0, 10, 8, 5]
[3, 13, 2, 14]
[7, 2, 11, 5]
[8, 14, 13, 7]
[10, 8, 2, 7]
[12, 0, 3, 1]
[13, 3, 6, 11]
[4, 5, 10, 8]
[6, 12, 1, 4]
[6, 8, 11, 2]
[1, 8, 2, 10]
[5, 4, 10, 1]
[4, 10, 12, 8]
[9, 0, 3, 7]
[2, 9, 11, 12]
[7, 8, 4, 3]
[0, 9, 2, 10]
[13, 7, 1, 6]
[6, 12, 10, 11]
[5, 7, 3, 4]
[5, 8, 9, 4]
[3, 10, 14, 1]
[14, 13, 9, 11]
[14, 0, 10, 2]
[13, 11, 1, 9]
[1, 13, 6, 8]
[4, 13, 2, 12]
[14, 8, 3, 12]
[0, 4, 3, 14]
[12, 1, 6, 14]
[6, 14, 2, 11]
[5, 2, 10, 4]
[11, 9, 7, 13]
[5, 0, 6, 4]
[6, 12, 11, 10]
[1, 9, 10, 4]
[10, 7, 3, 0]
[11, 4, 14, 9]
[3, 11, 8, 4]
[8, 3, 10, 5]
[7, 12, 5, 2]
[10, 13, 7, 2]
[14, 9, 3, 11]
[14, 2, 6, 12]
[11, 0, 3, 9]
[1, 13, 2, 14]
[11, 12, 14, 3]
[13, 7, 5, 1]
[10, 4, 2, 1]
[14, 12, 8, 7]
[10, 6, 11, 9]
[2, 9, 6, 5]
[8, 5, 7, 0]
[8, 7, 0, 11]
[13, 4, 3, 0]
[12, 4, 8, 6]
[8, 5, 0, 1]
[1, 4, 8, 11]
[2, 7, 14, 10]
[8, 14, 1, 5]
[13, 11, 2, 8]
[8, 10, 1, 13]
[0, 4, 1, 11]
[1, 2, 12, 10]
[4, 3, 10, 14]
[9, 10, 7, 13]
[12, 1, 2, 9]
[14, 2, 3, 0]
[8, 6, 0, 9]
[7, 3, 8, 12]
[5, 10, 2, 8]
[7, 0, 3, 14]
[2, 0, 4, 10]
[3, 12, 13, 14]
[4, 8, 11, 9]
[11, 14, 7, 6]
[13, 7, 0, 10]
[2, 4, 7, 14]
[7, 12, 11, 5]
[12, 11, 1, 6]
[7, 13, 8, 1]
[2, 0, 7, 1]
[0, 5, 13, 10]
[5, 1, 10, 14]
[1, 13, 3, 2]
[5, 8, 13, 6]
[2, 8, 0, 9]
[13, 1, 6, 9]
[7, 12, 6, 1]
[4, 8, 7, 5]
[11, 5, 12, 13]
[11, 12, 6, 9]
[1, 2, 11, 8]
[8, 5, 12, 9]
[8, 1, 14, 2]
