P1,P2,...,Pn
[12, 1, 5, 13]
[8, 0, 1, 11]
[10, 13, 7, 11]
[12, 5, 11, 7]
[10, 1, 12, 0]
[8, 3, 4, 1]
[0, 4, 10, 1]
[11, 14, 6, 10]
[11, 7, 6, 12]
[1, 5, 4, 7]
[6, 3, 13, 14]
[2, 7, 9, 0]
[11, 6, 0, 5]
[10, 0, 6, 12]
[9, 0, 13, 1]
[8, 2, 4, 9]
[14, 7, 2, 1]
[1, 5, 6, 4]
[7, 1, 6, 12]
[14, 0, 6, 1]
[2, 0, 11, 1]
[11, 1, 7, 3]
[13, 4, 9, 1]
[5, 6, 1, 11]
[2, 3, 10, 1]
[8, 14, 7, 5]
[3, 6, 1, 9]
[0, 12, 13, 6]
[5, 6, 12, 2]
[11, 10, 9, 13]
[1, 13, 4, 9]
[7, 5, 13, 6]
[8, 2, 13, 14]
[3, 1, 8, 2]
[8, 9, 2, 7]
[10, 6, 7, 4]
[0, 13, 10, 8]
[11, 8, 2, 12]
[11, 14, 0, 1]
[7, 0, 5, 4]
[6, 11, 10, 12]
[0, 11, 9, 5]
[9, 2, 10, 8]
[12, 9, 1, 14]
[14, 8, 3, 1]
[3, 13, 1, 14]
[13, 14, 6, 8]
[1, 7, 6, 2]
[9, 3, 1, 7]
[4, 11, 12, 14]
[12, 5, 14, 0]
[10, 14, 13, 0]
[3, 12, 2, 14]
[2, 6, 11, 3]
[13, 0, 9, 8]
[11, 8, 6, 14]
[2, 8, 3, 11]
[2, 8, 11, 12]
[10, 1, 5, 8]
[12, 7, 0, 6]
[5, 4, 1, 13]
[13, 5, 8, 6]
[2, 10, 3, 13]
[14, 2, 10, 0]
[3, 10, 6, 2]
[7, 12, 11, 2]
[1, 7, 4, 8]
[6, 11, 14, 5]
[1, 12, 5, 14]
[14, 12, 1, 10]
[13, 5, 12, 9]
[10, 14, 13, 11]
[3, 13, 2, 9]
[3, 1, 10, 8]
[8, 9, 14, 1]
[7, 8, 5, 1]
[7, 6, 11, 5]
[3, 11, 6, 12]
[1, 14, 13, 3]
[1, 8, 10, 12]
[6, 2, 9, 8]
[10, 0, 6, 9]
[4, 10, 1, 14]
[9, 11, 1, 13]
[3, 11, 10, 0]
[2, 12, 8, 11]
[4, 8, 3, 10]
[1, 5, 12, 13]
[12, 2, 8, 13]
[10, 13, 1, 2]
[13, 4, 7, 8]
[1, 11, 10, 13]
[10, 1, 0, 7]
[6, 11, 13, 5]
[7, 13, 6, 5]
[0, 7, 8, 1]
[5, 13, 14, 1]
[5, 0, 3, 6]
[5, 7, 10, 4]
[8, 14, 0, 5]
[4, 10, 8, 6]
[12, 7, 6, 0]
[2, 5, 9, 3]
[11, 13, 7, 8]
[3, 14, 0, 6]
[4, 14, 8, 5]
[5, 9, 11, 12]
[10, 7, 1, 6]
[2, 4, 10, 8]
[6, 4, 0, 13]
[4, 10, 13, 14]
[8, 13, 11, 7]
[1, 6, 4, 9]
[1, 12, 7, 4]
[11, 12, 3, 9]
[7, 8, 11, 3]
[0, 10, 3, 6]
[1, 4, 14, 8]
[11, 5, 12, 8]
[3, 2, 0, 1]
[0, 2, 11, 5]
[0, 11, 10, 4]
[1, 3, 11, 7]
[14, 2, 7, 8]
[2, 13, 14, 8]
[10, 9, 3, 7]
[0, 7, 5, 9]
[7, 3, 11, 12]
[11, 5, 12, 6]
[6, 11, 1, 5]
[10, 12, 1, 14]
[4, 12, 7, 9]
[4, 12, 2, 3]
[14, 8, 9, 10]
[7, 11, 12, 5]
[3, 1, 2, 7]
[14, 9, 3, 0]
[8, 6, 2, 10]
[7, 2, 9, 5]
[11, 2, 10, 5]
[1, 4, 3, 7]
[11, 6, 3, 9]
[14, 5, 13, 2]
[14, 10, 13, 9]
[6, 5, 1, 8]
[8, 9, 4, 2]
[6, 7, 14, 5]
[14, 1, 11, 4]
[6, 2, 3, 13]
[12, 2, 10, 7]
[12, 6, 10, 13]
[2, 14, 11, 12]
[14, 9, 11, 10]
[8, 14, 1, 3]
[11, 3, 7, 0]
[9, 1, 3, 14]
[3, 2, 1, 14]
[8, 11, 10, 1]
[2, 0, 7, 6]
[1, 13, 5, 0]
[5, 6, 10, 3]
[6, 12, 3, 8]
[0, 2, 6, 1]
[4, 2, 0, 1]
[13, 7, 10, 2]
[2, 6, 4, 14]
[12, 5, 2, 9]
[8, 9, 1, 2]
[8, 10, 9, 14]
[3, 13, 11, 12]
[7, 14, 1, 12]
[9, 13, 2, 12]
[13, 0, 5, 10]
[10, 6, 12, 7]
[0, 1, 5, 7]
[2, 10, 0, 12]
[14, 9, 7, 4]
[13, 5, 6, 8]
[14, 5, 4, 13]
[10, 9, 14, 0]
[9, 2, 14, 11]
[10, 11, 12, 6]
[3, 0, 2, 5]
[0, 14, 4, 9]
[4, 7, 13, 9]
[6, 3, 14, 12]
[11, 2, 12, 0]
[9, 5, 6, 10]
[10, 3, 7, 5]
[4, 0, 13, 12]
[5, 7, 1, 2]
[8, 0, 10, 1]
[5, 0, 2, 11]
[4, 14, 10, 0]
[0, 2, 8, 5]
[8, 11, 1, 3]
[13, 14, 1, 2]
[5, 1, 3, 0]
[12, 13, 14, 5]
[13, 14, 6, 11]
[8, 10, 14, 1]
[1, 5, 12, 13]
[14, 6, 13, 5]
[3, 11, 7, 10]
[12, 1, 11, 9]
[11, 10, 6, 2]
[2, 13, 12, 10]
[4, 8, 6, 2]
[11, 13, 4, 9]
[11, 14, 8, 6]
[5, 8, 9, 1]
[14, 7, 0, 4]
[8, 5, 2, 12]
[14, 0, 10, 8]
[7, 1, 4, 12]
[9, 12, 7, 13]
[4, 1, 6, 3]
[7, 10, 5, 1]
[10, 5, 13, 8]
[8, 7, 13, 11]
[12, 1, 0, 6]
[12, 10, 1, 6]
[12, 13, 7, 2]
[12, 7, 0, 4]
[11, 4, 7, 13]
[8, 5, 13, 14]
[7, 14, 6, 10]
[9, 11, 13, 3]
[3, 1, 14, 13]
[6, 0, 10, 1]
[3, 4, 5, 10]
[0, 7, 9, 14]
[5, 4, 2, 0]
[13, 12, 14, 4]
[10, 4, 11, 12]
[1, 5, 4, 8]
[7, 3, 6, 9]
[2, 6, 14, 9]
[8, 6, 9, 3]
[12, 5, 8, 13]
[8, 1, 13, 7]
[1, 10, 12, 3]
[14, 9, 3, 2]
[13, 10, 9, 0]
[7, 8, 4, 3]
[11, 2, 9, 1]
[4, 2, 1, 6]
[13, 7, 3, 5]
[0, 3, 5, 8]
[7, 13, 0, 10]
[7, 6, 13, 8]
[12, 11, 9, 1]
[7, 1, 8, 14]
[13, 3, 2, 5]
[11, 0, 1, 8]
[11, 6, 0, 10]
[12, 10, 1, 14]
[7, 13, 5, 4]
[6, 3, 13, 2]
[10, 13, 8, 11]
[13, 12, 2, 1]
[1, 9, 4, 13]
[3, 9, 6, 12]
[10, 7, 5, 3]
[14, 7, 3, 11]
[7, 8, 5, 4]
[14, 5, 0, 1]
[4, 14, 13, 5]
[9, 12, 0, 2]
[12, 11, 6, 10]
[7, 9, 11, 13]
[10, 7, 12, 9]
[8, 12, 13, 7]
[4, 11, 9, 14]
[6, 10, 2, 3]
[7, 2, 1, 5]
[4, 3, 14, 5]
[13, 14, 4, 9]
[8, 1, 10, 11]
[7, 4, 10, 6]
[14, 13, 4, 1]
[13, 8, 3, 4]
[9, 8, 11, 7]
[2, 8, 3, 5]
[3, 8, 12, 7]
[9, 14, 12, 4]
[13, 4, 3, 8]
[10, 1, 13, 7]
[1, 8, 9, 2]
[1, 11, 12, 8]
[0, 1, 8, 3]
[0, 1, 10, 13]
[0, 6, 5, 12]
[11, 2, 10, 4]
[12, 7, 5, 6]
[2, 0, 14, 13]
[8, 9, 5, 7]
[2, 4, 14, 12]
[8, 11, 7, 6]
[3, 9, 13, 12]
[6, 4, 8, 13]
[6, 12, 9, 3]
[1, 11, 13, 3]
[13, 8, 4, 3]
[2, 4, 11, 14]
[8, 7, 13, 11]
[14, 11, 1, 10]
[4, 5, 11, 9]
[8, 5, 7, 1]
[13, 3, 14, 5]
[9, 13, 11, 6]
[3, 9, 12, 6]
[0, 8, 12, 5]
[13, 5, 11, 1]
[13, 0, 12, 4]
[5, 8, 2, 4]
[6, 12, 14, 9]
[8, 11, 0, 5]
[1, 2, 6, 3]
[0, 4, 2, 1]
[10, 5, 4, 1]
[2, 9, 12, 6]
[12, 10, 6, 3]
[8, 13, 12, 5]
[11, 7, 0, 4]
[3, 10, 8, 6]
[11, 0, 10, 14]
[12, 10, 4, 14]
[0, 3, 2, 13]
[7, 14, 3, 0]
[2, 0, 8, 10]
[10, 7, 11, 3]
[10, 3, 5, 12]
[10, 7, 11, 5]
[3, 10, 7, 2]
[3, 5, 7, 14]
[8, 13, 10, 3]
[5, 14, 8, 10]
[3, 7, 11, 1]
[0, 4, 9, 5]
[5, 10, 14, 8]
[9, 13, 12, 11]
[12, 9, 14, 6]
[4, 0, 1, 2]
[11, 12, 6, 9]
[5, 8, 9, 10]
[2, 12, 0, 9]
[12, 14, 13, 7]
[11, 10, 3, 1]
[6, 8, 14, 1]
[5, 9, 4, 12]
[0, 14, 13, 1]
[3, 11, 12, 7]
[12, 8, 7, 6]
[5, 1, 11, 10]
[11, 13, 14, 12]
[10, 12, 5, 6]
[0, 2, 10, 7]
[8, 1, 10, 0]
[5, 4, 9, 7]
[7, 4, 6, 3]
[0, 6, 8, 10]
[9, 11, 13, 8]
[9, 0, 5, 7]
[5, 3, 13, 10]
[4, 8, 3, 13]
[13, 7, 3, 2]
[14, 7, 5, 8]
[8, 5, 6, 14]
[13, 7, 8, 11]
[8, 12, 5, 2]
[7, 4, 13, 6]
[9, 5, 8, 3]
[3, 7, 1, 0]
[8, 12, 7, 11]
[13, 12, 6, 9]
[4, 3, 0, 12]
[0, 10, 12, 2]
[8, 1, 7, 10]
[6, 7, 5, 14]
[0, 2, 9, 6]
[0, 9, 8, 7]
[11, 0, 13, 12]
[0, 14, 13, 5]
[2, 4, 1, 6]
[11, 10, 0, 12]
[2, 1, 9, 10]
[7, 12, 10, 6]
[5, 9, 3, 11]
[3, 8, 0, 7]
[0, 4, 1, 7]
[13, 8, 6, 9]
[0, 11, 4, 10]
[9, 8, 3, 0]
[13, 3, 12, 7]
[7, 8, 4, 12]
[7, 5, 0, 6]
[11, 10, 2, 0]
[5, 12, 2, 6]
[14, 11, 7, 4]
[13, 7, 12, 2]
[3, 12, 2, 4]
[13, 9, 0, 1]
[14, 12, 3, 4]
[8, 11, 3, 7]
[11, 7, 12, 1]
[8, 14, 12, 13]
[13, 10, 6, 14]
[0, 3, 13, 2]
[8, 6, 1, 4]
[13, 9, 6, 0]
[9, 10, 0, 5]
[7, 9, 4, 12]
[9, 10, 0, 14]
[14, 5, 4, 7]
[7, 13, 9, 4]
[5, 12, 6, 8]
[3, 0, 11, 2]
[3, 5, 13, 2]
[9, 6, 10, 5]
[11, 6, 0, 9]
[9, 8, 10, 13]
[5, 3, 8, 4]
[4, 7, 0, 6]
[1, 14, 0, 11]
[5, 12, 4, 11]
[11, 1, 8, 7]
[2, 5, 7, 6]
[2, 6, 7, 10]
[11, 14, 12, 1]
[9, 2, 14, 10]
[11, 8, 2, 7]
[7, 8, 2, 11]
[2, 1, 5, 6]
[14, 0, 4, 1]
[10, 14, 12, 9]
[8, 3, 10, 12]
[2, 5, 1, 9]
[13, 8, 9, 12]
[8, 1, 12, 10]
[12, 9, 7, 1]
[2, 8, 4, 12]
[8, 0, 2, 12]
[12, 10, 4, 14]
[8, 11, 6, 0]
[7, 8, 0, 5]
[12, 11, 1, 2]
[6, 8, 9, 7]
[13, 11, 4, 3]
[3, 0, 1, 14]
[8, 4, 0, 11]
[6, 12, 5, 13]
[6, 2, 14, 0]
[7, 1, 14, 12]
[13, 11, 2, 4]
[11, 9, 5, 0]
[6, 3, 11, 7]
[5, 6, 7, 10]
[3, 0, 7, 4]
[9, 7, 12, 8]
[7, 14, 5, 8]
[7, 11, 8, 2]
[8, 2, 3, 0]
[11, 9, 6, 3]
[8, 0, 9, 4]
[1, 5, 7, 6]
[1, 2, 8, 11]
[2, 4, 6, 14]
[0, 11, 14, 12]
[8, 14, 4, 5]
[8, 10, 12, 14]
[2, 4, 3, 6]
[7, 2, 12, 8]
[10, 6, 1, 5]
[4, 7, 13, 2]
[4, 7, 12, 13]
[0, 6, 5, 12]
[10, 6, 7, 11]
[11, 4, 8, 9]
[2, 13, 5, 8]
[9, 2, 3, 6]
[7, 8, 3, 1]
[0, 12, 8, 7]
[8, 2, 5, 7]
[5, 9, 8, 1]
[12, 14, 9, 13]
[4, 6, 5, 13]
[3, 7, 1, 10]
[5, 6, 14, 3]
[2, 13, 3, 7]
[7, 10, 13, 0]
[3, 14, 8, 6]
[7, 14, 1, 12]
[5, 13, 9, 14]
[2, 7, 6, 13]
[3, 2, 12, 7]
[4, 1, 11, 7]
[4, 6, 12, 14]
[12, 2, 7, 8]
[4, 2, 8, 7]
[3, 11, 1, 13]
