P1,P2,...,Pn
[5, 11, 2, 0]
[14, 3, 0, 12]
[11, 10, 6, 9]
[11, 7, 14, 13]
[13, 11, 8, 4]
[0, 1, 5, 13]
[11, 7, 3, 2]
[8, 11, 5, 2]
[14, 8, 1, 11]
[5, 0, 14, 4]
[5, 13, 1, 11]
[5, 1, 13, 6]
[11, 12, 7, 10]
[3, 1, 2, 9]
[8, 11, 13, 2]
[9, 5, 3, 1]
[6, 5, 2, 11]
[9, 2, 14, 1]
[11, 4, 3, 8]
[11, 6, 10, 7]
[2, 10, 13, 12]
[0, 10, 3, 6]
[9, 13, 10, 5]
[7, 14, 8, 6]
[10, 13, 5, 2]
[4, 12, 1, 3]
[6, 1, 8, 13]
[12, 13, 9, 10]
[2, 1, 5, 9]
[5, 6, 3, 4]
[13, 6, 4, 11]
[7, 14, 12, 2]
[14, 4, 13, 3]
[2, 12, 7, 11]
[10, 4, 8, 1]
[0, 14, 2, 5]
[14, 2, 8, 12]
[13, 10, 12, 9]
[8, 10, 2, 14]
[7, 1, 12, 5]
[7, 14, 12, 9]
[13, 4, 7, 14]
[1, 13, 8, 7]
[2, 4, 14, 5]
[11, 0, 7, 13]
[3, 2, 12, 10]
[10, 8, 5, 1]
[13, 6, 12, 4]
[9, 6, 7, 12]
[10, 1, 2, 7]
[5, 9, 10, 11]
[5, 2, 13, 11]
[7, 14, 12, 13]
[0, 3, 10, 6]
[6, 2, 13, 12]
[1, 5, 9, 14]
[13, 0, 12, 14]
[12, 2, 10, 4]
[10, 6, 13, 3]
[8, 4, 5, 0]
[5, 0, 1, 13]
[14, 13, 7, 2]
[0, 3, 8, 14]
[0, 13, 11, 14]
[8, 0, 7, 2]
[7, 11, 5, 0]
[10, 6, 3, 2]
[11, 7, 4, 14]
[5, 2, 10, 7]
[12, 8, 9, 1]
[11, 4, 14, 8]
[13, 4, 0, 11]
[9, 10, 0, 6]
[7, 1, 6, 14]
[13, 14, 12, 8]
[11, 14, 4, 9]
[12, 8, 13, 1]
[9, 2, 3, 1]
[1, 9, 14, 0]
[3, 2, 4, 9]
[12, 14, 8, 10]
[4, 3, 13, 0]
[11, 7, 4, 1]
[6, 13, 3, 9]
[7, 3, 4, 6]
[12, 6, 14, 13]
[7, 8, 2, 11]
[12, 10, 2, 11]
[2, 6, 12, 11]
[11, 2, 10, 0]
[3, 12, 5, 4]
[0, 12, 13, 1]
[4, 7, 0, 3]
[13, 6, 1, 8]
[11, 8, 0, 5]
[2, 9, 0, 11]
[7, 11, 10, 4]
[2, 7, 12, 8]
[11, 4, 1, 5]
[14, 1, 13, 5]
[5, 1, 14, 0]
[10, 3, 7, 6]
[13, 1, 0, 3]
[4, 3, 5, 14]
[8, 10, 4, 0]
[12, 10, 1, 5]
[10, 14, 3, 9]
[8, 4, 6, 2]
[13, 6, 4, 11]
