P1,P2,...,Pn
[14, 1, 7, 9]
[9, 13, 3, 6]
[4, 10, 13, 5]
[5, 14, 2, 1]
[8, 9, 11, 4]
[9, 0, 11, 2]
[5, 4, 0, 10]
[4, 10, 3, 5]
[1, 4, 0, 7]
[2, 0, 7, 3]
[4, 12, 9, 6]
[6, 14, 7, 5]
[7, 4, 13, 10]
[6, 12, 5, 11]
[7, 13, 12, 5]
[14, 7, 8, 0]
[3, 10, 4, 11]
[3, 11, 1, 14]
[10, 2, 4, 6]
[7, 3, 0, 12]
[2, 8, 4, 14]
[1, 10, 12, 4]
[4, 5, 3, 1]
[3, 2, 0, 14]
[12, 8, 10, 4]
[7, 5, 11, 0]
[12, 14, 5, 10]
[12, 6, 0, 4]
[9, 10, 14, 7]
[13, 2, 0, 7]
[6, 11, 12, 0]
[5, 0, 12, 13]
[4, 0, 14, 8]
[14, 2, 1, 3]
[6, 13, 14, 8]
[4, 11, 0, 10]
[12, 14, 11, 8]
[11, 5, 7, 9]
[4, 5, 2, 13]
[2, 6, 10, 13]
[4, 1, 3, 14]
[6, 13, 12, 7]
[10, 11, 12, 7]
[0, 11, 12, 1]
[13, 12, 6, 14]
[12, 6, 7, 10]
[2, 14, 9, 13]
[11, 14, 4, 1]
[12, 7, 10, 2]
[3, 14, 4, 0]
[0, 6, 11, 3]
[12, 3, 5, 8]
[8, 14, 1, 0]
