P1,P2,...,Pn
[9, 13, 12, 5, 7]
[6, 5, 14, 3, 0]
[11, 5, 7, 13, 0]
[6, 11, 3, 7, 2]
[12, 0, 3, 13, 4]
[7, 4, 1, 14, 2]
[0, 3, 9, 1, 6]
[7, 10, 1, 11, 12]
[1, 2, 13, 4, 6]
[1, 6, 14, 5, 11]
[8, 4, 6, 9, 14]
[10, 13, 12, 1, 2]
[6, 7, 12, 3, 14]
[7, 0, 8, 4, 13]
[10, 11, 0, 4, 12]
[11, 5, 9, 3, 2]
[7, 3, 5, 0, 13]
[6, 14, 3, 7, 11]
[6, 0, 14, 5, 13]
[8, 6, 9, 11, 0]
[11, 14, 4, 10, 3]
[11, 1, 8, 2, 4]
[14, 0, 13, 6, 10]
[2, 5, 7, 9, 13]
[7, 13, 14, 0, 1]
[7, 5, 9, 2, 4]
[6, 4, 12, 10, 13]
[0, 4, 5, 8, 11]
[5, 14, 1, 11, 12]
[7, 14, 1, 5, 10]
[5, 13, 6, 2, 12]
[2, 4, 6, 8, 0]
[2, 6, 1, 0, 7]
[4, 8, 6, 0, 5]
[5, 14, 13, 8, 6]
[0, 13, 9, 8, 2]
[9, 10, 2, 14, 7]
[11, 6, 1, 5, 10]
[10, 14, 11, 12, 1]
[9, 3, 0, 11, 8]
[1, 8, 2, 3, 11]
[12, 14, 1, 10, 6]
[1, 3, 2, 0, 12]
[8, 1, 14, 2, 7]
[13, 1, 10, 7, 5]
[2, 10, 3, 9, 4]
[8, 10, 5, 6, 11]
[9, 6, 11, 8, 3]
[2, 8, 13, 4, 10]
[10, 11, 7, 13, 12]
[4, 13, 7, 10, 14]
[11, 0, 3, 12, 1]
[9, 10, 6, 5, 13]
[1, 2, 7, 4, 14]
[11, 5, 0, 3, 6]
[14, 0, 3, 6, 10]
[1, 14, 12, 11, 8]
[3, 12, 13, 7, 9]
[1, 7, 14, 12, 11]
[7, 14, 4, 11, 6]
[3, 8, 10, 9, 0]
[5, 6, 9, 3, 0]
[14, 4, 3, 9, 11]
[1, 13, 3, 7, 14]
[7, 5, 8, 12, 2]
[7, 10, 9, 0, 13]
[4, 14, 0, 2, 6]
[1, 12, 9, 0, 8]
[6, 13, 12, 10, 4]
[3, 7, 1, 14, 12]
[2, 13, 14, 6, 9]
[2, 6, 3, 11, 9]
[7, 9, 13, 14, 4]
[11, 12, 10, 0, 9]
[9, 4, 12, 14, 1]
[6, 13, 12, 14, 11]
[12, 11, 4, 13, 3]
[1, 5, 12, 8, 13]
[10, 8, 9, 6, 12]
[8, 5, 7, 2, 10]
[1, 6, 0, 10, 14]
[6, 9, 12, 5, 13]
[7, 4, 8, 13, 0]
[2, 10, 6, 5, 1]
[11, 2, 0, 14, 4]
[11, 12, 5, 2, 9]
[6, 2, 4, 12, 1]
[10, 3, 9, 5, 1]
[13, 3, 10, 1, 7]
[3, 13, 11, 7, 1]
[2, 3, 4, 10, 6]
[7, 11, 14, 4, 10]
[5, 12, 3, 14, 10]
[13, 2, 0, 4, 10]
[8, 9, 2, 1, 7]
[13, 1, 2, 3, 11]
[0, 4, 6, 3, 8]
[4, 5, 8, 9, 0]
[12, 11, 13, 8, 14]
[10, 7, 12, 3, 14]
[7, 11, 1, 3, 8]
[14, 9, 8, 4, 1]
[11, 1, 10, 2, 13]
[4, 8, 12, 10, 14]
[14, 6, 11, 10, 0]
[14, 4, 0, 6, 10]
[9, 1, 12, 3, 6]
[4, 14, 3, 5, 13]
[3, 9, 6, 5, 14]
[1, 7, 12, 3, 14]
[4, 8, 1, 7, 0]
[7, 0, 9, 5, 4]
[0, 6, 13, 1, 5]
[11, 13, 7, 6, 1]
[2, 14, 6, 12, 10]
[0, 10, 5, 9, 12]
[4, 13, 10, 7, 5]
[3, 0, 11, 8, 5]
[9, 5, 0, 14, 12]
[10, 3, 9, 12, 6]
[11, 7, 10, 8, 14]
[10, 9, 11, 0, 2]
[14, 2, 3, 6, 5]
[3, 5, 9, 12, 0]
[8, 3, 2, 4, 6]
[10, 5, 8, 4, 12]
[3, 2, 5, 1, 4]
[0, 4, 1, 8, 12]
[10, 6, 0, 5, 12]
[14, 2, 0, 4, 9]
[14, 9, 5, 13, 12]
[2, 7, 3, 13, 14]
[5, 13, 3, 12, 4]
[10, 4, 1, 2, 13]
[8, 2, 5, 9, 12]
[3, 13, 14, 7, 12]
[8, 11, 10, 6, 4]
[13, 3, 0, 10, 12]
[12, 13, 5, 6, 10]
[9, 13, 8, 1, 3]
[0, 14, 3, 11, 13]
[1, 8, 14, 12, 6]
[2, 1, 4, 5, 0]
[11, 4, 1, 9, 7]
[7, 5, 1, 4, 8]
[11, 3, 14, 2, 10]
[2, 13, 5, 8, 11]
[4, 10, 6, 9, 14]
[9, 5, 10, 8, 3]
[3, 9, 6, 2, 0]
[6, 1, 4, 9, 8]
[8, 1, 10, 3, 14]
[12, 13, 7, 6, 11]
[8, 12, 3, 4, 5]
[6, 2, 11, 12, 0]
[5, 2, 6, 1, 8]
[4, 5, 8, 1, 6]
[4, 9, 3, 1, 12]
[10, 14, 6, 8, 11]
[0, 4, 5, 8, 12]
[0, 2, 11, 3, 12]
[5, 2, 8, 7, 10]
[10, 13, 1, 11, 0]
[2, 1, 13, 0, 12]
[14, 6, 13, 7, 10]
[14, 4, 2, 8, 13]
[11, 2, 6, 7, 10]
[11, 5, 14, 7, 4]
[4, 0, 1, 7, 14]
[9, 2, 4, 10, 11]
[6, 2, 12, 7, 13]
[2, 8, 9, 3, 7]
[14, 9, 4, 13, 7]
[10, 2, 14, 11, 8]
[7, 2, 3, 14, 1]
[3, 9, 7, 10, 2]
