P1,P2,...,Pn
[3, 14, 11, 4, 9]
[12, 2, 8, 13, 3]
[12, 13, 6, 14, 0]
[7, 9, 1, 14, 3]
[5, 4, 6, 10, 7]
[8, 5, 7, 2, 4]
[0, 2, 4, 14, 11]
[12, 13, 14, 6, 1]
[2, 0, 13, 1, 5]
[6, 13, 11, 0, 12]
[4, 7, 3, 14, 9]
[14, 7, 12, 0, 5]
[4, 3, 6, 0, 13]
[3, 7, 1, 6, 4]
[14, 9, 3, 10, 4]
[7, 10, 9, 0, 14]
[4, 2, 11, 3, 10]
[4, 5, 14, 10, 1]
[5, 12, 2, 0, 14]
[4, 9, 2, 5, 13]
[7, 8, 5, 6, 0]
[4, 8, 14, 11, 9]
[6, 12, 14, 0, 9]
[8, 5, 12, 9, 14]
[9, 8, 2, 0, 12]
[6, 7, 2, 14, 4]
[9, 6, 2, 7, 5]
[3, 9, 10, 4, 11]
[12, 4, 13, 0, 11]
[11, 2, 10, 6, 14]
[6, 8, 7, 4, 10]
[2, 1, 11, 8, 9]
[11, 6, 1, 8, 4]
[13, 12, 4, 6, 7]
[12, 3, 13, 4, 9]
[8, 4, 1, 7, 5]
[9, 7, 11, 8, 13]
[13, 2, 6, 7, 0]
[13, 10, 14, 3, 0]
[12, 9, 11, 14, 8]
[10, 5, 2, 3, 7]
[7, 14, 10, 13, 6]
[11, 13, 14, 8, 0]
[10, 0, 11, 1, 8]
[7, 8, 12, 2, 6]
[12, 11, 4, 3, 10]
[11, 12, 4, 0, 8]
[4, 3, 7, 5, 11]
[7, 5, 3, 1, 2]
[3, 7, 11, 0, 14]
[4, 13, 2, 1, 3]
[9, 0, 5, 8, 6]
[8, 0, 12, 6, 13]
[10, 1, 14, 13, 8]
[10, 6, 2, 3, 8]
[9, 14, 4, 7, 2]
[14, 7, 9, 10, 5]
[13, 14, 1, 9, 12]
[2, 13, 14, 9, 4]
[9, 14, 1, 8, 12]
[3, 1, 7, 12, 10]
[9, 4, 14, 7, 11]
[13, 10, 9, 6, 1]
[0, 1, 10, 4, 5]
[3, 5, 4, 2, 12]
[11, 3, 5, 8, 1]
[12, 14, 0, 4, 9]
[10, 8, 7, 1, 13]
[3, 7, 13, 12, 2]
[5, 9, 7, 2, 14]
[10, 8, 12, 2, 4]
[12, 8, 13, 4, 9]
[14, 4, 8, 6, 10]
[1, 7, 4, 3, 11]
[4, 14, 0, 10, 12]
[3, 6, 0, 4, 7]
[3, 5, 13, 0, 1]
[8, 4, 13, 3, 5]
[13, 6, 10, 11, 9]
[10, 9, 13, 6, 8]
[14, 5, 9, 8, 12]
[4, 14, 12, 9, 13]
[5, 11, 0, 12, 8]
[3, 12, 1, 10, 9]
[2, 8, 0, 3, 4]
[2, 9, 7, 13, 10]
[13, 8, 12, 0, 6]
[1, 5, 7, 8, 14]
[9, 10, 0, 2, 4]
[10, 2, 14, 12, 3]
[9, 1, 6, 12, 0]
[5, 0, 11, 1, 3]
[2, 7, 3, 14, 1]
[1, 4, 2, 8, 14]
[5, 2, 6, 13, 8]
[8, 7, 3, 13, 4]
[2, 3, 9, 7, 6]
[4, 5, 12, 0, 11]
[6, 1, 8, 4, 12]
[6, 12, 5, 0, 10]
[7, 13, 9, 6, 11]
[10, 0, 9, 4, 1]
[7, 0, 9, 6, 1]
[1, 6, 5, 9, 7]
[4, 13, 9, 2, 8]
[5, 6, 2, 10, 4]
[1, 8, 0, 5, 2]
[4, 12, 13, 8, 3]
[3, 6, 0, 12, 1]
[7, 11, 1, 12, 3]
[1, 14, 4, 3, 13]
[6, 10, 9, 2, 5]
[12, 9, 8, 13, 1]
[3, 4, 1, 6, 2]
[13, 0, 10, 7, 3]
[2, 10, 3, 12, 5]
[10, 3, 13, 5, 4]
[7, 0, 2, 9, 10]
[0, 13, 2, 7, 9]
[11, 9, 14, 10, 0]
[1, 14, 3, 13, 5]
[6, 9, 2, 11, 8]
[6, 11, 0, 14, 4]
[3, 13, 6, 2, 12]
[9, 6, 13, 2, 5]
[12, 3, 0, 13, 8]
[14, 10, 1, 5, 13]
[5, 7, 12, 3, 9]
[9, 5, 4, 3, 6]
[1, 9, 0, 11, 12]
[13, 10, 12, 0, 9]
[6, 10, 3, 5, 2]
[7, 0, 4, 12, 5]
[2, 11, 8, 5, 9]
[14, 0, 6, 4, 11]
[2, 0, 4, 8, 5]
[12, 0, 13, 11, 8]
[11, 2, 1, 9, 14]
[2, 5, 10, 4, 11]
[2, 5, 7, 0, 9]
[9, 10, 2, 7, 3]
[14, 0, 2, 4, 8]
[13, 1, 5, 11, 6]
[13, 12, 3, 8, 4]
[2, 8, 9, 11, 12]
[5, 10, 12, 3, 14]
[12, 2, 14, 10, 7]
[10, 14, 5, 9, 4]
[9, 14, 8, 13, 11]
[14, 13, 6, 3, 10]
[5, 6, 2, 0, 1]
[13, 9, 0, 12, 4]
[3, 2, 6, 12, 1]
[14, 3, 8, 12, 13]
[4, 0, 9, 11, 3]
[5, 0, 14, 1, 13]
[6, 4, 10, 1, 9]
[13, 14, 5, 6, 0]
[7, 12, 6, 10, 11]
[12, 9, 8, 10, 1]
[3, 11, 1, 12, 7]
[8, 4, 12, 6, 14]
[1, 6, 8, 2, 5]
[3, 8, 12, 5, 2]
[8, 1, 11, 9, 12]
[5, 14, 0, 7, 1]
[14, 12, 5, 2, 11]
[3, 13, 10, 9, 7]
[0, 8, 12, 3, 6]
[5, 7, 14, 0, 10]
[5, 10, 9, 7, 0]
[0, 3, 4, 2, 1]
[6, 0, 10, 3, 13]
[8, 3, 9, 0, 2]
[9, 2, 5, 11, 13]
[3, 2, 11, 9, 14]
[7, 6, 4, 3, 12]
[4, 11, 6, 1, 10]
[2, 4, 7, 0, 1]
[5, 14, 10, 3, 11]
[10, 0, 4, 13, 12]
[0, 1, 8, 5, 7]
[14, 0, 9, 5, 6]
[5, 2, 11, 13, 8]
[7, 10, 11, 9, 6]
[13, 9, 4, 0, 6]
[13, 11, 10, 3, 7]
[0, 12, 11, 5, 2]
[10, 7, 9, 5, 12]
[4, 2, 8, 7, 1]
[9, 6, 12, 0, 4]
[1, 12, 6, 10, 0]
[5, 2, 8, 11, 6]
[8, 12, 9, 5, 13]
[13, 4, 8, 9, 7]
[11, 12, 5, 10, 4]
[9, 3, 7, 0, 6]
[7, 2, 8, 5, 12]
[13, 3, 2, 10, 6]
[1, 3, 13, 7, 9]
[0, 14, 12, 6, 3]
[2, 1, 8, 10, 9]
[13, 2, 3, 1, 12]
[13, 8, 10, 11, 7]
[11, 1, 14, 0, 2]
[5, 14, 11, 2, 9]
[8, 9, 12, 11, 1]
[7, 14, 8, 13, 11]
[1, 13, 9, 10, 3]
[10, 12, 2, 14, 3]
[13, 5, 4, 11, 14]
[11, 3, 10, 4, 9]
[12, 2, 13, 3, 4]
[11, 2, 0, 5, 8]
[14, 11, 9, 1, 5]
[3, 11, 9, 0, 2]
[13, 14, 6, 2, 9]
[3, 4, 5, 8, 1]
[12, 8, 10, 1, 13]
[7, 12, 2, 8, 5]
[3, 12, 8, 14, 2]
[11, 12, 4, 7, 0]
[12, 7, 10, 14, 5]
[5, 12, 10, 1, 13]
[7, 14, 5, 4, 0]
[0, 7, 11, 12, 5]
[6, 2, 5, 12, 3]
[9, 5, 1, 0, 8]
