P1,P2,...,Pn
[4, 9, 5, 11, 13]
[13, 9, 14, 6, 4]
[6, 11, 5, 8, 1]
[14, 8, 3, 10, 5]
[13, 3, 11, 14, 12]
[0, 3, 2, 8, 12]
[5, 10, 9, 12, 6]
[0, 12, 5, 8, 10]
[14, 1, 3, 6, 7]
[5, 10, 6, 8, 0]
[7, 8, 0, 12, 5]
[1, 7, 3, 9, 11]
[14, 8, 10, 7, 6]
[14, 5, 3, 1, 10]
[0, 8, 11, 10, 3]
[7, 10, 14, 4, 9]
[11, 8, 5, 13, 9]
[2, 11, 0, 12, 13]
[8, 14, 7, 3, 13]
[3, 4, 11, 13, 12]
[14, 2, 11, 4, 3]
[4, 2, 9, 0, 3]
[9, 11, 12, 10, 4]
[8, 7, 2, 5, 4]
[13, 7, 0, 9, 1]
[6, 12, 9, 11, 10]
[12, 0, 7, 6, 9]
[12, 0, 5, 14, 4]
[9, 7, 5, 8, 0]
[1, 3, 6, 13, 14]
[12, 5, 2, 6, 9]
[8, 12, 1, 13, 2]
[1, 6, 2, 9, 14]
[0, 5, 9, 8, 12]
[11, 8, 6, 5, 3]
[7, 5, 14, 9, 8]
[11, 4, 7, 5, 14]
[11, 7, 10, 5, 3]
[8, 2, 10, 14, 9]
[7, 5, 10, 1, 9]
[6, 4, 8, 1, 3]
[11, 1, 0, 8, 14]
[11, 8, 12, 10, 7]
[4, 8, 2, 7, 13]
[6, 0, 4, 9, 12]
[14, 4, 6, 11, 13]
[2, 10, 12, 7, 9]
[1, 8, 10, 13, 9]
[13, 6, 7, 8, 1]
[3, 9, 8, 13, 10]
[12, 7, 8, 2, 4]
[0, 6, 14, 12, 7]
[0, 3, 6, 8, 7]
[2, 13, 11, 7, 4]
[14, 7, 2, 8, 4]
[6, 8, 11, 10, 14]
[12, 1, 3, 13, 4]
[4, 12, 8, 6, 3]
[10, 4, 2, 14, 8]
[11, 7, 13, 8, 1]
[7, 12, 5, 0, 9]
[0, 12, 10, 4, 11]
[0, 6, 4, 5, 7]
[8, 2, 13, 1, 3]
[10, 14, 4, 2, 11]
[13, 12, 11, 9, 5]
[3, 6, 1, 12, 4]
[3, 5, 4, 0, 1]
[1, 8, 2, 9, 11]
[0, 13, 6, 10, 1]
[10, 5, 0, 11, 1]
[11, 14, 7, 2, 5]
[8, 4, 11, 6, 9]
[2, 10, 9, 8, 5]
[12, 14, 13, 0, 5]
[12, 4, 8, 7, 1]
[2, 6, 3, 8, 12]
[12, 13, 0, 8, 9]
[10, 3, 4, 1, 0]
[12, 9, 8, 14, 13]
[3, 12, 0, 2, 7]
[14, 4, 9, 11, 6]
[2, 4, 3, 1, 10]
[7, 0, 8, 4, 9]
[14, 4, 5, 13, 12]
[9, 4, 7, 11, 5]
[13, 5, 1, 0, 6]
[1, 6, 10, 7, 4]
[1, 4, 6, 9, 10]
[8, 7, 1, 14, 4]
[14, 4, 9, 13, 6]
[1, 4, 2, 14, 8]
[1, 13, 0, 4, 5]
[1, 8, 9, 14, 5]
[2, 8, 10, 13, 7]
[2, 5, 12, 3, 14]
[12, 13, 0, 1, 5]
[14, 0, 4, 5, 9]
[3, 11, 10, 14, 0]
[3, 7, 8, 4, 5]
[2, 8, 3, 5, 10]
[10, 13, 11, 0, 3]
[3, 12, 4, 7, 14]
[9, 10, 0, 4, 14]
[12, 5, 6, 10, 13]
[5, 14, 2, 8, 0]
[8, 12, 7, 5, 10]
[3, 12, 14, 7, 10]
[4, 0, 8, 9, 14]
[4, 14, 6, 12, 0]
[11, 7, 13, 6, 2]
[12, 13, 9, 3, 5]
[2, 3, 10, 4, 0]
