P1,P2,...,Pn
[11, 13, 5, 2]
[6, 2, 1, 5]
[1, 8, 14, 5]
[14, 11, 10, 0]
[14, 6, 10, 11]
[12, 4, 5, 0]
[4, 8, 2, 14]
[12, 11, 0, 2]
[2, 5, 10, 7]
[8, 6, 7, 12]
[10, 9, 12, 3]
[9, 10, 2, 7]
[13, 0, 6, 1]
[1, 9, 6, 2]
[4, 7, 3, 8]
[3, 6, 1, 5]
[13, 3, 12, 14]
[7, 0, 10, 11]
[5, 3, 0, 14]
[4, 3, 13, 10]
[2, 12, 1, 4]
[5, 1, 12, 13]
[7, 14, 11, 1]
[11, 10, 6, 4]
[12, 13, 1, 4]
[6, 4, 11, 3]
[2, 13, 10, 1]
[3, 0, 6, 7]
[11, 9, 2, 0]
[4, 14, 13, 12]
[11, 0, 13, 14]
[8, 12, 7, 0]
[9, 12, 1, 10]
[4, 12, 7, 14]
[9, 7, 5, 13]
[9, 2, 10, 4]
[8, 3, 9, 11]
[13, 4, 5, 11]
[12, 10, 7, 4]
[14, 13, 1, 4]
[9, 5, 13, 7]
[3, 9, 6, 10]
[4, 3, 13, 10]
[10, 11, 6, 3]
[0, 14, 13, 11]
[0, 4, 12, 13]
[10, 7, 3, 1]
[14, 12, 4, 11]
[12, 7, 8, 0]
