P1,P2,...,Pn
[9, 3, 4, 0, 10]
[1, 12, 2, 4, 0]
[10, 4, 0, 11, 13]
[3, 10, 14, 6, 1]
[12, 10, 1, 4, 0]
[10, 5, 6, 4, 8]
[6, 11, 1, 5, 12]
[7, 12, 1, 13, 0]
[10, 12, 9, 5, 8]
[14, 10, 11, 0, 6]
[9, 13, 7, 0, 5]
[3, 8, 4, 6, 5]
[4, 14, 3, 10, 11]
[0, 9, 14, 13, 4]
[5, 8, 6, 3, 0]
[8, 13, 4, 12, 6]
[11, 14, 5, 13, 8]
[11, 5, 6, 7, 8]
[14, 5, 10, 11, 1]
[12, 8, 2, 6, 7]
[6, 5, 13, 8, 11]
[4, 12, 9, 7, 5]
[10, 7, 4, 12, 0]
[1, 8, 3, 0, 7]
[9, 7, 14, 10, 5]
[6, 8, 2, 3, 7]
[12, 2, 6, 4, 5]
[5, 11, 1, 12, 8]
[10, 11, 1, 8, 14]
[9, 1, 0, 2, 7]
[7, 9, 4, 13, 1]
[10, 1, 9, 7, 11]
[5, 12, 6, 4, 9]
[1, 7, 10, 5, 14]
[9, 7, 4, 14, 8]
[3, 6, 13, 5, 8]
[1, 8, 14, 6, 10]
[11, 10, 12, 4, 2]
[6, 2, 8, 3, 12]
[3, 5, 8, 6, 4]
[3, 12, 11, 6, 1]
[8, 7, 2, 1, 10]
[11, 9, 5, 0, 4]
[5, 4, 1, 3, 14]
[14, 8, 4, 2, 10]
[7, 8, 11, 9, 5]
[5, 6, 9, 8, 4]
[1, 6, 8, 7, 11]
[9, 2, 1, 11, 12]
[7, 4, 10, 0, 12]
[13, 10, 7, 11, 9]
[8, 11, 12, 10, 7]
[2, 12, 13, 11, 6]
[12, 8, 14, 5, 7]
[9, 12, 6, 2, 14]
[14, 9, 10, 12, 8]
[12, 1, 14, 3, 11]
[2, 1, 6, 4, 5]
[4, 14, 6, 10, 13]
[2, 12, 9, 10, 14]
[13, 10, 0, 5, 3]
[12, 6, 3, 9, 0]
[13, 2, 11, 10, 5]
[0, 4, 5, 2, 11]
[10, 13, 0, 3, 6]
[0, 6, 4, 1, 14]
[1, 11, 14, 12, 2]
[12, 4, 6, 8, 14]
[7, 14, 13, 9, 11]
[13, 10, 4, 11, 14]
[12, 1, 14, 3, 9]
[4, 8, 14, 11, 7]
[7, 12, 8, 14, 9]
[10, 0, 1, 12, 14]
[14, 9, 11, 13, 10]
[5, 1, 4, 10, 3]
[14, 10, 5, 8, 2]
[0, 6, 7, 5, 13]
[13, 11, 5, 7, 2]
[10, 2, 8, 0, 11]
[0, 13, 9, 12, 11]
[4, 14, 12, 2, 6]
[12, 9, 4, 10, 7]
[7, 11, 1, 4, 13]
[13, 8, 14, 6, 7]
[12, 2, 9, 1, 3]
[6, 14, 4, 8, 2]
[1, 6, 0, 2, 13]
[8, 7, 11, 9, 1]
[1, 3, 9, 0, 11]
[0, 7, 11, 6, 3]
[14, 4, 9, 3, 2]
[9, 1, 8, 12, 4]
[13, 14, 7, 4, 8]
[8, 12, 5, 10, 4]
[11, 10, 3, 2, 1]
[1, 10, 11, 12, 6]
[8, 2, 14, 10, 1]
[2, 10, 8, 4, 9]
[7, 9, 12, 1, 13]
[13, 14, 11, 3, 0]
[7, 5, 11, 8, 0]
[5, 13, 8, 10, 11]
[13, 10, 3, 9, 14]
[2, 3, 6, 0, 10]
[12, 11, 7, 1, 0]
[11, 9, 7, 12, 3]
[4, 6, 3, 14, 2]
[12, 9, 5, 1, 7]
[2, 13, 1, 7, 3]
[12, 14, 0, 2, 3]
[9, 7, 2, 10, 5]
[6, 3, 11, 13, 5]
[7, 8, 10, 4, 3]
[2, 7, 0, 5, 3]
[12, 8, 7, 11, 14]
[10, 2, 5, 7, 3]
[0, 13, 14, 8, 7]
[13, 7, 5, 6, 14]
[12, 1, 2, 6, 11]
[6, 3, 11, 5, 4]
[14, 4, 7, 2, 1]
[3, 7, 10, 13, 8]
[1, 2, 3, 14, 9]
[5, 11, 9, 8, 12]
[1, 13, 11, 4, 3]
[14, 11, 1, 4, 6]
[2, 8, 4, 6, 11]
[12, 5, 11, 7, 4]
[7, 6, 14, 5, 10]
[4, 10, 12, 8, 9]
[13, 1, 7, 6, 4]
[14, 5, 4, 7, 0]
[10, 7, 12, 14, 5]
[14, 2, 10, 9, 1]
[11, 10, 12, 7, 3]
[10, 14, 2, 5, 8]
[3, 7, 2, 11, 8]
[8, 2, 11, 0, 12]
[6, 10, 1, 13, 2]
[13, 10, 6, 9, 11]
[1, 14, 10, 3, 11]
[13, 8, 5, 2, 10]
[8, 13, 3, 14, 0]
[10, 14, 7, 5, 0]
[6, 9, 10, 3, 5]
[14, 8, 7, 9, 4]
[0, 8, 5, 11, 7]
[8, 14, 2, 13, 11]
[3, 7, 12, 4, 2]
[7, 14, 9, 3, 1]
[13, 14, 12, 9, 6]
[2, 3, 4, 10, 5]
[11, 14, 2, 9, 0]
[5, 7, 6, 14, 10]
[13, 7, 5, 4, 8]
[6, 7, 9, 2, 4]
[9, 14, 8, 10, 2]
[13, 10, 12, 9, 11]
[7, 8, 0, 11, 1]
[8, 2, 12, 13, 11]
[4, 10, 9, 3, 5]
[1, 0, 7, 9, 14]
[4, 7, 8, 11, 6]
[3, 0, 12, 14, 4]
[9, 7, 6, 13, 0]
[14, 5, 2, 6, 3]
[14, 4, 12, 5, 7]
[11, 3, 13, 5, 8]
[0, 14, 6, 10, 13]
[5, 14, 1, 11, 0]
[5, 10, 6, 14, 7]
[9, 3, 8, 0, 5]
[0, 4, 6, 1, 8]
[14, 2, 5, 0, 10]
[14, 9, 2, 8, 10]
[11, 13, 0, 10, 5]
[12, 0, 13, 11, 6]
[13, 8, 10, 1, 14]
[7, 6, 9, 4, 3]
[3, 4, 8, 13, 0]
[0, 10, 3, 12, 2]
[11, 1, 0, 8, 14]
[11, 4, 9, 5, 7]
[11, 4, 2, 7, 10]
[3, 13, 12, 5, 9]
[6, 4, 2, 13, 7]
[0, 6, 11, 12, 13]
[1, 5, 2, 12, 9]
[5, 1, 10, 9, 2]
[6, 11, 13, 8, 14]
[3, 11, 10, 14, 7]
[1, 4, 9, 5, 11]
[0, 2, 7, 3, 14]
[12, 8, 13, 1, 10]
[2, 12, 5, 8, 7]
[6, 10, 8, 5, 14]
[5, 14, 13, 2, 1]
[4, 5, 11, 6, 0]
[12, 4, 5, 8, 9]
[2, 14, 9, 8, 1]
[13, 11, 12, 8, 0]
[11, 6, 7, 14, 5]
[11, 3, 13, 6, 2]
[13, 2, 8, 9, 5]
