P1,P2,...,Pn
[5, 1, 2, 9]
[0, 10, 3, 9]
[9, 5, 0, 13]
[0, 11, 4, 6]
[10, 3, 12, 9]
[13, 10, 6, 4]
[3, 2, 6, 10]
[7, 2, 1, 11]
[3, 5, 6, 4]
[12, 4, 9, 6]
[12, 6, 9, 11]
[6, 5, 13, 9]
[11, 13, 5, 7]
[13, 14, 0, 2]
[9, 5, 8, 6]
[2, 8, 6, 3]
[4, 9, 0, 3]
[12, 11, 8, 10]
[2, 12, 0, 14]
[14, 10, 8, 13]
[11, 5, 1, 0]
[1, 6, 7, 11]
[9, 5, 11, 8]
[12, 6, 7, 2]
[2, 3, 10, 6]
[4, 13, 5, 3]
[9, 11, 2, 4]
[9, 3, 4, 7]
[5, 1, 12, 3]
[13, 6, 7, 2]
[11, 1, 0, 4]
[11, 3, 0, 13]
[11, 3, 7, 14]
[11, 1, 2, 6]
[0, 13, 9, 2]
[4, 14, 10, 6]
[4, 2, 8, 10]
[10, 4, 9, 6]
[1, 4, 0, 12]
[6, 9, 8, 14]
[1, 5, 8, 7]
[8, 6, 2, 3]
[4, 6, 11, 1]
[1, 9, 6, 10]
[10, 6, 1, 7]
[6, 4, 10, 2]
[0, 11, 13, 7]
[4, 5, 14, 11]
[3, 0, 13, 9]
[11, 2, 4, 12]
[1, 11, 14, 2]
[4, 9, 14, 0]
[13, 3, 11, 1]
[0, 4, 8, 10]
[1, 11, 0, 4]
[13, 14, 6, 0]
[10, 12, 4, 0]
[7, 3, 12, 11]
[12, 1, 7, 10]
[8, 10, 11, 4]
[13, 3, 4, 14]
[11, 3, 6, 8]
[8, 4, 1, 7]
[12, 1, 7, 2]
[9, 1, 12, 8]
[9, 5, 2, 13]
[1, 3, 14, 11]
[4, 7, 11, 9]
[3, 6, 2, 11]
[7, 9, 10, 14]
[1, 6, 12, 10]
[6, 11, 8, 2]
[2, 14, 8, 12]
[3, 0, 12, 9]
[3, 5, 1, 8]
[2, 14, 10, 8]
[14, 3, 4, 0]
[11, 13, 10, 12]
[12, 14, 4, 13]
[13, 0, 7, 14]
[3, 7, 8, 13]
[5, 8, 7, 11]
[14, 3, 8, 11]
[13, 4, 6, 2]
[6, 14, 13, 7]
[10, 7, 11, 2]
[0, 8, 7, 9]
[10, 5, 7, 11]
[9, 8, 11, 6]
[1, 10, 5, 0]
[9, 2, 8, 7]
[2, 14, 10, 13]
[2, 4, 3, 0]
[0, 3, 6, 11]
[12, 1, 11, 9]
[7, 5, 1, 14]
[4, 0, 9, 7]
[2, 4, 8, 9]
[2, 0, 11, 12]
[11, 4, 12, 3]
[7, 12, 14, 4]
[4, 1, 8, 6]
[5, 10, 3, 1]
[9, 1, 3, 13]
[7, 0, 5, 1]
[11, 10, 0, 6]
[2, 1, 0, 8]
[9, 12, 7, 3]
[14, 12, 8, 4]
[1, 9, 13, 6]
[14, 11, 0, 7]
[14, 2, 12, 8]
[14, 13, 2, 12]
[4, 14, 8, 6]
[6, 1, 2, 3]
[8, 5, 13, 7]
[0, 9, 7, 12]
[6, 7, 14, 13]
[6, 4, 2, 11]
[5, 3, 7, 14]
[12, 0, 2, 13]
[14, 12, 0, 3]
[12, 8, 6, 0]
[13, 2, 10, 6]
[2, 5, 13, 4]
[14, 9, 1, 11]
[4, 3, 13, 1]
[10, 2, 1, 6]
[12, 4, 0, 10]
[2, 5, 6, 9]
[9, 1, 11, 7]
[0, 8, 10, 11]
[2, 6, 5, 8]
[3, 14, 12, 8]
[3, 4, 11, 2]
[11, 4, 2, 13]
[5, 12, 0, 7]
[12, 2, 11, 6]
[7, 9, 3, 13]
[0, 3, 7, 1]
[12, 4, 14, 8]
[7, 11, 13, 14]
[0, 5, 12, 2]
[7, 8, 10, 6]
[4, 14, 6, 8]
[10, 0, 5, 3]
[7, 8, 5, 0]
[12, 9, 11, 0]
[14, 11, 13, 8]
[9, 0, 13, 2]
[14, 4, 10, 9]
[3, 0, 8, 14]
[2, 12, 7, 14]
[7, 11, 5, 13]
[6, 8, 13, 7]
[6, 14, 13, 2]
[4, 12, 3, 10]
[1, 9, 8, 2]
[10, 13, 4, 12]
[6, 3, 10, 12]
[5, 2, 9, 0]
[11, 1, 12, 10]
[14, 0, 8, 3]
[12, 10, 0, 8]
[13, 12, 14, 11]
[3, 1, 12, 11]
[1, 6, 11, 10]
[8, 14, 9, 1]
[13, 10, 11, 2]
