P1,P2,...,Pn
[5, 2, 14, 8, 13]
[11, 3, 9, 0, 4]
[3, 0, 14, 13, 1]
[0, 9, 6, 5, 11]
[7, 6, 13, 2, 5]
[7, 6, 13, 11, 1]
[14, 6, 5, 7, 13]
[4, 9, 2, 0, 6]
[5, 10, 13, 9, 2]
[4, 10, 0, 2, 1]
[6, 1, 3, 14, 11]
[9, 5, 2, 6, 10]
[5, 7, 4, 10, 8]
[3, 9, 11, 0, 7]
[10, 4, 3, 8, 2]
[11, 3, 14, 4, 12]
[9, 13, 6, 7, 12]
[9, 12, 14, 5, 2]
[12, 14, 11, 7, 10]
[12, 7, 11, 2, 3]
[7, 9, 12, 4, 3]
[1, 8, 2, 7, 9]
[10, 2, 1, 5, 9]
[3, 13, 6, 7, 4]
[7, 11, 13, 4, 0]
[3, 11, 5, 2, 4]
[10, 1, 4, 7, 3]
[5, 10, 3, 12, 1]
[8, 6, 3, 2, 5]
[4, 6, 9, 1, 7]
[5, 3, 14, 2, 0]
[7, 14, 2, 13, 8]
[13, 1, 3, 14, 0]
[4, 3, 9, 13, 10]
[6, 2, 0, 1, 12]
[13, 9, 14, 7, 11]
[2, 8, 4, 13, 0]
[13, 12, 0, 3, 8]
[11, 2, 1, 5, 0]
[5, 0, 11, 13, 10]
[3, 5, 12, 13, 2]
[5, 4, 1, 7, 0]
[10, 6, 0, 9, 14]
[9, 1, 7, 10, 5]
[14, 10, 7, 6, 9]
[8, 10, 5, 13, 7]
[8, 13, 7, 12, 2]
[7, 4, 1, 6, 11]
[0, 9, 4, 1, 3]
[5, 14, 13, 3, 10]
[14, 0, 5, 4, 8]
[8, 12, 7, 2, 1]
[1, 5, 12, 11, 0]
[3, 7, 9, 4, 0]
[1, 7, 13, 9, 3]
[8, 5, 4, 13, 7]
[1, 5, 8, 9, 2]
[3, 7, 13, 6, 10]
[2, 14, 5, 0, 11]
[9, 3, 1, 2, 10]
[7, 8, 10, 3, 0]
[11, 12, 0, 10, 3]
[1, 4, 12, 10, 14]
[1, 11, 4, 9, 5]
[4, 12, 14, 5, 7]
[1, 5, 6, 10, 0]
[11, 1, 14, 13, 0]
[0, 9, 8, 10, 7]
[13, 9, 0, 10, 3]
[4, 11, 0, 6, 13]
[0, 13, 4, 6, 12]
[10, 14, 1, 4, 6]
[4, 2, 5, 9, 8]
[1, 0, 5, 11, 12]
[2, 0, 14, 3, 7]
[1, 8, 14, 4, 0]
[7, 13, 2, 14, 8]
[7, 9, 11, 3, 14]
[0, 7, 4, 1, 2]
[0, 4, 7, 5, 8]
[3, 12, 5, 1, 9]
[7, 3, 12, 4, 13]
[14, 2, 7, 9, 8]
[11, 13, 3, 7, 6]
[4, 1, 10, 6, 0]
[1, 6, 14, 7, 4]
[10, 7, 2, 1, 4]
[14, 8, 6, 10, 0]
[13, 4, 14, 10, 2]
[9, 5, 3, 14, 6]
[4, 13, 0, 8, 2]
[10, 8, 9, 6, 2]
[3, 9, 6, 12, 8]
[3, 4, 9, 14, 11]
[3, 6, 13, 12, 4]
[14, 12, 5, 7, 2]
[10, 6, 5, 12, 8]
[11, 3, 5, 0, 1]
[3, 4, 0, 2, 10]
[7, 8, 6, 1, 2]
[1, 6, 11, 3, 7]
[3, 2, 10, 9, 11]
[0, 12, 2, 5, 1]
[9, 0, 14, 11, 6]
[11, 3, 13, 4, 10]
[9, 6, 4, 5, 2]
[1, 13, 7, 6, 8]
[5, 10, 1, 8, 3]
[11, 3, 6, 2, 8]
[5, 3, 10, 13, 12]
[13, 10, 12, 6, 5]
[11, 8, 2, 12, 9]
[5, 12, 9, 0, 11]
[1, 12, 11, 6, 13]
[11, 13, 10, 14, 8]
[2, 4, 8, 6, 1]
[7, 4, 12, 5, 1]
[9, 14, 10, 12, 2]
[6, 3, 1, 13, 8]
[1, 10, 5, 3, 0]
[1, 10, 3, 14, 12]
[10, 9, 14, 6, 0]
[1, 13, 8, 6, 4]
[10, 2, 6, 1, 3]
[8, 13, 14, 12, 11]
[0, 14, 12, 11, 2]
[2, 12, 1, 10, 3]
[9, 8, 5, 6, 10]
[10, 11, 9, 0, 4]
[0, 1, 6, 11, 7]
[11, 6, 0, 13, 1]
[0, 14, 4, 11, 1]
[6, 1, 9, 5, 10]
[11, 7, 2, 8, 3]
[3, 14, 2, 9, 7]
[2, 9, 3, 1, 8]
[6, 10, 4, 9, 2]
[11, 8, 10, 5, 0]
[4, 8, 1, 6, 12]
[9, 13, 14, 12, 3]
[12, 8, 1, 5, 14]
[14, 7, 3, 5, 4]
[10, 8, 12, 5, 1]
[7, 1, 5, 2, 4]
[3, 8, 9, 14, 1]
[7, 8, 9, 2, 1]
[5, 1, 3, 13, 6]
[3, 13, 1, 0, 7]
[5, 6, 1, 2, 11]
[2, 10, 5, 9, 8]
[0, 4, 6, 11, 5]
[14, 11, 0, 6, 5]
[13, 4, 0, 5, 11]
[7, 8, 14, 5, 11]
[9, 7, 0, 1, 5]
[4, 10, 13, 3, 7]
[8, 3, 0, 11, 12]
[1, 11, 8, 3, 2]
[0, 13, 3, 5, 10]
[14, 2, 13, 5, 8]
[6, 12, 2, 0, 8]
[7, 13, 2, 4, 5]
[6, 2, 14, 13, 11]
[5, 9, 3, 6, 11]
[10, 3, 11, 5, 12]
[4, 14, 0, 8, 11]
[2, 0, 1, 10, 11]
[13, 2, 5, 11, 8]
[13, 6, 4, 0, 7]
[2, 6, 1, 8, 14]
[13, 0, 5, 7, 1]
[7, 4, 2, 0, 6]
[6, 11, 5, 3, 4]
[4, 10, 9, 1, 2]
[0, 3, 13, 10, 5]
[7, 0, 5, 10, 12]
[9, 2, 5, 6, 8]
[9, 11, 5, 3, 14]
[4, 1, 11, 9, 0]
[13, 10, 0, 2, 11]
[0, 3, 7, 4, 2]
[9, 10, 5, 2, 7]
[12, 10, 14, 5, 0]
[12, 4, 13, 14, 6]
[8, 3, 10, 0, 5]
[4, 10, 11, 0, 8]
[4, 3, 8, 2, 11]
[8, 10, 13, 0, 2]
[5, 8, 3, 1, 10]
[4, 12, 9, 11, 14]
[9, 1, 10, 11, 0]
[2, 10, 1, 4, 12]
[0, 4, 13, 7, 11]
[0, 13, 1, 10, 11]
[9, 8, 7, 0, 1]
[1, 2, 7, 11, 10]
[0, 6, 9, 14, 12]
[14, 9, 0, 6, 2]
[13, 9, 1, 4, 10]
[0, 8, 6, 10, 9]
[1, 2, 11, 0, 14]
[7, 14, 6, 10, 3]
[10, 12, 11, 3, 4]
[3, 2, 7, 10, 0]
[2, 7, 4, 3, 10]
[5, 9, 1, 6, 0]
[6, 7, 3, 13, 4]
[6, 4, 0, 3, 1]
[14, 7, 4, 3, 8]
[12, 8, 6, 10, 13]
[1, 14, 13, 8, 12]
[11, 1, 4, 7, 0]
[5, 1, 14, 2, 13]
[4, 10, 13, 0, 3]
[4, 1, 6, 2, 7]
[14, 7, 8, 11, 13]
[2, 8, 10, 1, 11]
[4, 14, 0, 13, 1]
[14, 7, 4, 5, 8]
[13, 2, 9, 7, 12]
[1, 11, 2, 5, 8]
[9, 3, 0, 8, 12]
[13, 5, 10, 2, 0]
[10, 14, 4, 6, 1]
[11, 10, 12, 13, 6]
[1, 5, 9, 13, 14]
[11, 12, 4, 1, 13]
[4, 11, 8, 9, 7]
[13, 2, 4, 9, 3]
[6, 7, 5, 3, 1]
[2, 12, 10, 6, 11]
[2, 4, 3, 8, 10]
[6, 3, 13, 8, 4]
[13, 14, 10, 12, 8]
[0, 1, 10, 9, 8]
[2, 7, 12, 6, 5]
[8, 2, 5, 9, 14]
[3, 7, 12, 1, 0]
[2, 3, 5, 1, 10]
[7, 3, 14, 0, 4]
[7, 8, 14, 4, 13]
[4, 2, 1, 9, 12]
[6, 4, 12, 9, 5]
[0, 3, 1, 13, 8]
[9, 12, 6, 0, 14]
[1, 3, 7, 6, 4]
[4, 14, 0, 1, 2]
[5, 4, 8, 7, 2]
[5, 14, 6, 11, 12]
[13, 14, 12, 10, 0]
[12, 9, 1, 0, 2]
[14, 10, 8, 0, 3]
[14, 0, 4, 10, 5]
[9, 11, 6, 1, 10]
[6, 2, 13, 8, 14]
[11, 14, 13, 7, 1]
[9, 13, 8, 10, 2]
[7, 3, 0, 10, 5]
[10, 6, 5, 0, 2]
[0, 10, 8, 1, 5]
[7, 12, 2, 10, 14]
[3, 7, 4, 10, 6]
[6, 12, 0, 8, 14]
[12, 4, 11, 14, 2]
[9, 2, 3, 8, 0]
[8, 9, 11, 6, 14]
[0, 9, 7, 5, 12]
[6, 10, 5, 14, 1]
[7, 12, 0, 1, 11]
[0, 13, 9, 11, 3]
[4, 5, 1, 6, 8]
[3, 4, 11, 10, 7]
[14, 6, 12, 7, 11]
