P1,P2,...,Pn
[12, 4, 11, 8, 5]
[4, 5, 1, 12, 13]
[14, 13, 12, 11, 8]
[8, 13, 7, 4, 6]
[11, 7, 3, 4, 2]
[10, 0, 5, 3, 11]
[7, 12, 11, 14, 3]
[0, 3, 5, 14, 10]
[14, 12, 5, 4, 6]
[0, 8, 14, 9, 13]
[6, 4, 12, 9, 11]
[9, 8, 10, 5, 4]
[13, 3, 12, 9, 5]
[13, 12, 2, 8, 0]
[4, 13, 14, 3, 0]
[9, 6, 4, 8, 11]
[12, 0, 13, 7, 8]
[0, 1, 8, 4, 3]
[8, 11, 10, 0, 9]
[12, 14, 0, 3, 13]
[5, 7, 3, 6, 9]
[7, 2, 9, 10, 5]
[4, 11, 8, 13, 10]
[7, 6, 1, 10, 0]
[4, 0, 11, 8, 3]
[3, 2, 11, 9, 12]
[3, 8, 0, 11, 12]
[1, 6, 4, 10, 14]
[9, 8, 11, 6, 4]
[4, 11, 0, 9, 13]
[0, 10, 6, 8, 3]
[11, 0, 3, 14, 1]
[12, 4, 13, 10, 8]
[13, 0, 11, 9, 6]
[10, 14, 8, 5, 6]
[14, 12, 6, 13, 8]
[5, 11, 3, 2, 0]
[11, 12, 13, 7, 5]
[7, 5, 9, 10, 3]
[0, 1, 14, 10, 9]
[4, 8, 9, 14, 10]
[12, 11, 4, 8, 9]
[9, 2, 4, 13, 8]
[3, 11, 8, 12, 0]
[13, 12, 4, 14, 8]
[0, 6, 3, 14, 2]
[0, 1, 7, 5, 13]
[13, 4, 3, 11, 9]
[3, 5, 7, 13, 4]
[10, 1, 11, 8, 5]
[8, 7, 10, 6, 0]
[3, 5, 12, 10, 0]
[10, 13, 14, 9, 1]
[3, 5, 4, 8, 7]
[8, 5, 12, 13, 11]
[13, 14, 3, 5, 12]
[12, 6, 9, 10, 3]
[13, 1, 14, 6, 4]
[8, 13, 4, 12, 3]
[2, 6, 12, 3, 7]
[3, 9, 6, 4, 13]
[11, 6, 9, 0, 2]
[14, 8, 2, 13, 12]
[9, 3, 1, 13, 11]
[3, 1, 0, 9, 10]
[3, 11, 7, 10, 13]
[11, 5, 10, 7, 14]
[11, 10, 14, 9, 3]
[8, 6, 2, 0, 1]
[7, 3, 9, 14, 4]
[0, 8, 1, 12, 5]
[0, 3, 6, 11, 10]
[0, 5, 12, 2, 6]
[7, 12, 0, 13, 2]
[8, 2, 7, 9, 3]
[7, 3, 4, 14, 8]
[0, 7, 6, 12, 9]
[13, 0, 4, 1, 11]
[5, 13, 8, 3, 6]
[4, 13, 11, 7, 5]
[8, 9, 5, 11, 4]
[2, 11, 1, 10, 7]
[6, 7, 9, 2, 1]
[9, 8, 3, 6, 13]
[8, 5, 14, 4, 3]
[2, 10, 9, 3, 14]
[2, 5, 12, 1, 7]
[12, 14, 11, 10, 1]
[5, 1, 12, 2, 8]
[4, 8, 0, 12, 5]
[3, 7, 0, 8, 9]
