P1,P2,...,Pn
[1, 2, 9, 0]
[7, 5, 4, 2]
[5, 13, 12, 10]
[12, 14, 2, 8]
[6, 11, 7, 5]
[4, 11, 10, 1]
[9, 4, 2, 11]
[13, 8, 5, 6]
[2, 0, 6, 7]
[9, 11, 14, 1]
[13, 4, 14, 5]
[9, 4, 10, 3]
[12, 6, 13, 2]
[9, 1, 4, 0]
[5, 3, 6, 12]
[8, 12, 9, 10]
[10, 1, 5, 8]
[14, 6, 10, 2]
[14, 8, 5, 7]
[9, 1, 12, 7]
[7, 6, 8, 10]
[10, 0, 1, 6]
[5, 12, 13, 7]
[5, 8, 11, 3]
[13, 12, 10, 4]
[12, 4, 0, 2]
[9, 1, 7, 14]
[5, 13, 10, 4]
[5, 14, 12, 8]
[6, 0, 11, 10]
[10, 2, 13, 14]
[7, 12, 1, 13]
[8, 12, 2, 14]
[8, 13, 6, 11]
[1, 7, 4, 12]
[13, 7, 2, 3]
[1, 12, 10, 2]
[12, 5, 2, 10]
[12, 10, 9, 14]
[4, 3, 7, 13]
[1, 9, 13, 2]
[14, 0, 6, 7]
[13, 0, 1, 7]
[10, 14, 12, 11]
[11, 6, 1, 5]
[14, 12, 5, 10]
[6, 0, 13, 9]
[10, 4, 2, 1]
[12, 6, 2, 5]
[4, 7, 6, 2]
[14, 6, 11, 7]
[2, 6, 10, 8]
[13, 7, 11, 1]
[2, 10, 0, 1]
[14, 13, 1, 7]
[14, 9, 6, 5]
[4, 8, 0, 2]
[2, 7, 4, 6]
[14, 0, 11, 1]
[1, 9, 0, 8]
[8, 11, 6, 1]
[8, 1, 7, 13]
[10, 3, 6, 13]
[3, 7, 6, 10]
[4, 8, 0, 13]
[13, 11, 4, 10]
[11, 2, 13, 1]
[3, 12, 0, 5]
[8, 7, 6, 11]
[14, 11, 8, 9]
[14, 5, 9, 0]
[2, 6, 12, 3]
[11, 2, 1, 14]
[11, 8, 7, 2]
[12, 14, 1, 3]
[7, 11, 4, 6]
[1, 2, 5, 9]
[12, 14, 0, 10]
[4, 14, 9, 13]
[13, 0, 2, 12]
[4, 13, 11, 0]
[14, 13, 1, 5]
[14, 0, 4, 9]
[6, 14, 13, 0]
[3, 10, 13, 7]
[12, 10, 2, 4]
[6, 9, 4, 8]
[11, 2, 10, 12]
[2, 14, 11, 13]
[6, 1, 9, 14]
[1, 11, 9, 4]
[9, 12, 7, 11]
[11, 4, 2, 5]
[9, 5, 14, 7]
[11, 0, 3, 1]
[11, 6, 5, 14]
[14, 3, 4, 5]
[13, 1, 8, 0]
[2, 5, 4, 0]
[9, 8, 11, 6]
[3, 12, 11, 0]
[10, 12, 9, 2]
[2, 5, 14, 8]
[14, 4, 13, 1]
[13, 6, 7, 14]
[0, 5, 1, 3]
[9, 0, 14, 8]
[7, 5, 14, 6]
[11, 9, 12, 3]
[9, 10, 13, 14]
[13, 5, 9, 6]
[8, 1, 5, 0]
[3, 13, 0, 5]
[7, 12, 2, 9]
[4, 3, 9, 11]
[10, 13, 5, 14]
[0, 2, 11, 4]
[10, 13, 9, 14]
[0, 2, 13, 12]
[9, 11, 2, 5]
[2, 13, 9, 8]
[9, 5, 6, 10]
[13, 3, 11, 0]
[2, 0, 4, 1]
[14, 9, 11, 12]
[4, 13, 3, 9]
[10, 12, 1, 11]
[11, 6, 5, 10]
[1, 14, 6, 9]
[0, 13, 12, 5]
[10, 13, 6, 2]
[3, 7, 4, 5]
[2, 6, 3, 7]
[6, 10, 12, 4]
[6, 12, 10, 11]
[12, 0, 13, 6]
[6, 0, 11, 1]
[0, 6, 1, 3]
[11, 12, 2, 1]
[1, 11, 14, 10]
[0, 10, 3, 14]
[1, 6, 2, 9]
[12, 13, 8, 5]
[4, 10, 6, 1]
[1, 7, 2, 10]
[1, 6, 8, 11]
[11, 13, 12, 2]
[9, 0, 8, 11]
[14, 0, 5, 8]
[0, 13, 7, 11]
[6, 11, 0, 7]
[3, 0, 13, 12]
[10, 11, 3, 7]
[0, 7, 13, 10]
[8, 3, 13, 12]
[3, 8, 14, 7]
[11, 2, 12, 9]
[14, 12, 2, 8]
[7, 5, 9, 4]
[8, 0, 11, 10]
[12, 11, 9, 2]
[9, 13, 5, 0]
[7, 8, 13, 11]
[2, 8, 0, 12]
[10, 13, 0, 2]
[5, 14, 10, 9]
[1, 6, 8, 3]
[14, 5, 3, 2]
[13, 12, 10, 2]
[1, 8, 9, 10]
[2, 10, 6, 14]
[6, 7, 1, 3]
[4, 0, 5, 13]
[13, 5, 8, 12]
[14, 2, 1, 3]
[7, 9, 12, 0]
[1, 7, 12, 8]
[8, 4, 5, 12]
[3, 9, 12, 4]
[1, 4, 0, 9]
[8, 7, 0, 5]
[11, 5, 12, 4]
[12, 13, 8, 5]
[11, 12, 10, 9]
[0, 3, 5, 9]
[9, 13, 1, 4]
[10, 8, 2, 0]
[13, 5, 12, 11]
[9, 14, 3, 6]
[4, 0, 9, 7]
[8, 7, 3, 14]
[13, 2, 3, 4]
[1, 10, 13, 0]
[0, 10, 11, 6]
[5, 9, 10, 8]
[14, 11, 3, 0]
[4, 6, 0, 5]
[4, 8, 1, 7]
[7, 8, 0, 13]
[13, 8, 4, 3]
[10, 11, 0, 1]
[12, 5, 9, 11]
[2, 5, 0, 9]
[13, 11, 2, 9]
[5, 3, 4, 8]
