P1,P2,...,Pn
[13, 11, 7, 9, 4]
[2, 7, 3, 12, 14]
[1, 0, 11, 14, 8]
[10, 8, 11, 9, 14]
[1, 8, 13, 2, 14]
[7, 6, 13, 10, 8]
[4, 13, 1, 8, 14]
[4, 1, 8, 13, 14]
[12, 4, 13, 3, 0]
[2, 9, 13, 0, 11]
[11, 14, 7, 3, 5]
[14, 11, 3, 7, 10]
[8, 3, 1, 12, 2]
[8, 4, 0, 3, 12]
[14, 5, 0, 11, 10]
[4, 2, 8, 9, 0]
[10, 2, 4, 12, 11]
[14, 2, 5, 6, 12]
[14, 0, 1, 2, 8]
[6, 11, 4, 13, 7]
[11, 0, 7, 1, 13]
[11, 1, 5, 4, 3]
[8, 2, 11, 7, 14]
[2, 13, 8, 6, 3]
[3, 12, 13, 4, 9]
[5, 0, 10, 9, 12]
[5, 9, 10, 4, 7]
[4, 5, 9, 0, 8]
[1, 4, 11, 14, 12]
[13, 2, 10, 1, 9]
[2, 6, 4, 10, 0]
[0, 3, 8, 6, 9]
[3, 14, 9, 6, 0]
[7, 6, 5, 8, 4]
[3, 13, 6, 9, 8]
[7, 12, 13, 0, 3]
[12, 11, 6, 4, 0]
[8, 7, 3, 1, 6]
[0, 14, 4, 7, 11]
[11, 4, 14, 2, 8]
[14, 4, 12, 9, 7]
[10, 0, 4, 12, 11]
[11, 6, 4, 12, 14]
[12, 14, 5, 9, 2]
[1, 4, 13, 5, 9]
[12, 2, 7, 4, 0]
[12, 14, 6, 9, 1]
[14, 12, 8, 2, 1]
[5, 2, 3, 0, 7]
[0, 2, 3, 13, 8]
[11, 10, 7, 8, 5]
[6, 3, 2, 5, 12]
[3, 1, 6, 14, 9]
[10, 12, 11, 13, 5]
[4, 3, 14, 0, 12]
[9, 13, 8, 5, 14]
[14, 7, 12, 3, 8]
[1, 10, 8, 12, 0]
[3, 14, 5, 2, 7]
[3, 2, 4, 8, 10]
[7, 10, 5, 9, 8]
[0, 8, 3, 14, 2]
[8, 1, 6, 10, 4]
[8, 3, 10, 4, 9]
[1, 2, 4, 5, 12]
