P1,P2,...,Pn
[8, 12, 10, 11]
[7, 9, 4, 3]
[0, 8, 5, 13]
[8, 11, 3, 1]
[12, 14, 8, 11]
[6, 4, 9, 1]
[6, 8, 9, 2]
[2, 10, 8, 13]
[10, 1, 0, 14]
[0, 10, 12, 14]
[6, 8, 4, 9]
[12, 9, 13, 2]
[2, 13, 1, 14]
[9, 2, 8, 0]
[5, 13, 2, 10]
[0, 12, 9, 3]
[10, 4, 6, 1]
[1, 14, 7, 5]
[3, 9, 11, 0]
[10, 0, 1, 4]
[2, 11, 8, 0]
[5, 12, 11, 13]
[9, 6, 13, 10]
[13, 6, 10, 0]
[2, 14, 6, 8]
[5, 7, 3, 9]
[1, 13, 6, 2]
[2, 11, 5, 14]
[7, 4, 1, 14]
[14, 11, 1, 2]
[10, 2, 5, 13]
[11, 0, 14, 13]
[10, 4, 1, 11]
[1, 4, 5, 2]
[5, 4, 1, 11]
[13, 12, 1, 3]
[9, 11, 5, 6]
[1, 11, 5, 6]
[13, 12, 4, 7]
[14, 5, 6, 10]
[5, 9, 1, 0]
[4, 2, 10, 14]
[13, 11, 4, 12]
[1, 7, 3, 12]
[12, 3, 1, 4]
[10, 9, 0, 8]
[6, 0, 3, 10]
[13, 12, 11, 0]
[0, 9, 8, 1]
[4, 9, 2, 13]
[12, 4, 8, 0]
[11, 14, 5, 4]
[1, 12, 13, 2]
[0, 8, 7, 13]
[9, 12, 14, 3]
[12, 1, 0, 14]
[8, 7, 3, 4]
[11, 14, 2, 1]
[0, 5, 12, 14]
[0, 14, 13, 5]
[9, 14, 5, 13]
[1, 8, 13, 0]
[14, 4, 6, 9]
[9, 8, 4, 13]
[0, 12, 13, 10]
[0, 4, 5, 8]
[1, 3, 0, 6]
[0, 13, 11, 3]
[8, 13, 5, 6]
[13, 8, 3, 12]
[8, 9, 7, 14]
[7, 13, 12, 14]
[5, 10, 2, 8]
[1, 11, 5, 12]
[14, 4, 8, 3]
[14, 1, 6, 13]
[3, 6, 14, 0]
[13, 8, 10, 11]
[11, 13, 5, 14]
[2, 5, 14, 7]
[2, 7, 6, 3]
[8, 4, 11, 1]
[6, 8, 1, 4]
[7, 0, 12, 2]
[0, 7, 14, 3]
[8, 5, 6, 12]
[7, 2, 11, 14]
[1, 11, 3, 12]
[9, 11, 10, 13]
[10, 3, 2, 13]
[11, 5, 4, 3]
[4, 0, 6, 14]
[5, 12, 8, 14]
[12, 13, 9, 10]
[14, 8, 6, 0]
[13, 7, 8, 0]
[6, 0, 2, 11]
[11, 12, 10, 6]
