P1,P2,...,Pn
[1, 3, 7, 13, 14]
[12, 7, 13, 9, 2]
[14, 11, 4, 10, 0]
[1, 4, 12, 11, 6]
[6, 3, 9, 11, 14]
[11, 12, 0, 8, 14]
[2, 3, 11, 6, 5]
[10, 7, 1, 14, 12]
[9, 4, 7, 5, 11]
[5, 7, 9, 14, 1]
[11, 9, 6, 2, 12]
[6, 7, 8, 5, 11]
[2, 9, 5, 4, 6]
[4, 1, 0, 14, 3]
[6, 5, 2, 13, 1]
[12, 13, 8, 9, 0]
[7, 14, 8, 3, 0]
[11, 8, 6, 2, 10]
[12, 0, 10, 8, 11]
[10, 4, 0, 9, 1]
[5, 2, 7, 13, 8]
[12, 13, 0, 3, 2]
[12, 0, 14, 5, 7]
[14, 13, 11, 6, 5]
[0, 14, 12, 7, 6]
[8, 6, 9, 5, 3]
[3, 10, 4, 14, 8]
[3, 11, 4, 6, 12]
[2, 10, 8, 3, 1]
[12, 13, 4, 10, 9]
[2, 7, 4, 5, 1]
[13, 7, 3, 1, 9]
[0, 6, 7, 2, 3]
[9, 4, 3, 14, 8]
[13, 4, 12, 1, 10]
[0, 9, 7, 14, 3]
[9, 3, 1, 4, 2]
[3, 2, 12, 14, 0]
[3, 12, 6, 10, 8]
[7, 8, 10, 2, 3]
[0, 6, 10, 7, 3]
[13, 11, 7, 12, 10]
[8, 13, 14, 6, 7]
[10, 14, 13, 5, 7]
[10, 2, 13, 14, 0]
[8, 10, 9, 5, 13]
[8, 5, 2, 14, 7]
[4, 2, 0, 11, 6]
[4, 5, 11, 1, 13]
[10, 1, 13, 6, 14]
[11, 5, 4, 6, 3]
[12, 1, 13, 11, 2]
[3, 12, 13, 14, 4]
