P1,P2,...,Pn
[9, 8, 10, 2]
[3, 10, 6, 12]
[7, 11, 4, 1]
[4, 9, 1, 13]
[9, 11, 2, 7]
[1, 11, 0, 9]
[4, 9, 6, 13]
[9, 8, 5, 1]
[0, 7, 13, 10]
[9, 0, 1, 12]
[9, 12, 0, 4]
[11, 7, 12, 13]
[0, 1, 3, 4]
[12, 1, 14, 8]
[1, 6, 13, 4]
[12, 4, 10, 11]
[3, 5, 1, 10]
[1, 0, 7, 5]
[8, 10, 6, 3]
[8, 7, 11, 1]
[13, 8, 0, 11]
[11, 10, 3, 12]
[0, 4, 3, 5]
[9, 4, 2, 8]
[9, 10, 12, 3]
[6, 9, 4, 11]
[12, 7, 11, 5]
[14, 7, 3, 13]
[12, 7, 2, 8]
[5, 3, 12, 14]
[13, 3, 14, 4]
[11, 13, 4, 6]
[6, 11, 3, 7]
[7, 14, 13, 12]
[7, 6, 14, 2]
[4, 3, 12, 14]
[0, 11, 12, 14]
[5, 7, 11, 13]
[2, 6, 4, 14]
[4, 3, 12, 6]
[11, 10, 8, 7]
[1, 5, 4, 2]
[1, 2, 5, 3]
[11, 7, 8, 6]
[14, 4, 3, 11]
[2, 7, 0, 1]
[11, 9, 13, 1]
[6, 14, 0, 5]
[7, 14, 6, 9]
[0, 7, 5, 2]
[3, 10, 0, 2]
[11, 5, 8, 3]
[4, 11, 7, 8]
[4, 5, 2, 8]
[10, 0, 6, 3]
[1, 9, 0, 14]
[4, 12, 2, 0]
[13, 5, 6, 14]
[0, 9, 5, 6]
[6, 5, 4, 8]
[6, 11, 0, 2]
[7, 10, 0, 3]
[0, 1, 2, 7]
[11, 7, 2, 1]
[13, 4, 3, 0]
[5, 14, 0, 1]
[14, 9, 3, 6]
[4, 11, 3, 8]
[1, 0, 9, 13]
[3, 11, 5, 12]
[11, 12, 3, 13]
[2, 7, 12, 8]
[6, 11, 3, 2]
[1, 11, 10, 4]
[2, 7, 3, 10]
[11, 8, 1, 6]
[2, 7, 6, 4]
[7, 5, 1, 13]
[2, 14, 6, 5]
[9, 2, 7, 12]
[13, 1, 12, 9]
[10, 8, 5, 11]
[4, 5, 3, 6]
[10, 2, 1, 4]
[9, 0, 1, 6]
[11, 7, 2, 12]
[4, 5, 11, 7]
[14, 8, 11, 10]
[14, 7, 1, 10]
[10, 7, 6, 4]
[8, 3, 5, 10]
[0, 2, 5, 11]
[11, 5, 4, 7]
[12, 1, 3, 6]
[11, 13, 7, 3]
[4, 13, 1, 11]
[4, 14, 3, 6]
[5, 3, 2, 4]
[2, 12, 3, 9]
[1, 5, 9, 13]
[3, 1, 10, 2]
[0, 9, 2, 8]
[3, 5, 10, 11]
[9, 6, 11, 12]
[3, 1, 5, 11]
[0, 10, 14, 11]
[11, 9, 7, 5]
[7, 2, 12, 11]
[7, 13, 4, 12]
[4, 11, 9, 5]
[5, 11, 1, 3]
[12, 1, 13, 4]
[2, 12, 8, 6]
[3, 14, 8, 11]
[3, 14, 8, 4]
[11, 13, 0, 4]
[8, 1, 2, 13]
[9, 12, 14, 0]
[8, 6, 14, 12]
[6, 5, 0, 14]
[10, 0, 13, 5]
[2, 5, 8, 3]
[9, 1, 2, 10]
[2, 11, 13, 5]
[4, 8, 14, 3]
[6, 8, 14, 12]
[1, 5, 8, 4]
[5, 12, 4, 7]
[1, 4, 7, 5]
[12, 5, 13, 7]
[5, 14, 1, 9]
[3, 5, 7, 6]
[9, 10, 2, 11]
[6, 2, 13, 9]
[5, 4, 13, 7]
[11, 13, 5, 8]
[10, 14, 1, 5]
[4, 12, 1, 7]
[1, 2, 13, 14]
[8, 11, 6, 12]
[5, 8, 0, 4]
[11, 14, 3, 8]
[2, 5, 3, 8]
[8, 14, 7, 5]
[8, 1, 10, 9]
[13, 5, 3, 14]
[12, 10, 13, 1]
[6, 2, 1, 7]
[11, 3, 9, 12]
[14, 10, 12, 11]
[1, 9, 13, 0]
[10, 8, 0, 9]
[12, 1, 8, 2]
[8, 2, 9, 7]
[0, 5, 6, 12]
[8, 5, 1, 6]
[5, 13, 8, 1]
[6, 8, 14, 12]
[4, 10, 7, 9]
[1, 13, 4, 8]
[7, 2, 1, 0]
[12, 13, 14, 10]
[2, 10, 5, 14]
[3, 11, 9, 10]
[8, 11, 2, 12]
[11, 9, 2, 6]
[6, 3, 9, 12]
[6, 3, 12, 13]
[4, 8, 2, 13]
[3, 0, 6, 11]
[6, 12, 2, 13]
[4, 8, 11, 13]
[12, 5, 4, 3]
[6, 7, 8, 11]
[8, 1, 13, 0]
[1, 10, 5, 11]
[13, 3, 2, 11]
[8, 0, 11, 7]
[11, 2, 3, 9]
[2, 12, 10, 11]
[4, 5, 1, 7]
[1, 2, 12, 14]
[0, 3, 8, 6]
[4, 5, 9, 14]
[6, 14, 8, 13]
[1, 6, 3, 12]
[0, 4, 13, 8]
[5, 8, 10, 4]
[8, 2, 13, 0]
[9, 8, 4, 1]
[7, 0, 12, 9]
[12, 10, 11, 1]
[9, 3, 14, 4]
[7, 6, 4, 10]
[0, 12, 9, 13]
[3, 8, 12, 6]
[1, 10, 4, 6]
[9, 2, 6, 1]
[4, 5, 0, 13]
[6, 2, 14, 13]
[6, 3, 1, 5]
[5, 0, 6, 1]
[14, 5, 8, 12]
[12, 7, 9, 14]
[14, 12, 2, 9]
[7, 9, 1, 5]
[1, 14, 8, 7]
[3, 7, 12, 9]
[13, 1, 9, 4]
[10, 0, 2, 7]
[11, 5, 13, 3]
[5, 6, 10, 11]
[1, 13, 10, 6]
[2, 3, 10, 1]
