P1,P2,...,Pn
[10, 5, 3, 8, 11]
[14, 0, 11, 2, 4]
[7, 1, 11, 12, 6]
[2, 13, 0, 10, 14]
[5, 8, 3, 14, 10]
[3, 9, 8, 13, 12]
[2, 5, 11, 0, 13]
[0, 12, 1, 2, 10]
[1, 5, 13, 12, 6]
[0, 5, 10, 7, 6]
[9, 5, 2, 0, 10]
[4, 8, 0, 12, 1]
[11, 14, 3, 5, 4]
[3, 13, 14, 11, 1]
[3, 8, 5, 0, 12]
[9, 5, 12, 10, 2]
[8, 6, 2, 0, 5]
[8, 7, 1, 10, 14]
[12, 2, 10, 3, 7]
[11, 0, 2, 3, 12]
[6, 3, 11, 13, 7]
[11, 13, 7, 10, 0]
[0, 12, 13, 10, 5]
[0, 3, 5, 1, 13]
[9, 3, 6, 12, 4]
[14, 0, 3, 11, 13]
[10, 11, 6, 5, 3]
[9, 0, 4, 13, 2]
[6, 11, 8, 10, 14]
[11, 4, 0, 12, 14]
[5, 4, 8, 14, 6]
[13, 7, 5, 9, 14]
[13, 5, 6, 12, 1]
[9, 10, 14, 8, 2]
[6, 5, 9, 3, 8]
[1, 9, 6, 0, 10]
[1, 5, 13, 7, 9]
[8, 3, 9, 14, 12]
[10, 0, 7, 9, 14]
[8, 5, 7, 12, 10]
[4, 1, 2, 12, 7]
[3, 9, 11, 10, 7]
[10, 8, 6, 2, 1]
[11, 1, 5, 9, 7]
[3, 10, 2, 14, 0]
[10, 0, 13, 7, 3]
[3, 2, 6, 5, 13]
[8, 3, 5, 10, 13]
[12, 14, 9, 10, 5]
[0, 9, 4, 12, 1]
[13, 10, 3, 8, 4]
[5, 6, 13, 9, 4]
[13, 9, 12, 3, 0]
[14, 11, 9, 5, 13]
[12, 6, 13, 5, 7]
[9, 14, 12, 3, 0]
[12, 8, 6, 14, 3]
[12, 10, 4, 14, 7]
[8, 13, 9, 0, 4]
[1, 11, 3, 9, 12]
[2, 3, 0, 5, 6]
[14, 8, 2, 1, 12]
[11, 8, 13, 14, 5]
[11, 7, 9, 14, 3]
[13, 8, 12, 0, 11]
[4, 11, 14, 6, 1]
[7, 14, 8, 3, 13]
[5, 0, 4, 3, 12]
[3, 7, 6, 12, 10]
[8, 1, 3, 13, 12]
[4, 11, 3, 13, 7]
[10, 3, 1, 2, 9]
[12, 5, 11, 6, 9]
[7, 14, 0, 10, 5]
[12, 1, 6, 9, 4]
[8, 9, 12, 13, 2]
[2, 10, 4, 1, 7]
[9, 0, 6, 11, 14]
[3, 5, 4, 2, 9]
[0, 2, 8, 14, 12]
[1, 8, 7, 12, 9]
[8, 12, 10, 4, 3]
[0, 7, 1, 13, 12]
[0, 10, 5, 9, 2]
[10, 14, 1, 3, 11]
[0, 8, 2, 11, 7]
[13, 10, 6, 5, 7]
[11, 2, 10, 14, 6]
[10, 12, 6, 5, 0]
[13, 9, 2, 8, 6]
[10, 12, 6, 7, 8]
[0, 1, 13, 8, 14]
[8, 13, 14, 4, 3]
[10, 1, 11, 14, 3]
[7, 9, 8, 2, 0]
[5, 3, 8, 1, 2]
[9, 4, 2, 11, 1]
[11, 6, 7, 8, 0]
[2, 6, 8, 14, 7]
[4, 10, 1, 13, 14]
[7, 14, 9, 8, 2]
[12, 3, 14, 6, 8]
[12, 0, 8, 10, 1]
[11, 9, 7, 2, 6]
[9, 6, 5, 8, 12]
[7, 8, 14, 4, 3]
[1, 2, 13, 6, 4]
[9, 10, 14, 8, 7]
