P1,P2,...,Pn
[6, 3, 14, 13, 11]
[8, 4, 11, 14, 7]
[10, 0, 12, 14, 8]
[9, 7, 5, 0, 13]
[1, 7, 12, 10, 14]
[10, 1, 7, 9, 14]
[14, 3, 11, 8, 12]
[13, 3, 5, 10, 14]
[8, 5, 11, 9, 12]
[11, 6, 12, 2, 8]
[4, 6, 0, 10, 7]
[12, 6, 8, 9, 13]
[5, 6, 2, 9, 7]
[7, 2, 12, 13, 10]
[1, 9, 13, 6, 5]
[0, 2, 7, 14, 12]
[2, 12, 8, 7, 10]
[12, 6, 5, 0, 9]
[9, 13, 8, 0, 7]
[6, 4, 9, 2, 0]
[0, 9, 6, 7, 11]
[10, 9, 8, 6, 4]
[2, 3, 13, 9, 4]
[14, 0, 5, 7, 10]
[5, 8, 13, 3, 6]
[1, 2, 14, 7, 9]
[8, 1, 12, 14, 9]
[4, 6, 5, 1, 2]
[7, 0, 1, 8, 6]
[12, 5, 6, 9, 7]
[6, 7, 12, 2, 8]
[13, 9, 12, 7, 8]
[11, 1, 5, 13, 7]
[12, 3, 7, 4, 9]
[1, 10, 4, 3, 7]
[3, 5, 9, 4, 12]
[1, 2, 8, 13, 0]
[7, 14, 6, 12, 5]
[2, 7, 10, 3, 14]
[8, 10, 7, 6, 3]
[5, 4, 12, 14, 10]
[12, 9, 6, 14, 3]
[12, 14, 5, 4, 3]
[10, 9, 14, 13, 8]
[5, 1, 7, 6, 0]
[14, 6, 7, 5, 9]
[8, 3, 9, 1, 7]
[14, 11, 2, 4, 8]
[1, 12, 5, 6, 11]
[7, 3, 5, 9, 12]
[8, 3, 6, 11, 13]
[8, 6, 11, 13, 1]
[1, 3, 12, 2, 14]
[2, 14, 6, 11, 10]
[8, 3, 2, 5, 0]
[10, 7, 8, 11, 5]
[0, 9, 3, 10, 14]
[1, 2, 9, 4, 8]
[0, 3, 13, 8, 11]
[5, 13, 14, 3, 4]
[10, 9, 12, 2, 8]
[6, 7, 3, 0, 5]
[8, 13, 9, 3, 12]
[6, 5, 0, 2, 14]
[1, 2, 12, 11, 5]
[14, 10, 3, 6, 7]
[2, 0, 4, 11, 9]
[1, 10, 4, 8, 6]
[0, 1, 12, 13, 3]
[1, 2, 14, 4, 5]
[7, 2, 9, 6, 12]
[8, 13, 6, 1, 14]
[5, 13, 4, 0, 9]
[2, 7, 13, 6, 10]
[14, 0, 11, 5, 6]
[14, 3, 2, 6, 13]
[1, 0, 13, 10, 9]
[2, 14, 9, 13, 1]
[4, 9, 11, 12, 5]
[6, 0, 3, 7, 12]
[9, 6, 5, 0, 12]
[9, 4, 8, 10, 11]
[10, 7, 13, 3, 6]
[1, 10, 14, 5, 11]
[6, 1, 4, 8, 10]
[12, 2, 14, 3, 1]
[1, 2, 11, 8, 7]
[14, 11, 0, 2, 4]
[10, 9, 7, 3, 8]
[0, 5, 8, 7, 6]
[14, 2, 8, 9, 13]
[14, 11, 6, 5, 0]
[9, 2, 13, 4, 6]
[13, 7, 8, 2, 11]
[13, 10, 9, 14, 7]
[6, 9, 12, 11, 5]
