P1,P2,...,Pn
[10, 7, 2, 12, 3]
[5, 6, 3, 0, 1]
[5, 6, 14, 0, 10]
[9, 13, 0, 10, 6]
[1, 4, 11, 12, 10]
[1, 7, 14, 6, 5]
[11, 5, 8, 0, 2]
[6, 4, 5, 3, 8]
[13, 3, 8, 2, 10]
[11, 0, 14, 12, 1]
[13, 2, 4, 7, 6]
[0, 8, 9, 2, 1]
[5, 0, 1, 2, 9]
[13, 14, 12, 6, 0]
[3, 11, 14, 2, 12]
[9, 13, 6, 10, 8]
[5, 6, 0, 12, 13]
[0, 12, 9, 7, 1]
[0, 6, 12, 13, 11]
[5, 10, 9, 3, 12]
[8, 0, 7, 13, 3]
[11, 4, 1, 5, 0]
[11, 5, 13, 12, 4]
[9, 2, 13, 12, 7]
[10, 2, 12, 6, 3]
[8, 11, 13, 2, 14]
[2, 8, 5, 12, 6]
[7, 11, 1, 13, 0]
[7, 3, 13, 10, 4]
[1, 14, 10, 0, 12]
[8, 11, 1, 7, 2]
[2, 0, 8, 3, 12]
[12, 2, 3, 9, 13]
[5, 0, 10, 6, 4]
[12, 2, 14, 7, 0]
[12, 9, 1, 6, 2]
[3, 2, 1, 6, 0]
[13, 1, 3, 10, 8]
[9, 3, 7, 4, 2]
[7, 12, 8, 0, 11]
[8, 2, 11, 10, 14]
[10, 0, 1, 12, 11]
[0, 8, 1, 12, 9]
[9, 3, 13, 7, 0]
[10, 3, 12, 14, 4]
[3, 14, 6, 8, 0]
[13, 4, 7, 10, 12]
[2, 10, 12, 6, 14]
[5, 9, 11, 1, 0]
[9, 11, 2, 6, 3]
[10, 13, 14, 5, 0]
[10, 5, 6, 12, 1]
[14, 4, 6, 3, 5]
[0, 9, 11, 7, 3]
[3, 10, 12, 11, 6]
[1, 7, 0, 11, 6]
[8, 13, 0, 1, 11]
[7, 11, 8, 14, 2]
[4, 3, 12, 5, 0]
[8, 13, 11, 12, 10]
[6, 1, 5, 11, 7]
[4, 3, 11, 0, 6]
[10, 14, 6, 5, 3]
[13, 9, 5, 11, 8]
[9, 10, 4, 6, 14]
[9, 3, 5, 8, 12]
[1, 4, 13, 9, 10]
[13, 11, 6, 10, 4]
[6, 8, 14, 2, 5]
[9, 0, 13, 3, 5]
[7, 8, 5, 10, 9]
