P1,P2,...,Pn
[5, 12, 1, 10]
[2, 7, 0, 9]
[11, 3, 0, 6]
[7, 6, 14, 0]
[13, 1, 5, 7]
[10, 13, 14, 4]
[14, 5, 1, 3]
[5, 9, 1, 4]
[12, 2, 10, 13]
[6, 11, 2, 0]
[13, 4, 5, 14]
[14, 7, 3, 10]
[2, 13, 12, 4]
[7, 9, 8, 12]
[12, 3, 6, 1]
[3, 13, 2, 14]
[4, 13, 0, 9]
[0, 4, 12, 3]
[10, 14, 1, 11]
[3, 11, 0, 7]
[8, 9, 1, 0]
[5, 14, 11, 7]
[8, 1, 12, 10]
[7, 9, 11, 6]
[4, 0, 13, 12]
[14, 13, 2, 8]
[1, 10, 12, 6]
[3, 11, 14, 9]
[0, 8, 14, 10]
[5, 3, 2, 14]
[11, 7, 4, 6]
[9, 8, 4, 13]
[9, 8, 6, 1]
[9, 4, 2, 7]
[11, 9, 4, 3]
[9, 0, 3, 6]
[4, 7, 0, 11]
[2, 8, 9, 11]
[1, 10, 4, 6]
[4, 6, 1, 12]
[12, 7, 13, 2]
[10, 0, 8, 6]
[4, 0, 1, 7]
[8, 13, 3, 9]
[2, 0, 5, 13]
[7, 10, 1, 3]
[7, 5, 2, 9]
[8, 11, 0, 3]
[12, 5, 4, 2]
[2, 1, 8, 12]
[12, 6, 1, 10]
[10, 5, 4, 9]
[9, 7, 11, 5]
[9, 11, 5, 12]
[12, 10, 7, 13]
[11, 6, 2, 0]
[13, 6, 8, 4]
[11, 13, 10, 1]
[2, 3, 1, 5]
[13, 8, 12, 14]
[3, 9, 5, 7]
[7, 4, 0, 1]
[12, 1, 13, 4]
[4, 11, 2, 0]
[1, 12, 3, 14]
[10, 4, 1, 5]
[3, 6, 0, 12]
[9, 2, 4, 11]
[4, 5, 9, 14]
[2, 13, 8, 7]
[5, 6, 14, 4]
[13, 0, 3, 9]
[9, 11, 6, 5]
[9, 2, 5, 13]
[1, 14, 11, 5]
[2, 0, 9, 8]
[14, 4, 0, 2]
[14, 11, 4, 0]
[11, 13, 5, 12]
[3, 2, 7, 8]
[14, 2, 11, 5]
[1, 13, 11, 7]
[9, 0, 8, 4]
[9, 0, 6, 5]
[1, 5, 14, 10]
[13, 8, 1, 0]
[0, 1, 11, 10]
[1, 8, 10, 4]
[14, 7, 11, 6]
[6, 8, 4, 11]
[8, 13, 11, 12]
[6, 14, 7, 11]
[12, 1, 0, 4]
[8, 0, 6, 12]
[0, 11, 13, 5]
[2, 10, 6, 4]
[12, 5, 1, 9]
[7, 5, 8, 10]
[2, 10, 3, 13]
[4, 3, 13, 2]
[9, 13, 0, 5]
[1, 6, 0, 3]
[10, 1, 0, 2]
[0, 11, 2, 6]
[8, 5, 6, 3]
[5, 4, 1, 7]
[1, 5, 7, 2]
[14, 12, 4, 1]
[0, 4, 6, 5]
[9, 3, 0, 10]
[9, 8, 7, 14]
[12, 1, 5, 0]
[4, 7, 9, 8]
[10, 7, 13, 0]
[6, 13, 0, 1]
[5, 7, 11, 12]
[11, 0, 4, 7]
[10, 12, 2, 4]
[5, 13, 6, 10]
[12, 4, 5, 7]
[6, 12, 9, 4]
[13, 6, 9, 12]
[14, 1, 12, 6]
[8, 1, 9, 0]
[4, 13, 14, 9]
[0, 13, 14, 12]
[5, 10, 3, 9]
[0, 7, 6, 2]
[2, 3, 7, 14]
[13, 12, 9, 8]
[8, 2, 3, 4]
[14, 6, 0, 10]
[12, 11, 2, 3]
[3, 13, 1, 5]
[12, 2, 6, 11]
[5, 1, 14, 9]
[10, 4, 6, 2]
[3, 13, 2, 9]
[13, 3, 4, 8]
[13, 12, 10, 9]
[10, 3, 0, 8]
[1, 11, 0, 7]
[6, 2, 4, 10]
[0, 14, 5, 3]
[11, 0, 9, 6]
[10, 2, 1, 14]
[1, 6, 11, 13]
[8, 2, 14, 12]
[3, 13, 4, 14]
[9, 8, 7, 1]
[12, 0, 13, 4]
[0, 9, 13, 2]
[9, 13, 3, 7]
[6, 11, 10, 5]
[10, 5, 9, 6]
[12, 8, 1, 3]
[3, 2, 12, 13]
[0, 14, 11, 9]
