P1,P2,...,Pn
[2, 3, 6, 13, 14]
[6, 11, 7, 2, 12]
[6, 5, 13, 2, 4]
[9, 11, 12, 13, 3]
[4, 13, 9, 14, 3]
[1, 12, 2, 4, 7]
[5, 3, 11, 12, 9]
[6, 7, 1, 14, 0]
[13, 3, 4, 2, 14]
[5, 3, 7, 10, 4]
[4, 8, 5, 11, 3]
[7, 6, 13, 12, 11]
[14, 0, 3, 12, 9]
[0, 8, 10, 5, 1]
[14, 0, 1, 10, 9]
[10, 14, 4, 11, 2]
[11, 4, 5, 0, 14]
[6, 3, 1, 12, 4]
[1, 8, 7, 9, 5]
[12, 7, 4, 11, 0]
[5, 10, 14, 4, 12]
[4, 3, 13, 10, 11]
[2, 0, 11, 10, 6]
[10, 9, 6, 14, 2]
[2, 9, 8, 7, 11]
[9, 10, 4, 5, 14]
[8, 9, 12, 5, 11]
[6, 10, 3, 1, 7]
[5, 10, 8, 7, 9]
[1, 4, 8, 3, 7]
[1, 6, 2, 5, 11]
[14, 11, 6, 13, 8]
[14, 10, 4, 5, 12]
[5, 10, 2, 11, 7]
[12, 7, 10, 8, 9]
[10, 5, 7, 0, 9]
[8, 2, 5, 1, 7]
[2, 1, 14, 13, 5]
[2, 8, 7, 11, 13]
[7, 2, 0, 1, 3]
[12, 8, 1, 11, 3]
[4, 6, 0, 1, 2]
[14, 3, 9, 4, 13]
[2, 13, 11, 10, 5]
[1, 3, 5, 11, 0]
[0, 6, 7, 9, 11]
[11, 1, 3, 2, 14]
[10, 0, 6, 13, 1]
[14, 7, 12, 10, 0]
[10, 3, 1, 7, 11]
[13, 1, 0, 14, 8]
[9, 7, 8, 13, 12]
[13, 1, 10, 7, 0]
[11, 2, 8, 14, 6]
[5, 11, 4, 0, 6]
[13, 2, 5, 9, 6]
[6, 4, 3, 1, 7]
[5, 2, 8, 11, 1]
[14, 4, 5, 2, 12]
[12, 9, 11, 0, 6]
[1, 11, 5, 14, 7]
[1, 3, 11, 2, 9]
[9, 5, 0, 3, 8]
