P1,P2,...,Pn
[2, 9, 3, 8, 5]
[11, 13, 14, 7, 0]
[6, 10, 5, 9, 1]
[2, 10, 6, 13, 12]
[7, 1, 10, 13, 3]
[10, 1, 12, 3, 4]
[1, 6, 0, 3, 14]
[9, 1, 10, 0, 11]
[12, 6, 8, 4, 0]
[11, 7, 12, 4, 8]
[4, 2, 7, 13, 10]
[1, 2, 12, 6, 8]
[3, 1, 8, 2, 14]
[10, 12, 5, 7, 4]
[8, 10, 9, 2, 7]
[1, 10, 14, 0, 13]
[10, 2, 9, 11, 7]
[9, 8, 3, 14, 13]
[12, 4, 8, 5, 7]
[7, 10, 9, 13, 4]
[0, 1, 6, 4, 8]
[10, 12, 4, 11, 13]
[8, 12, 9, 0, 2]
[13, 3, 2, 9, 8]
[12, 5, 10, 9, 4]
[2, 8, 12, 3, 11]
[12, 13, 1, 10, 0]
[2, 9, 3, 0, 12]
[7, 0, 6, 2, 4]
[4, 12, 5, 7, 8]
[14, 7, 4, 6, 5]
[14, 12, 8, 3, 1]
[13, 6, 8, 12, 7]
[3, 2, 0, 4, 12]
[12, 6, 14, 10, 5]
[6, 14, 11, 8, 0]
[8, 10, 12, 14, 13]
[8, 0, 1, 4, 2]
[14, 4, 3, 6, 11]
[1, 10, 9, 12, 8]
[11, 7, 1, 9, 0]
[1, 9, 10, 2, 4]
[4, 11, 2, 8, 1]
[0, 14, 9, 1, 6]
[1, 12, 8, 11, 6]
[9, 5, 12, 3, 2]
[2, 14, 3, 4, 10]
[10, 0, 13, 8, 6]
[7, 5, 11, 8, 0]
[11, 1, 9, 8, 10]
[14, 4, 13, 1, 0]
[1, 8, 11, 14, 5]
[3, 10, 6, 13, 8]
[10, 8, 4, 2, 3]
[5, 13, 10, 12, 4]
[8, 11, 12, 0, 10]
[6, 9, 12, 4, 2]
[0, 12, 9, 10, 6]
[4, 13, 12, 14, 0]
[8, 4, 5, 10, 9]
[12, 11, 10, 0, 13]
[2, 5, 0, 13, 7]
[9, 1, 11, 7, 3]
[9, 14, 4, 1, 6]
[0, 14, 2, 5, 8]
[14, 3, 12, 9, 0]
[6, 5, 13, 9, 10]
[10, 13, 14, 1, 9]
[8, 11, 3, 0, 6]
[8, 4, 7, 12, 13]
[0, 3, 14, 10, 4]
[6, 9, 4, 13, 14]
[4, 11, 2, 12, 8]
[9, 4, 14, 11, 6]
[4, 7, 0, 3, 11]
[14, 9, 12, 2, 8]
[11, 14, 0, 9, 10]
[8, 7, 12, 4, 3]
[5, 14, 8, 12, 10]
[6, 13, 9, 12, 14]
[6, 10, 11, 14, 5]
[10, 4, 3, 11, 1]
[13, 11, 4, 6, 0]
[7, 1, 13, 11, 9]
[0, 2, 10, 12, 6]
[5, 9, 7, 3, 1]
[14, 2, 11, 5, 4]
[4, 11, 0, 9, 12]
[12, 1, 2, 7, 11]
[14, 11, 12, 9, 2]
[2, 5, 1, 14, 3]
[5, 1, 2, 7, 8]
[5, 0, 1, 10, 13]
[2, 14, 8, 10, 0]
[13, 6, 8, 12, 7]
[5, 4, 0, 3, 7]
[12, 10, 4, 2, 9]
[14, 9, 11, 6, 13]
[3, 13, 0, 11, 14]
[6, 14, 2, 5, 12]
[11, 10, 13, 9, 6]
[5, 1, 4, 12, 0]
[8, 7, 5, 0, 9]
[13, 5, 4, 1, 7]
[7, 1, 6, 4, 2]
[13, 6, 8, 14, 12]
[5, 6, 3, 2, 13]
[4, 14, 6, 8, 0]
[12, 6, 14, 0, 10]
[13, 11, 6, 10, 5]
[4, 2, 9, 7, 3]
[5, 2, 11, 3, 7]
[11, 12, 5, 9, 2]
[6, 2, 10, 5, 4]
[1, 13, 11, 0, 14]
[9, 3, 10, 7, 12]
[4, 7, 6, 3, 13]
[13, 2, 11, 10, 3]
[14, 8, 13, 0, 6]
[6, 1, 5, 8, 9]
[8, 3, 11, 14, 2]
[2, 8, 14, 6, 11]
[4, 14, 3, 0, 8]
[14, 11, 0, 2, 3]
[3, 0, 6, 4, 10]
[14, 7, 3, 8, 9]
[5, 9, 1, 8, 6]
[10, 13, 0, 14, 7]
[12, 11, 4, 7, 6]
[10, 7, 12, 2, 3]
[13, 2, 6, 14, 7]
[6, 10, 5, 0, 14]
[13, 9, 2, 1, 3]
[9, 11, 0, 6, 5]
[3, 14, 5, 7, 1]
[0, 14, 4, 5, 6]
[12, 0, 10, 1, 5]
[8, 9, 3, 13, 14]
[2, 0, 8, 1, 9]
[11, 2, 12, 0, 10]
[11, 10, 1, 7, 0]
[11, 5, 12, 6, 10]
[8, 13, 12, 4, 1]
[13, 11, 7, 12, 1]
[13, 14, 3, 10, 8]
[4, 9, 11, 2, 8]
[14, 7, 10, 0, 3]
[1, 13, 0, 3, 7]
[0, 12, 9, 7, 10]
[4, 5, 9, 14, 3]
[10, 9, 7, 2, 3]
[4, 8, 10, 13, 6]
[6, 11, 9, 8, 2]
[6, 12, 11, 0, 10]
