P1,P2,...,Pn
[4, 2, 5, 10]
[9, 8, 13, 5]
[3, 5, 7, 14]
[14, 8, 9, 5]
[10, 4, 14, 1]
[9, 1, 5, 2]
[2, 1, 5, 13]
[5, 4, 9, 11]
[13, 0, 3, 7]
[2, 4, 14, 7]
[8, 1, 12, 5]
[2, 12, 3, 10]
[11, 2, 6, 9]
[0, 9, 10, 6]
[3, 11, 4, 5]
[9, 6, 0, 3]
[12, 14, 9, 8]
[4, 10, 3, 9]
[14, 10, 3, 7]
[0, 2, 12, 9]
[14, 9, 8, 12]
[12, 8, 0, 9]
[5, 8, 3, 6]
[13, 4, 5, 6]
[2, 3, 13, 6]
[9, 4, 0, 8]
[0, 7, 2, 10]
[9, 1, 13, 4]
[5, 11, 0, 1]
[13, 9, 4, 10]
[4, 5, 12, 2]
[8, 0, 10, 6]
[8, 11, 3, 14]
[10, 7, 3, 13]
[13, 5, 2, 7]
[14, 4, 3, 10]
[13, 6, 1, 7]
[1, 3, 10, 11]
[7, 10, 3, 6]
[3, 11, 5, 7]
[14, 13, 11, 5]
[5, 1, 7, 9]
[12, 0, 14, 10]
[7, 4, 6, 1]
[4, 2, 10, 5]
[13, 12, 5, 9]
[7, 2, 9, 12]
