P1,P2,...,Pn
[3, 0, 11, 12]
[0, 11, 7, 5]
[5, 0, 2, 4]
[8, 6, 3, 1]
[3, 2, 1, 5]
[10, 5, 4, 1]
[9, 5, 12, 13]
[13, 10, 6, 3]
[1, 0, 6, 10]
[8, 12, 4, 10]
[7, 6, 5, 1]
[11, 3, 14, 12]
[3, 7, 9, 12]
[8, 2, 6, 9]
[5, 9, 3, 11]
[3, 12, 11, 9]
[1, 2, 6, 11]
[14, 4, 12, 10]
[14, 8, 1, 11]
[2, 3, 5, 10]
[12, 13, 9, 0]
[9, 4, 10, 14]
[1, 0, 12, 2]
[14, 8, 0, 2]
[7, 12, 6, 8]
[14, 8, 10, 6]
[14, 4, 10, 11]
[0, 7, 13, 8]
[7, 4, 6, 2]
[0, 2, 12, 13]
[0, 2, 7, 6]
[0, 6, 8, 9]
[3, 8, 5, 7]
[6, 13, 0, 3]
[1, 2, 8, 14]
[7, 5, 11, 0]
[7, 6, 8, 13]
[2, 14, 0, 6]
[2, 5, 0, 12]
[13, 5, 4, 2]
[12, 8, 9, 1]
[5, 8, 4, 13]
[9, 12, 13, 7]
[14, 10, 8, 6]
[12, 4, 10, 13]
[10, 8, 3, 0]
[5, 4, 7, 14]
[12, 0, 11, 2]
[6, 1, 0, 11]
[8, 13, 0, 5]
[4, 9, 0, 3]
[2, 11, 12, 4]
[9, 0, 4, 14]
[4, 2, 11, 0]
[2, 13, 4, 14]
[4, 13, 1, 10]
[5, 3, 8, 7]
[8, 1, 2, 10]
[13, 7, 14, 5]
[2, 10, 14, 7]
[3, 11, 1, 14]
[14, 2, 13, 12]
[2, 12, 11, 8]
[5, 9, 12, 2]
[11, 1, 3, 4]
[12, 4, 2, 0]
[6, 2, 10, 4]
[12, 6, 7, 9]
[2, 9, 10, 4]
[12, 5, 6, 13]
[2, 5, 1, 6]
[9, 7, 3, 13]
[14, 6, 12, 11]
[14, 6, 1, 9]
[9, 10, 12, 7]
[6, 3, 14, 7]
[10, 6, 1, 14]
[11, 9, 10, 2]
[8, 3, 12, 9]
[13, 11, 3, 12]
[8, 3, 2, 6]
[14, 13, 8, 0]
[12, 8, 2, 13]
[13, 4, 3, 14]
[10, 2, 3, 5]
[6, 1, 5, 12]
[1, 7, 6, 2]
[12, 2, 10, 11]
[12, 13, 6, 8]
[13, 8, 10, 2]
[5, 14, 13, 10]
[3, 11, 6, 9]
[4, 14, 10, 13]
[12, 3, 10, 8]
[7, 1, 2, 8]
[14, 6, 12, 4]
[7, 8, 4, 12]
[4, 3, 11, 5]
[12, 14, 0, 8]
[1, 0, 11, 14]
[4, 0, 3, 9]
[4, 10, 5, 6]
[10, 4, 3, 13]
[8, 12, 5, 10]
[3, 1, 6, 9]
[9, 0, 2, 11]
[7, 9, 4, 11]
[8, 4, 10, 0]
[14, 7, 4, 3]
[7, 5, 12, 9]
[0, 8, 3, 7]
[1, 6, 13, 8]
[8, 9, 7, 1]
[12, 10, 9, 0]
[1, 10, 13, 5]
[11, 8, 13, 2]
[10, 12, 8, 0]
[13, 11, 3, 1]
[10, 8, 0, 12]
[5, 9, 0, 11]
[13, 8, 2, 3]
[7, 6, 8, 9]
[3, 4, 7, 10]
