P1,P2,...,Pn
[12, 9, 6, 10]
[12, 2, 5, 3]
[1, 2, 12, 0]
[8, 7, 10, 3]
[13, 5, 3, 14]
[13, 2, 3, 10]
[3, 4, 14, 0]
[12, 5, 6, 14]
[0, 1, 14, 13]
[11, 4, 5, 6]
[3, 0, 7, 5]
[12, 8, 2, 6]
[3, 12, 2, 11]
[1, 6, 4, 3]
[11, 6, 13, 0]
[10, 11, 0, 6]
[12, 14, 1, 5]
[10, 2, 14, 3]
[11, 12, 5, 3]
[2, 11, 8, 12]
[14, 11, 2, 5]
[14, 7, 3, 12]
[3, 10, 1, 11]
[3, 6, 9, 4]
[0, 5, 12, 10]
[7, 2, 12, 8]
[2, 8, 3, 13]
[4, 6, 2, 8]
[0, 10, 7, 9]
[8, 4, 2, 11]
[8, 6, 1, 9]
[3, 6, 7, 10]
[1, 5, 11, 9]
[9, 4, 11, 3]
[1, 6, 4, 11]
[6, 2, 9, 14]
[7, 10, 11, 2]
[13, 4, 6, 3]
[7, 9, 0, 6]
[7, 0, 5, 11]
[13, 3, 14, 11]
[3, 12, 14, 11]
[1, 0, 12, 7]
[13, 1, 5, 3]
[6, 11, 1, 3]
[9, 11, 7, 1]
[9, 12, 1, 0]
[4, 3, 7, 1]
[11, 8, 12, 0]
[1, 13, 14, 0]
[10, 5, 0, 12]
[7, 2, 8, 5]
[9, 4, 2, 11]
[11, 6, 8, 14]
[0, 11, 9, 12]
[8, 3, 9, 5]
[14, 4, 13, 1]
[8, 4, 1, 7]
[11, 12, 3, 10]
[3, 11, 8, 4]
[5, 9, 4, 11]
[11, 12, 14, 3]
[0, 13, 11, 3]
[10, 4, 2, 0]
[14, 1, 6, 9]
[7, 8, 14, 2]
[10, 0, 5, 12]
[4, 5, 9, 7]
[12, 1, 9, 10]
[10, 5, 2, 14]
[13, 1, 3, 9]
[10, 6, 4, 11]
[5, 6, 8, 0]
[11, 1, 12, 8]
[9, 10, 1, 6]
[5, 3, 1, 13]
[8, 6, 0, 1]
[10, 7, 0, 12]
[2, 11, 4, 7]
[14, 11, 0, 6]
[13, 1, 12, 7]
[13, 8, 1, 2]
[8, 2, 11, 5]
[13, 5, 3, 4]
[6, 8, 14, 7]
[0, 4, 10, 5]
[13, 1, 11, 2]
[3, 6, 2, 9]
[4, 7, 12, 0]
[9, 6, 1, 8]
[9, 14, 8, 6]
[3, 12, 13, 5]
[8, 5, 2, 14]
[4, 12, 6, 1]
[5, 7, 8, 11]
[12, 0, 1, 4]
[12, 14, 9, 3]
[9, 13, 8, 7]
[7, 4, 1, 9]
[3, 5, 13, 12]
[11, 9, 3, 14]
[1, 6, 4, 12]
[1, 13, 14, 8]
[1, 6, 9, 8]
[11, 8, 1, 12]
[0, 10, 11, 1]
[4, 10, 8, 7]
[3, 2, 10, 9]
[3, 12, 11, 7]
[13, 4, 1, 9]
[10, 4, 2, 12]
[8, 5, 4, 9]
[9, 7, 6, 0]
[7, 4, 6, 2]
[9, 4, 13, 5]
[0, 4, 10, 8]
[4, 10, 3, 5]
[3, 12, 5, 14]
[10, 9, 4, 3]
[14, 3, 4, 10]
[11, 5, 13, 10]
