P1,P2,...,Pn
[14, 9, 7, 2]
[7, 1, 13, 8]
[10, 4, 14, 3]
[14, 1, 0, 9]
[13, 11, 1, 3]
[1, 5, 2, 6]
[7, 13, 12, 3]
[1, 7, 2, 3]
[11, 6, 2, 7]
[3, 14, 4, 10]
[14, 6, 3, 12]
[9, 11, 4, 5]
[9, 11, 1, 3]
[11, 7, 10, 14]
[11, 7, 6, 8]
[12, 11, 7, 0]
[1, 3, 5, 7]
[0, 9, 10, 13]
[1, 13, 3, 11]
[9, 14, 10, 6]
[14, 6, 11, 1]
[7, 14, 13, 9]
[5, 8, 4, 3]
[5, 10, 12, 3]
[2, 9, 4, 1]
[6, 1, 9, 10]
[13, 0, 6, 10]
[3, 5, 7, 8]
[7, 14, 1, 2]
[14, 1, 5, 12]
[0, 13, 3, 6]
[0, 4, 2, 8]
[8, 4, 1, 6]
[2, 10, 3, 4]
[12, 10, 3, 6]
[4, 2, 1, 0]
[4, 11, 12, 7]
[7, 13, 5, 0]
[6, 13, 3, 2]
[14, 5, 10, 0]
[2, 12, 7, 1]
[14, 10, 5, 4]
[12, 2, 0, 4]
[4, 5, 11, 12]
[9, 1, 7, 10]
[0, 10, 9, 5]
[7, 13, 1, 0]
[4, 8, 0, 1]
[3, 1, 14, 7]
[4, 5, 0, 3]
[13, 7, 10, 9]
[5, 8, 6, 13]
[2, 11, 12, 0]
[4, 10, 5, 9]
[3, 10, 0, 13]
[0, 9, 5, 7]
[12, 1, 3, 8]
[13, 11, 10, 9]
[2, 14, 9, 0]
[4, 14, 12, 9]
[6, 12, 2, 8]
[14, 11, 2, 10]
[2, 9, 0, 3]
[6, 8, 11, 0]
[0, 7, 13, 5]
[4, 7, 6, 3]
[6, 14, 5, 7]
[0, 11, 5, 6]
[1, 14, 13, 11]
[6, 4, 12, 8]
[0, 10, 5, 7]
[2, 14, 0, 4]
[3, 5, 9, 13]
[1, 5, 4, 14]
[3, 6, 0, 10]
[14, 11, 10, 13]
[13, 6, 5, 14]
[14, 1, 8, 9]
[6, 9, 2, 14]
[7, 14, 6, 5]
[8, 13, 2, 9]
[1, 3, 12, 0]
[11, 14, 4, 5]
[14, 9, 4, 8]
[10, 3, 11, 6]
[13, 6, 1, 14]
[9, 8, 13, 11]
[0, 3, 1, 12]
[12, 11, 14, 3]
[2, 10, 8, 13]
[3, 7, 0, 2]
[14, 1, 7, 11]
[12, 14, 7, 4]
[0, 5, 13, 12]
[0, 6, 13, 1]
[9, 8, 13, 1]
[4, 3, 0, 8]
[0, 5, 6, 4]
[2, 1, 5, 10]
[0, 3, 10, 6]
[0, 8, 6, 9]
[9, 12, 14, 8]
[6, 14, 11, 12]
[2, 14, 5, 1]
[3, 5, 6, 2]
[6, 3, 12, 11]
[12, 6, 4, 5]
[2, 1, 13, 5]
[3, 1, 12, 13]
[1, 3, 9, 11]
[9, 3, 5, 8]
[6, 9, 13, 7]
[6, 13, 2, 3]
[8, 13, 2, 5]
[14, 8, 13, 12]
[11, 13, 8, 6]
[12, 14, 1, 0]
[0, 1, 5, 6]
[10, 9, 1, 11]
[12, 1, 6, 4]
[13, 14, 2, 0]
[8, 11, 10, 2]
[9, 2, 1, 5]
[7, 3, 12, 1]
[13, 1, 3, 14]
[12, 14, 13, 6]
[5, 14, 6, 10]
[8, 3, 1, 5]
