P1,P2,...,Pn
[8, 4, 9, 13]
[0, 14, 4, 7]
[9, 11, 14, 7]
[0, 6, 8, 12]
[12, 14, 2, 11]
[1, 0, 12, 5]
[2, 13, 11, 3]
[3, 0, 8, 12]
[11, 3, 13, 10]
[10, 4, 14, 5]
[12, 2, 13, 1]
[3, 14, 11, 9]
[4, 0, 9, 5]
[13, 14, 2, 7]
[6, 11, 0, 9]
[9, 11, 5, 12]
[11, 10, 9, 2]
[3, 0, 4, 11]
[6, 14, 4, 12]
[3, 2, 11, 14]
[13, 7, 5, 10]
[2, 4, 9, 8]
[1, 0, 4, 12]
[2, 9, 8, 14]
[5, 7, 8, 11]
[1, 14, 4, 7]
[5, 13, 8, 12]
[0, 14, 5, 11]
[6, 7, 5, 13]
[13, 5, 14, 10]
[1, 12, 6, 2]
[2, 8, 0, 3]
[1, 3, 8, 6]
[12, 8, 10, 13]
[1, 3, 6, 4]
[8, 10, 3, 4]
[4, 11, 6, 14]
[11, 13, 1, 12]
[5, 9, 8, 10]
[12, 0, 1, 2]
[7, 2, 14, 12]
[3, 13, 12, 4]
[6, 14, 7, 12]
[11, 5, 8, 10]
[3, 8, 6, 2]
[12, 6, 10, 14]
[1, 10, 5, 2]
[4, 1, 2, 3]
[14, 7, 12, 1]
[0, 10, 3, 4]
[3, 2, 7, 13]
[9, 10, 12, 14]
[10, 14, 2, 13]
[12, 8, 2, 1]
[7, 11, 12, 0]
[5, 10, 1, 13]
[2, 5, 10, 13]
[5, 4, 12, 13]
[6, 4, 2, 8]
[11, 9, 1, 8]
[6, 7, 3, 9]
[9, 11, 2, 1]
[3, 10, 1, 6]
[14, 2, 13, 7]
[13, 6, 9, 11]
[0, 12, 11, 1]
[8, 0, 4, 7]
[12, 11, 1, 7]
[0, 4, 11, 8]
[1, 2, 4, 3]
[4, 11, 13, 1]
[3, 0, 7, 6]
[3, 11, 6, 7]
[5, 11, 4, 2]
[5, 12, 7, 2]
[3, 7, 9, 0]
[9, 12, 6, 11]
[1, 6, 8, 7]
[3, 7, 6, 11]
[3, 2, 5, 13]
[9, 6, 7, 3]
[3, 13, 9, 1]
[2, 10, 13, 6]
[7, 2, 12, 8]
[8, 10, 14, 4]
[9, 12, 14, 10]
[5, 11, 12, 9]
[12, 11, 10, 3]
[14, 0, 13, 11]
[14, 12, 6, 8]
[12, 3, 6, 2]
[10, 0, 9, 11]
[6, 8, 9, 14]
[10, 8, 3, 9]
[0, 4, 9, 3]
[1, 9, 6, 14]
[14, 3, 4, 9]
[8, 6, 14, 1]
[10, 7, 14, 2]
[7, 14, 4, 11]
[7, 3, 5, 1]
[13, 10, 9, 12]
[1, 9, 0, 7]
[0, 14, 12, 8]
[10, 1, 5, 9]
[4, 10, 7, 1]
[7, 12, 9, 5]
[12, 1, 14, 4]
[3, 7, 12, 1]
[14, 11, 6, 8]
[3, 7, 8, 12]
[0, 4, 8, 10]
[2, 4, 1, 12]
[9, 2, 11, 7]
