P1,P2,...,Pn
[6, 8, 12, 7, 3]
[12, 10, 6, 9, 4]
[12, 6, 1, 5, 11]
[5, 6, 9, 7, 10]
[7, 6, 2, 4, 13]
[3, 11, 0, 2, 8]
[13, 8, 3, 5, 0]
[10, 7, 0, 8, 6]
[10, 8, 0, 6, 7]
[2, 1, 7, 9, 0]
[10, 4, 3, 11, 9]
[10, 13, 3, 14, 5]
[8, 13, 14, 11, 4]
[9, 7, 10, 11, 4]
[9, 7, 13, 2, 12]
[4, 8, 1, 3, 10]
[8, 2, 6, 10, 12]
[12, 10, 14, 11, 8]
[12, 10, 5, 1, 9]
[8, 9, 0, 13, 11]
[12, 1, 2, 8, 7]
[3, 5, 11, 14, 12]
[0, 14, 13, 3, 4]
[5, 11, 8, 13, 2]
[9, 11, 10, 0, 8]
[8, 0, 3, 12, 9]
[14, 6, 12, 0, 5]
[11, 7, 14, 13, 2]
[0, 3, 12, 7, 10]
[11, 14, 7, 10, 1]
[0, 2, 13, 9, 4]
[7, 0, 6, 1, 2]
[12, 3, 0, 1, 13]
[2, 7, 11, 3, 0]
[5, 2, 11, 14, 13]
[10, 14, 9, 7, 13]
[11, 8, 5, 2, 3]
[9, 7, 10, 5, 2]
[13, 11, 7, 2, 14]
[14, 8, 13, 0, 5]
[1, 12, 7, 6, 2]
[8, 3, 4, 1, 6]
[9, 8, 7, 4, 0]
[0, 3, 12, 6, 4]
[13, 14, 4, 0, 1]
[0, 8, 9, 13, 1]
[3, 1, 7, 6, 11]
[7, 0, 6, 1, 13]
[8, 9, 6, 7, 12]
[0, 10, 3, 4, 6]
[14, 0, 7, 2, 6]
[6, 14, 0, 4, 11]
[10, 1, 0, 13, 14]
[1, 3, 9, 6, 5]
[3, 7, 6, 14, 13]
[0, 11, 14, 6, 12]
[5, 6, 11, 4, 14]
[12, 5, 6, 8, 4]
[12, 5, 11, 3, 9]
[13, 9, 0, 6, 1]
[0, 2, 1, 5, 13]
[3, 6, 5, 13, 7]
[5, 2, 0, 13, 10]
[13, 9, 3, 2, 8]
[0, 6, 12, 2, 8]
[7, 13, 6, 5, 12]
[3, 4, 12, 2, 7]
[13, 4, 8, 12, 3]
[0, 2, 6, 10, 12]
[14, 7, 10, 2, 1]
[1, 13, 6, 5, 8]
[9, 11, 3, 8, 14]
[8, 9, 7, 1, 13]
[13, 8, 14, 4, 12]
[3, 11, 2, 12, 7]
[12, 11, 10, 9, 2]
[13, 12, 5, 3, 0]
[0, 11, 8, 6, 10]
[3, 8, 9, 6, 13]
[13, 6, 12, 3, 2]
[11, 10, 2, 14, 9]
[7, 6, 1, 11, 12]
[1, 7, 6, 14, 0]
[8, 2, 6, 4, 13]
[14, 4, 13, 12, 9]
[4, 5, 3, 9, 0]
[7, 1, 6, 0, 11]
[11, 10, 9, 0, 5]
[11, 14, 1, 9, 5]
[7, 0, 12, 5, 9]
[5, 6, 0, 8, 9]
[0, 7, 13, 1, 10]
[7, 12, 10, 3, 5]
[2, 13, 8, 1, 11]
[1, 14, 9, 12, 11]
[6, 5, 0, 13, 11]
[14, 6, 11, 2, 8]
[8, 5, 13, 14, 10]
[2, 11, 5, 6, 3]
[11, 14, 1, 3, 9]
[8, 6, 12, 9, 3]
[0, 6, 13, 12, 4]
[1, 10, 13, 2, 0]
[0, 2, 4, 10, 11]
[7, 13, 10, 1, 4]
[1, 4, 9, 8, 5]
[3, 9, 10, 12, 13]
[1, 12, 11, 3, 0]
[14, 8, 4, 6, 2]
[11, 1, 3, 12, 2]
[12, 3, 8, 6, 9]
[3, 12, 2, 7, 4]
[1, 6, 8, 3, 9]
[7, 12, 2, 14, 11]
[4, 7, 3, 9, 1]
[3, 13, 1, 0, 9]
[10, 4, 0, 12, 11]
[11, 4, 1, 0, 13]
[5, 1, 14, 7, 8]
[12, 3, 7, 11, 0]
[10, 3, 8, 5, 14]
[9, 7, 12, 0, 14]
[13, 14, 3, 9, 1]
[2, 7, 11, 14, 1]
[10, 12, 8, 9, 6]
[7, 1, 9, 0, 14]
[11, 1, 0, 14, 2]
[14, 12, 9, 5, 7]
[9, 5, 8, 7, 12]
[8, 2, 11, 12, 4]
[4, 7, 14, 9, 6]
[6, 7, 5, 12, 0]
[12, 9, 11, 13, 2]
[11, 10, 13, 14, 6]
[12, 7, 0, 8, 11]
[14, 0, 6, 8, 5]
[1, 9, 4, 8, 3]
[7, 8, 1, 12, 9]
[2, 6, 7, 14, 12]
[10, 0, 9, 6, 14]
[7, 10, 2, 3, 6]
[9, 8, 10, 5, 11]
[7, 10, 1, 13, 2]
[2, 5, 1, 6, 9]
[3, 2, 7, 12, 6]
[13, 0, 11, 3, 4]
[5, 8, 11, 12, 13]
[9, 1, 14, 7, 10]
[14, 0, 3, 5, 11]
[9, 4, 13, 11, 0]
[3, 2, 9, 8, 5]
[7, 6, 12, 13, 2]
[9, 4, 11, 3, 6]
[1, 14, 4, 8, 2]
[2, 10, 7, 8, 3]
[6, 1, 9, 13, 10]
[11, 2, 9, 10, 14]
[13, 5, 0, 6, 9]
[9, 8, 4, 5, 11]
[5, 8, 2, 7, 11]
