P1,P2,...,Pn
[14, 4, 12, 5]
[12, 14, 1, 5]
[11, 4, 5, 13]
[6, 10, 7, 12]
[13, 6, 3, 4]
[12, 6, 4, 8]
[3, 0, 14, 13]
[7, 0, 12, 8]
[8, 7, 5, 12]
[3, 1, 14, 13]
[3, 4, 10, 0]
[2, 8, 12, 1]
[6, 1, 13, 2]
[4, 8, 2, 13]
[2, 10, 11, 5]
[7, 8, 3, 14]
[6, 5, 1, 13]
[3, 7, 14, 13]
[4, 12, 6, 7]
[11, 6, 3, 10]
[1, 14, 5, 3]
[1, 9, 7, 10]
[0, 3, 5, 12]
[9, 1, 10, 3]
[7, 4, 12, 3]
[1, 12, 5, 11]
[5, 1, 13, 12]
[12, 14, 2, 0]
[1, 9, 13, 2]
[4, 5, 14, 2]
[2, 12, 10, 14]
[12, 7, 2, 5]
[5, 4, 8, 10]
[1, 6, 12, 2]
[2, 8, 5, 4]
[2, 6, 3, 13]
[5, 7, 6, 2]
[12, 4, 10, 3]
[5, 4, 11, 6]
[7, 8, 14, 2]
[3, 6, 0, 7]
[11, 1, 4, 6]
[0, 8, 6, 14]
[5, 0, 14, 8]
[11, 3, 0, 4]
[4, 10, 9, 6]
[2, 14, 3, 12]
[9, 11, 8, 1]
[5, 12, 3, 8]
[0, 7, 2, 13]
[0, 3, 6, 13]
[8, 14, 0, 11]
[6, 4, 0, 11]
[0, 14, 6, 2]
[11, 1, 10, 13]
[3, 8, 11, 14]
[8, 13, 3, 7]
[4, 9, 5, 8]
[8, 7, 12, 1]
[1, 4, 8, 9]
[14, 9, 2, 7]
[2, 3, 1, 4]
[8, 13, 2, 1]
[2, 13, 12, 6]
[8, 7, 14, 9]
[9, 4, 8, 3]
[3, 5, 8, 7]
[14, 10, 2, 11]
[12, 8, 14, 5]
[7, 3, 2, 0]
[0, 9, 5, 13]
[4, 1, 9, 3]
[12, 1, 4, 2]
[7, 1, 2, 0]
[1, 10, 6, 12]
[9, 11, 0, 7]
[7, 12, 10, 6]
[7, 12, 2, 0]
[12, 5, 7, 6]
[10, 12, 13, 0]
[14, 5, 9, 13]
[4, 12, 7, 10]
[5, 9, 8, 3]
[0, 4, 3, 11]
[10, 14, 9, 4]
[11, 9, 6, 7]
[14, 8, 1, 5]
[7, 11, 2, 9]
[10, 7, 4, 11]
[6, 4, 0, 2]
[4, 10, 0, 1]
[8, 4, 9, 12]
[3, 13, 5, 12]
[4, 10, 12, 6]
