P1,P2,...,Pn
[6, 4, 5, 7, 12]
[3, 1, 11, 6, 0]
[1, 4, 0, 6, 5]
[14, 2, 10, 7, 8]
[5, 14, 6, 1, 13]
[8, 13, 6, 12, 7]
[3, 14, 12, 6, 10]
[3, 12, 4, 11, 9]
[11, 6, 10, 1, 8]
[3, 2, 11, 8, 9]
[1, 9, 14, 12, 8]
[6, 14, 13, 8, 0]
[5, 9, 7, 1, 2]
[12, 11, 4, 7, 5]
[7, 6, 10, 8, 12]
[7, 9, 5, 0, 6]
[1, 9, 2, 14, 3]
[8, 7, 5, 13, 6]
[14, 0, 9, 8, 4]
[8, 7, 9, 12, 0]
[2, 6, 1, 10, 12]
[4, 10, 6, 5, 13]
[8, 3, 1, 5, 9]
[2, 14, 10, 3, 4]
[0, 5, 10, 1, 2]
[9, 3, 14, 13, 12]
[1, 14, 13, 11, 3]
[12, 7, 10, 14, 9]
[4, 6, 9, 3, 10]
[4, 10, 0, 1, 12]
[13, 8, 5, 6, 3]
[11, 14, 9, 4, 5]
[7, 6, 12, 0, 3]
[5, 14, 10, 8, 7]
[13, 3, 6, 8, 14]
[13, 14, 5, 9, 11]
[14, 9, 11, 6, 7]
[11, 12, 4, 6, 10]
[14, 10, 0, 6, 7]
[7, 8, 14, 2, 5]
[14, 5, 4, 2, 9]
[5, 13, 14, 3, 7]
[4, 0, 10, 3, 7]
[3, 6, 8, 14, 12]
[3, 4, 5, 9, 14]
[1, 2, 5, 7, 9]
[8, 4, 5, 7, 1]
[12, 10, 3, 1, 0]
[0, 9, 6, 11, 8]
[7, 6, 9, 14, 1]
[2, 0, 7, 12, 9]
[9, 3, 14, 6, 8]
[5, 9, 0, 14, 1]
[9, 10, 11, 4, 2]
[2, 0, 4, 12, 6]
[13, 2, 10, 0, 5]
[5, 3, 6, 8, 9]
[0, 8, 1, 9, 2]
[2, 3, 14, 9, 13]
[6, 0, 11, 14, 8]
[1, 6, 7, 11, 14]
[5, 8, 12, 7, 1]
[13, 6, 4, 9, 1]
[14, 11, 1, 7, 3]
[9, 10, 7, 4, 8]
[13, 9, 14, 8, 11]
[2, 12, 8, 9, 0]
[4, 14, 2, 3, 7]
[10, 11, 9, 1, 3]
[2, 11, 4, 6, 0]
[10, 4, 11, 12, 8]
[10, 11, 3, 6, 12]
[10, 8, 0, 6, 4]
[14, 7, 0, 4, 10]
[13, 9, 10, 6, 11]
[1, 4, 13, 10, 9]
[3, 13, 2, 14, 0]
[2, 9, 7, 12, 1]
[5, 6, 13, 7, 2]
[14, 12, 2, 0, 4]
[8, 11, 1, 5, 0]
[2, 5, 1, 9, 8]
[13, 3, 8, 14, 5]
[1, 6, 14, 13, 10]
[7, 6, 9, 5, 3]
[2, 7, 1, 4, 12]
[14, 2, 11, 4, 0]
[13, 7, 3, 0, 4]
[5, 6, 13, 3, 0]
[8, 5, 2, 1, 9]
[12, 0, 7, 8, 5]
[4, 9, 7, 14, 6]
[5, 9, 0, 12, 14]
[5, 1, 11, 6, 4]
[10, 4, 7, 5, 14]
