P1,P2,...,Pn
[8, 4, 11, 13]
[10, 0, 11, 13]
[10, 4, 8, 3]
[3, 10, 5, 4]
[12, 4, 1, 10]
[10, 3, 8, 2]
[1, 9, 8, 12]
[13, 10, 5, 2]
[10, 14, 8, 2]
[6, 7, 13, 0]
[2, 3, 14, 11]
[0, 13, 10, 14]
[12, 0, 14, 2]
[6, 8, 12, 2]
[11, 1, 10, 9]
[2, 5, 14, 12]
[9, 5, 8, 4]
[7, 13, 11, 1]
[9, 13, 6, 10]
[12, 2, 4, 10]
[2, 14, 10, 4]
[3, 13, 5, 7]
[7, 1, 5, 8]
[12, 3, 8, 14]
[9, 1, 14, 0]
[1, 12, 14, 11]
[14, 7, 8, 5]
[1, 11, 14, 5]
[9, 10, 13, 5]
[0, 8, 7, 13]
[7, 5, 8, 12]
[8, 5, 9, 14]
[7, 10, 11, 4]
[5, 2, 0, 6]
[12, 7, 5, 1]
[5, 11, 10, 4]
[5, 7, 6, 13]
[7, 13, 6, 9]
[14, 5, 2, 3]
[9, 10, 1, 12]
[6, 8, 0, 1]
[0, 9, 3, 5]
[2, 11, 10, 1]
[2, 3, 11, 12]
[3, 14, 12, 2]
[8, 1, 14, 2]
[10, 5, 1, 6]
[10, 2, 11, 1]
[12, 0, 1, 6]
[14, 12, 9, 8]
[8, 0, 13, 3]
[10, 5, 3, 11]
[14, 3, 9, 8]
[3, 14, 12, 6]
[1, 2, 10, 8]
[10, 1, 0, 13]
[7, 2, 12, 10]
[12, 2, 6, 9]
[0, 7, 6, 2]
[9, 11, 10, 13]
[5, 2, 9, 8]
[10, 12, 4, 2]
[3, 12, 11, 1]
[1, 12, 14, 11]
