P1,P2,...,Pn
[6, 9, 13, 7]
[2, 3, 12, 13]
[1, 5, 3, 8]
[14, 12, 13, 7]
[5, 2, 4, 12]
[3, 12, 1, 4]
[6, 10, 7, 2]
[4, 12, 6, 3]
[2, 12, 13, 7]
[11, 4, 6, 2]
[10, 12, 8, 13]
[14, 1, 10, 9]
[10, 0, 6, 7]
[2, 1, 11, 12]
[5, 3, 2, 12]
[9, 11, 2, 12]
[10, 8, 0, 11]
[14, 0, 7, 3]
[12, 14, 6, 9]
[4, 8, 12, 13]
[13, 2, 11, 10]
[6, 2, 5, 3]
[12, 13, 10, 0]
[3, 2, 0, 11]
[10, 8, 0, 6]
[6, 13, 3, 7]
[13, 2, 3, 4]
[14, 12, 6, 5]
[7, 0, 9, 12]
[9, 10, 12, 3]
[6, 12, 2, 8]
[2, 7, 12, 14]
[0, 3, 6, 8]
[10, 3, 13, 4]
[9, 13, 6, 11]
[0, 13, 3, 11]
[13, 12, 9, 5]
[4, 13, 8, 3]
[6, 14, 8, 9]
[4, 6, 10, 0]
[0, 6, 3, 14]
[14, 1, 0, 10]
[10, 3, 0, 13]
[2, 8, 14, 0]
[2, 7, 13, 14]
[14, 9, 3, 11]
[13, 12, 2, 0]
[4, 13, 10, 12]
[10, 5, 14, 3]
[13, 4, 11, 2]
[12, 1, 3, 4]
[11, 10, 12, 7]
[9, 1, 11, 6]
[2, 14, 11, 5]
[10, 6, 3, 9]
[5, 3, 6, 8]
[4, 13, 2, 11]
[12, 13, 0, 3]
[9, 1, 2, 7]
[3, 14, 11, 4]
[6, 14, 4, 0]
[5, 10, 0, 12]
[4, 5, 7, 0]
[12, 0, 6, 9]
[11, 5, 7, 14]
[13, 9, 4, 11]
[11, 3, 14, 10]
[7, 12, 11, 1]
[12, 11, 7, 6]
[11, 10, 4, 13]
[11, 12, 1, 0]
[0, 2, 8, 5]
[5, 1, 11, 2]
[10, 8, 11, 2]
[5, 4, 1, 6]
[0, 10, 9, 3]
[11, 1, 4, 13]
[4, 5, 9, 6]
[9, 1, 3, 13]
[12, 13, 0, 5]
[12, 4, 1, 8]
[5, 14, 0, 9]
[8, 4, 10, 0]
[4, 7, 11, 0]
[9, 13, 2, 0]
[2, 10, 12, 13]
[9, 0, 12, 10]
[1, 2, 9, 13]
[0, 4, 2, 8]
[7, 1, 2, 3]
[12, 11, 6, 14]
[1, 8, 5, 0]
[1, 12, 8, 10]
[6, 10, 13, 3]
[14, 4, 12, 7]
[11, 12, 0, 8]
[10, 6, 12, 11]
[3, 0, 14, 13]
[5, 10, 11, 1]
[2, 14, 4, 7]
[4, 3, 1, 7]
[13, 1, 5, 6]
[11, 4, 10, 6]
[7, 2, 11, 9]
[7, 3, 4, 11]
[4, 12, 0, 1]
[3, 13, 2, 14]
[1, 3, 14, 12]
[13, 9, 3, 5]
[4, 3, 0, 7]
[1, 13, 5, 2]
[3, 1, 6, 12]
[6, 10, 2, 9]
[12, 0, 4, 14]
[7, 0, 9, 8]
[0, 5, 12, 13]
[3, 8, 0, 7]
[14, 2, 4, 0]
[12, 8, 6, 0]
[12, 6, 14, 10]
[0, 10, 3, 13]
[11, 1, 6, 5]
[8, 10, 2, 3]
[5, 13, 10, 1]
[8, 12, 10, 13]
[1, 0, 10, 4]
[13, 12, 6, 8]
[3, 14, 11, 9]
[11, 1, 13, 8]
[3, 13, 0, 12]
[11, 10, 0, 3]
[12, 13, 0, 14]
[14, 9, 7, 0]
[2, 1, 5, 12]
[14, 13, 3, 7]
[12, 11, 14, 0]
[9, 11, 3, 4]
[13, 11, 6, 7]
[10, 7, 8, 3]
[9, 7, 10, 3]
[3, 5, 14, 11]
[8, 10, 2, 13]
[8, 12, 13, 14]
[6, 9, 4, 12]
[0, 7, 14, 1]
[10, 8, 3, 5]
[2, 13, 7, 14]
[11, 14, 7, 13]
[3, 6, 5, 10]
[11, 9, 12, 8]
[7, 10, 2, 11]
[8, 6, 13, 4]
[5, 2, 11, 8]
[7, 14, 0, 10]
[4, 2, 8, 10]
[3, 0, 6, 14]
[4, 5, 1, 2]
[14, 0, 12, 8]
[11, 5, 6, 0]
[10, 11, 3, 5]
[1, 9, 7, 13]
[5, 8, 0, 11]
[1, 14, 0, 4]
[3, 6, 2, 10]
[14, 9, 11, 4]
[4, 14, 2, 1]
[14, 12, 3, 6]
[1, 2, 0, 3]
[10, 1, 8, 0]
