P1,P2,...,Pn
[13, 1, 4, 12, 6]
[11, 0, 12, 8, 14]
[7, 2, 13, 0, 6]
[11, 14, 10, 7, 9]
[10, 6, 3, 0, 13]
[7, 4, 3, 10, 0]
[3, 8, 11, 9, 7]
[12, 4, 8, 5, 3]
[0, 6, 10, 5, 7]
[3, 2, 5, 7, 6]
[5, 12, 1, 10, 3]
[0, 11, 4, 3, 9]
[9, 13, 6, 14, 8]
[12, 0, 6, 7, 4]
[7, 3, 12, 9, 14]
[11, 6, 10, 14, 4]
[1, 3, 9, 0, 14]
[12, 7, 9, 5, 2]
[14, 12, 11, 2, 8]
[5, 6, 11, 12, 10]
[4, 8, 12, 13, 9]
[4, 5, 1, 0, 13]
[12, 13, 6, 5, 0]
[6, 1, 5, 14, 11]
[0, 6, 3, 14, 7]
[3, 5, 0, 2, 6]
[12, 4, 10, 8, 7]
[8, 11, 9, 5, 4]
[4, 10, 2, 0, 9]
[9, 4, 14, 8, 7]
[14, 11, 3, 5, 1]
[5, 13, 8, 10, 11]
[5, 7, 0, 12, 13]
[13, 11, 6, 7, 12]
[13, 7, 12, 1, 0]
[2, 6, 12, 10, 3]
[8, 0, 3, 14, 9]
[0, 6, 4, 10, 1]
[4, 6, 1, 12, 14]
[3, 13, 9, 10, 14]
[1, 4, 5, 12, 6]
[14, 13, 2, 12, 0]
[3, 14, 12, 6, 2]
[2, 9, 5, 0, 6]
[14, 1, 11, 0, 3]
[6, 9, 8, 7, 4]
[6, 1, 12, 14, 10]
[13, 5, 2, 9, 7]
[14, 13, 12, 5, 10]
[2, 1, 13, 3, 9]
[14, 13, 12, 3, 1]
[2, 11, 14, 1, 4]
[10, 11, 6, 13, 7]
[6, 10, 2, 12, 3]
[13, 1, 6, 7, 14]
[4, 6, 3, 13, 11]
[11, 4, 8, 13, 9]
[11, 10, 7, 0, 1]
[3, 11, 0, 10, 2]
[6, 7, 4, 1, 2]
[7, 1, 9, 3, 12]
[13, 12, 5, 3, 14]
[7, 5, 2, 10, 0]
[1, 0, 11, 14, 13]
[11, 1, 8, 14, 13]
[9, 0, 14, 12, 6]
[6, 3, 7, 14, 0]
[9, 5, 2, 3, 11]
[2, 8, 9, 1, 12]
[6, 10, 11, 14, 5]
[6, 14, 0, 11, 3]
[1, 10, 7, 4, 14]
[7, 0, 9, 1, 10]
[7, 0, 1, 5, 12]
[6, 7, 11, 0, 13]
[1, 3, 10, 14, 9]
[14, 1, 4, 12, 7]
[5, 10, 9, 8, 0]
[6, 11, 1, 2, 4]
[3, 4, 8, 6, 5]
[13, 9, 0, 3, 6]
[0, 12, 8, 4, 9]
[13, 12, 8, 14, 1]
[0, 3, 6, 2, 5]
[10, 6, 4, 8, 2]
[7, 9, 1, 4, 0]
[4, 13, 1, 0, 8]
[13, 7, 9, 8, 11]
[8, 13, 9, 6, 5]
[10, 12, 3, 5, 0]
[7, 2, 9, 0, 4]
[5, 3, 12, 0, 11]
[2, 0, 14, 9, 3]
[2, 13, 4, 12, 0]
[7, 9, 11, 6, 10]
[14, 1, 9, 11, 10]
[5, 8, 11, 0, 10]
[1, 6, 14, 0, 9]
[9, 3, 2, 8, 11]
[13, 8, 10, 2, 3]
[10, 4, 2, 6, 5]
[12, 10, 0, 2, 11]
[9, 0, 7, 2, 12]
[7, 4, 9, 14, 0]
[1, 10, 8, 12, 7]
[4, 0, 3, 12, 14]
[12, 9, 7, 14, 4]
[7, 4, 0, 1, 8]
[7, 12, 10, 9, 14]
[6, 3, 1, 8, 9]
[7, 3, 14, 6, 9]
[5, 9, 12, 8, 6]
[1, 3, 6, 13, 2]
[8, 0, 9, 2, 7]
[1, 3, 12, 2, 7]
[1, 12, 5, 6, 7]
[1, 9, 12, 8, 14]
[3, 6, 11, 10, 12]
[13, 6, 10, 7, 8]
[12, 9, 4, 1, 14]
[6, 10, 0, 5, 12]
[3, 5, 9, 13, 14]
[10, 7, 8, 13, 3]
[2, 11, 14, 4, 7]
[2, 4, 12, 9, 13]
[3, 7, 4, 6, 5]
[5, 3, 1, 6, 12]
[1, 14, 0, 9, 5]
[11, 5, 8, 10, 14]
[10, 6, 11, 1, 13]
[13, 0, 2, 8, 6]
[0, 1, 9, 5, 3]
