P1,P2,...,Pn
[7, 6, 11, 3]
[9, 10, 3, 6]
[11, 7, 1, 12]
[4, 14, 2, 0]
[3, 6, 12, 2]
[13, 11, 6, 2]
[13, 11, 4, 7]
[9, 12, 13, 5]
[5, 9, 1, 10]
[13, 10, 5, 8]
[3, 11, 13, 9]
[12, 11, 0, 3]
[13, 9, 3, 8]
[9, 14, 11, 0]
[9, 12, 11, 2]
[4, 3, 10, 12]
[3, 11, 4, 9]
[14, 4, 10, 8]
[10, 6, 1, 3]
[3, 9, 5, 0]
[0, 7, 10, 9]
[8, 11, 2, 3]
[5, 14, 4, 11]
[3, 13, 6, 1]
[0, 8, 13, 7]
[7, 13, 14, 4]
[2, 5, 12, 10]
[14, 7, 10, 4]
[2, 1, 8, 9]
[14, 1, 2, 12]
[7, 13, 11, 6]
[14, 6, 10, 1]
[9, 3, 7, 12]
[3, 1, 6, 12]
[7, 0, 12, 9]
[0, 3, 13, 11]
[2, 6, 13, 8]
[1, 9, 13, 2]
[5, 0, 14, 4]
[5, 14, 12, 1]
[12, 3, 1, 14]
[2, 8, 12, 5]
[10, 1, 9, 2]
[4, 10, 9, 5]
[14, 3, 13, 9]
[6, 8, 13, 10]
[7, 2, 13, 8]
[7, 4, 6, 13]
[14, 10, 3, 13]
[5, 8, 1, 13]
[0, 5, 11, 7]
[14, 7, 12, 11]
[9, 7, 12, 11]
[2, 13, 8, 5]
[10, 6, 3, 4]
[13, 10, 9, 5]
[7, 11, 8, 5]
[14, 9, 10, 0]
[12, 5, 13, 2]
[7, 2, 8, 5]
[3, 8, 13, 10]
[13, 0, 11, 7]
[11, 4, 14, 9]
[3, 12, 1, 0]
[10, 0, 11, 9]
[12, 3, 13, 1]
[13, 6, 11, 12]
[13, 8, 2, 12]
[13, 6, 5, 7]
[11, 0, 8, 3]
[7, 10, 9, 3]
[1, 11, 14, 12]
[8, 4, 3, 9]
[4, 5, 10, 9]
[12, 6, 4, 8]
[11, 0, 7, 3]
[5, 8, 13, 4]
[5, 0, 13, 10]
[4, 7, 5, 1]
[1, 2, 12, 14]
[9, 10, 0, 11]
[7, 11, 5, 6]
[10, 9, 12, 14]
[9, 12, 3, 11]
[14, 2, 13, 3]
[10, 4, 14, 3]
[1, 7, 5, 11]
[3, 13, 4, 11]
[6, 8, 3, 5]
[0, 3, 11, 4]
[8, 3, 13, 9]
[6, 9, 13, 2]
[9, 0, 13, 7]
[12, 10, 8, 1]
[0, 4, 13, 8]
[1, 6, 12, 4]
[13, 10, 3, 0]
[5, 2, 13, 6]
[12, 14, 7, 8]
[12, 11, 1, 7]
[1, 6, 2, 14]
[0, 14, 4, 11]
[4, 7, 10, 13]
[7, 14, 6, 9]
[7, 4, 13, 3]
[7, 1, 4, 6]
[4, 9, 5, 2]
[7, 3, 12, 1]
[2, 11, 1, 7]
[12, 14, 0, 5]
[14, 8, 7, 1]
[6, 0, 4, 13]
[10, 6, 13, 7]
[14, 1, 2, 3]
[2, 9, 5, 10]
[5, 13, 2, 9]
[14, 3, 5, 9]
[7, 3, 11, 14]
[8, 14, 0, 13]
[7, 5, 13, 6]
[7, 0, 10, 11]
[7, 12, 6, 10]
[8, 5, 2, 4]
[10, 1, 9, 3]
[2, 14, 6, 3]
[5, 10, 9, 2]
[5, 1, 6, 10]
[10, 8, 12, 4]
[7, 2, 8, 14]
[7, 8, 1, 6]
[10, 8, 14, 7]
[0, 5, 10, 3]
[11, 14, 3, 1]
[12, 11, 4, 13]
[12, 7, 3, 4]
[10, 1, 6, 4]
[9, 0, 3, 4]
[6, 13, 0, 5]
[11, 8, 13, 7]
[1, 2, 14, 7]
[6, 1, 2, 10]
[13, 3, 1, 12]
[4, 5, 6, 9]
[13, 4, 6, 1]
[8, 4, 12, 5]
[11, 1, 6, 2]
[7, 8, 11, 14]
[13, 14, 4, 6]
[1, 14, 6, 7]
[3, 8, 4, 7]
[5, 6, 13, 3]
[4, 11, 1, 5]
[8, 14, 4, 9]
[12, 14, 1, 5]
[1, 13, 7, 3]
[8, 1, 12, 4]
[13, 4, 0, 10]
[3, 0, 10, 2]
[3, 14, 9, 11]
[14, 9, 1, 11]
[3, 4, 12, 10]
[5, 12, 11, 10]
[2, 8, 5, 12]
[11, 9, 10, 4]
[0, 8, 3, 1]
[12, 13, 1, 5]
[8, 3, 11, 9]
[11, 0, 2, 10]
[8, 1, 14, 12]
[13, 8, 7, 6]
[1, 10, 13, 4]
[13, 10, 5, 0]
[4, 2, 11, 9]
[1, 14, 0, 9]
[12, 9, 11, 5]
[9, 6, 8, 3]
[10, 3, 5, 6]
[2, 4, 5, 3]
[5, 1, 2, 13]
[14, 7, 2, 8]
[0, 1, 12, 4]
[11, 7, 0, 10]
[4, 0, 6, 13]
[12, 4, 13, 1]
[12, 4, 0, 10]
[1, 0, 4, 3]
[12, 14, 1, 4]
[0, 2, 6, 3]
[14, 11, 0, 5]
[4, 1, 9, 2]
[7, 4, 8, 5]
[0, 2, 4, 9]
[0, 9, 4, 7]
[11, 1, 9, 8]
[7, 9, 1, 4]
[8, 3, 9, 11]
[4, 2, 1, 0]
[6, 2, 0, 9]
[2, 5, 11, 14]
[11, 13, 3, 14]
[3, 6, 5, 14]
[8, 10, 12, 5]
[3, 7, 2, 5]
[9, 11, 3, 13]
[6, 0, 8, 12]
[8, 5, 6, 1]
[5, 3, 7, 13]
[1, 10, 14, 13]
[9, 4, 8, 11]
[10, 3, 2, 9]
[9, 8, 7, 4]
[13, 11, 8, 14]
[1, 13, 11, 6]
[11, 1, 9, 13]
[14, 12, 10, 2]
[13, 4, 0, 3]
[4, 6, 14, 1]
[12, 13, 6, 5]
[3, 14, 0, 9]
[0, 3, 8, 11]
[13, 7, 5, 9]
[12, 3, 14, 5]
[11, 1, 2, 5]
[0, 8, 11, 7]
[4, 1, 11, 2]
[11, 8, 7, 2]
[3, 8, 1, 5]
[6, 1, 0, 9]
[9, 1, 4, 3]
[6, 3, 9, 14]
[8, 13, 12, 11]
[7, 9, 4, 6]
[4, 3, 10, 8]
[8, 14, 3, 1]
[12, 7, 6, 8]
[0, 10, 4, 3]
[12, 8, 0, 6]
[11, 1, 0, 3]
[10, 14, 8, 7]
