P1,P2,...,Pn
[4, 2, 12, 13, 0]
[0, 9, 11, 3, 13]
[4, 10, 9, 2, 11]
[7, 6, 4, 11, 10]
[14, 11, 3, 7, 9]
[10, 9, 14, 4, 8]
[0, 14, 1, 2, 10]
[1, 8, 0, 14, 4]
[9, 0, 13, 8, 12]
[1, 8, 12, 3, 2]
[5, 2, 0, 14, 1]
[8, 11, 6, 1, 0]
[8, 4, 5, 14, 0]
[3, 10, 9, 7, 6]
[4, 8, 2, 14, 12]
[13, 1, 0, 14, 2]
[8, 0, 7, 1, 2]
[9, 2, 10, 6, 11]
[1, 10, 14, 12, 9]
[14, 7, 8, 5, 1]
[10, 2, 14, 13, 3]
[4, 0, 9, 7, 8]
[12, 0, 8, 10, 4]
[14, 5, 0, 11, 3]
[12, 5, 3, 4, 2]
[1, 6, 0, 2, 5]
[11, 9, 0, 2, 14]
[1, 6, 10, 7, 11]
[3, 12, 7, 13, 11]
[11, 0, 2, 9, 10]
[5, 4, 8, 11, 13]
[12, 8, 3, 4, 10]
[14, 2, 8, 3, 6]
[2, 3, 6, 0, 12]
[7, 4, 14, 10, 2]
[8, 0, 14, 1, 9]
[5, 4, 13, 6, 8]
[14, 2, 12, 13, 5]
[14, 1, 13, 12, 7]
[7, 1, 3, 13, 5]
[6, 14, 2, 12, 13]
[7, 9, 6, 3, 8]
[11, 12, 4, 1, 5]
[9, 13, 12, 7, 1]
[2, 0, 14, 7, 6]
[11, 4, 7, 3, 1]
[12, 7, 4, 0, 11]
[12, 9, 13, 0, 5]
[1, 8, 4, 10, 0]
[8, 1, 7, 10, 0]
[1, 7, 14, 5, 10]
[10, 11, 13, 1, 8]
[1, 9, 8, 12, 5]
[14, 1, 7, 0, 11]
[9, 10, 4, 11, 2]
[12, 7, 10, 1, 11]
[14, 3, 1, 8, 2]
[5, 6, 8, 7, 11]
[11, 13, 10, 14, 1]
[0, 8, 7, 6, 13]
[11, 0, 10, 14, 7]
[9, 13, 5, 4, 6]
[6, 2, 14, 4, 3]
[3, 13, 10, 8, 2]
[10, 6, 12, 14, 3]
[12, 0, 6, 13, 10]
[13, 6, 4, 10, 5]
[8, 0, 5, 9, 11]
[14, 8, 11, 10, 4]
[3, 6, 12, 9, 1]
[11, 5, 10, 1, 2]
[9, 3, 1, 14, 2]
[13, 3, 6, 11, 2]
[0, 13, 4, 1, 8]
[14, 0, 4, 12, 8]
[1, 2, 0, 13, 6]
[5, 7, 10, 12, 9]
[14, 10, 13, 7, 12]
[12, 9, 2, 1, 14]
[12, 2, 0, 9, 4]
[3, 10, 4, 5, 1]
[2, 7, 5, 6, 14]
[0, 11, 6, 8, 12]
[14, 10, 1, 8, 7]
[10, 8, 12, 14, 6]
[14, 3, 1, 7, 9]
[11, 9, 8, 14, 7]
[6, 10, 9, 1, 13]
[14, 8, 11, 5, 6]
[14, 1, 4, 11, 0]
[11, 6, 13, 10, 8]
[5, 11, 13, 14, 2]
[0, 6, 11, 5, 8]
[4, 9, 2, 12, 6]
[8, 0, 14, 10, 6]
[2, 5, 11, 4, 8]
[11, 2, 13, 0, 8]
[9, 4, 13, 8, 0]
[4, 9, 10, 6, 11]
[4, 12, 5, 10, 8]
[7, 14, 1, 2, 12]
[1, 12, 10, 11, 0]
[0, 5, 3, 2, 13]
[14, 2, 5, 7, 3]
[12, 10, 3, 1, 0]
[9, 7, 8, 0, 2]
[1, 0, 4, 9, 3]
[9, 10, 7, 4, 2]
[4, 7, 13, 2, 6]
[12, 5, 6, 11, 2]
[9, 0, 11, 12, 5]
[9, 10, 12, 8, 13]
[4, 3, 13, 1, 7]
[2, 1, 6, 10, 11]
[8, 12, 11, 7, 0]
[8, 6, 4, 14, 9]
[1, 11, 14, 0, 10]
[6, 1, 2, 8, 10]
[12, 8, 7, 13, 9]
[7, 11, 3, 2, 9]
[1, 8, 11, 12, 9]
[11, 5, 2, 10, 6]
[11, 5, 10, 0, 9]
[11, 12, 13, 3, 6]
[12, 2, 5, 9, 4]
[9, 12, 10, 1, 2]
[2, 12, 3, 6, 14]
[3, 12, 11, 10, 5]
[13, 3, 2, 0, 6]
[3, 10, 9, 6, 14]
[11, 10, 6, 12, 13]
[0, 5, 14, 1, 13]
[9, 6, 4, 7, 3]
[9, 1, 14, 0, 12]
[7, 10, 4, 9, 14]
