P1,P2,...,Pn
[3, 0, 9, 10, 11]
[5, 7, 11, 0, 2]
[4, 14, 2, 11, 5]
[1, 13, 12, 2, 0]
[4, 8, 10, 12, 0]
[14, 11, 1, 4, 3]
[11, 3, 2, 7, 10]
[0, 8, 6, 2, 1]
[5, 12, 10, 2, 1]
[8, 7, 4, 10, 3]
[0, 5, 12, 2, 3]
[10, 9, 7, 3, 1]
[7, 1, 6, 10, 13]
[5, 8, 13, 1, 7]
[14, 3, 7, 8, 13]
[12, 7, 5, 14, 10]
[5, 14, 1, 11, 0]
[11, 1, 5, 9, 2]
[9, 14, 5, 4, 8]
[11, 14, 10, 8, 0]
[14, 12, 0, 1, 13]
[10, 6, 11, 13, 4]
[6, 9, 1, 11, 12]
[9, 8, 6, 14, 1]
[1, 3, 8, 7, 5]
[2, 7, 3, 9, 5]
[7, 12, 1, 10, 11]
[3, 2, 1, 8, 6]
[11, 3, 6, 4, 5]
[3, 1, 11, 4, 7]
[11, 8, 1, 6, 12]
[14, 1, 4, 7, 12]
[14, 2, 7, 10, 3]
[6, 13, 5, 11, 10]
[0, 11, 14, 8, 4]
[3, 7, 1, 4, 9]
[0, 7, 8, 2, 1]
[2, 8, 13, 7, 6]
[10, 9, 12, 0, 8]
