P1,P2,...,Pn
[9, 10, 14, 8, 11]
[7, 14, 12, 11, 13]
[8, 3, 6, 0, 4]
[1, 11, 0, 5, 2]
[2, 13, 5, 1, 8]
[9, 8, 6, 3, 13]
[11, 9, 4, 8, 13]
[13, 9, 8, 7, 10]
[11, 0, 3, 5, 7]
[13, 12, 9, 7, 0]
[9, 8, 6, 3, 11]
[10, 0, 7, 2, 1]
[1, 5, 13, 14, 11]
[12, 9, 10, 3, 11]
[1, 11, 2, 13, 12]
[3, 7, 6, 1, 0]
[10, 5, 12, 13, 3]
[1, 2, 3, 10, 0]
[0, 11, 9, 3, 1]
[5, 11, 8, 9, 0]
[4, 6, 11, 0, 5]
[14, 6, 5, 4, 7]
[2, 4, 14, 5, 6]
[8, 9, 4, 13, 7]
[11, 0, 9, 10, 7]
[3, 11, 1, 10, 2]
[0, 6, 9, 8, 11]
[13, 4, 10, 5, 7]
[8, 11, 14, 1, 2]
[5, 3, 6, 13, 10]
[13, 3, 14, 10, 11]
[1, 8, 9, 11, 3]
[8, 5, 9, 12, 10]
[14, 10, 8, 13, 11]
[10, 6, 13, 8, 9]
[3, 6, 2, 5, 1]
[11, 2, 10, 7, 5]
[7, 3, 12, 6, 9]
[11, 8, 13, 0, 7]
[12, 14, 10, 4, 6]
[7, 6, 1, 8, 5]
[12, 3, 11, 0, 7]
[1, 11, 8, 12, 7]
[13, 2, 5, 6, 1]
[4, 6, 11, 8, 3]
[8, 13, 6, 2, 5]
[8, 7, 5, 6, 3]
[7, 1, 14, 5, 6]
[9, 7, 6, 0, 3]
[10, 2, 8, 7, 13]
[9, 6, 8, 3, 0]
[7, 8, 3, 5, 1]
[6, 13, 1, 0, 7]
[14, 0, 6, 7, 1]
[10, 9, 14, 3, 6]
[14, 1, 13, 3, 8]
[11, 10, 0, 1, 7]
[2, 6, 11, 5, 4]
[5, 7, 3, 11, 0]
[10, 9, 13, 4, 14]
[1, 11, 8, 10, 3]
[5, 3, 9, 7, 0]
[10, 0, 11, 14, 12]
[9, 1, 2, 7, 12]
[6, 4, 3, 13, 11]
[0, 1, 2, 3, 5]
[14, 10, 13, 0, 3]
[4, 10, 1, 9, 11]
[3, 10, 8, 1, 13]
[10, 12, 9, 1, 0]
[0, 1, 7, 2, 5]
[7, 1, 10, 12, 11]
[14, 13, 12, 9, 2]
[11, 14, 7, 5, 0]
[7, 3, 14, 12, 0]
[5, 0, 11, 8, 6]
[1, 7, 12, 0, 2]
[0, 10, 2, 9, 6]
[5, 11, 3, 9, 6]
[14, 5, 4, 3, 9]
[10, 6, 14, 0, 13]
[13, 2, 7, 14, 12]
[3, 12, 9, 1, 14]
[2, 1, 10, 13, 11]
[11, 1, 2, 6, 7]
[7, 6, 0, 1, 10]
[5, 14, 8, 10, 12]
[5, 8, 6, 0, 14]
[12, 2, 4, 14, 13]
[13, 11, 6, 4, 14]
[9, 2, 4, 8, 7]
[8, 3, 4, 10, 6]
[12, 7, 8, 2, 4]
[12, 8, 10, 11, 2]
[3, 2, 0, 9, 6]
[8, 14, 3, 11, 6]
[7, 2, 3, 5, 13]
[13, 8, 12, 11, 7]
[7, 5, 14, 2, 4]
[2, 1, 5, 12, 7]
[8, 4, 6, 2, 1]
[8, 6, 0, 7, 9]
[13, 2, 7, 14, 6]
[13, 6, 12, 1, 5]
[11, 7, 9, 14, 13]
[2, 10, 12, 11, 7]
[2, 12, 0, 6, 10]
[10, 13, 8, 12, 6]
[11, 12, 1, 8, 7]
[10, 13, 3, 7, 6]
[7, 10, 0, 11, 4]
[3, 11, 8, 6, 9]
[12, 6, 2, 11, 0]
[11, 6, 9, 10, 13]
[10, 12, 9, 4, 5]
