P1,P2,...,Pn
[3, 6, 0, 12]
[9, 14, 7, 11]
[11, 10, 4, 7]
[2, 0, 11, 10]
[12, 3, 0, 6]
[14, 9, 12, 1]
[14, 10, 9, 1]
[3, 4, 2, 11]
[8, 0, 5, 6]
[13, 1, 6, 5]
[14, 2, 10, 12]
[3, 7, 9, 1]
[6, 1, 11, 14]
[13, 11, 14, 4]
[0, 10, 2, 9]
[10, 0, 12, 4]
[8, 2, 11, 5]
[2, 5, 12, 14]
[7, 3, 14, 2]
[5, 14, 3, 0]
[0, 11, 10, 14]
[12, 13, 2, 14]
[10, 14, 4, 2]
[3, 7, 10, 2]
[0, 8, 9, 3]
[6, 12, 1, 4]
[8, 6, 7, 9]
[5, 6, 1, 7]
[6, 1, 5, 7]
[8, 11, 9, 12]
[3, 5, 1, 12]
[1, 14, 4, 2]
[2, 9, 0, 4]
[9, 3, 14, 0]
[12, 5, 11, 7]
[10, 1, 8, 0]
[0, 6, 4, 2]
[4, 7, 3, 14]
[11, 8, 1, 5]
[4, 0, 7, 11]
[6, 4, 11, 13]
[7, 1, 2, 13]
[11, 7, 1, 0]
[7, 13, 3, 0]
[4, 5, 3, 6]
[13, 5, 2, 10]
[6, 9, 14, 7]
[5, 13, 10, 14]
[4, 14, 5, 1]
[4, 7, 6, 0]
[1, 14, 9, 12]
[6, 0, 7, 11]
[6, 5, 8, 14]
[7, 3, 4, 11]
[10, 2, 5, 12]
[7, 12, 6, 13]
[8, 1, 6, 9]
[11, 3, 9, 7]
[2, 10, 12, 6]
[7, 10, 9, 0]
[6, 5, 2, 11]
[4, 6, 7, 9]
[7, 4, 1, 6]
[14, 3, 4, 13]
[5, 4, 1, 14]
[14, 6, 9, 4]
[4, 9, 5, 10]
[9, 12, 6, 2]
[0, 5, 2, 12]
[12, 11, 1, 4]
[6, 12, 3, 9]
[3, 9, 12, 7]
[1, 10, 5, 9]
[3, 13, 1, 8]
[2, 13, 1, 4]
[8, 3, 6, 13]
[4, 6, 3, 2]
[9, 13, 8, 6]
[9, 4, 1, 7]
[4, 13, 2, 12]
[10, 4, 5, 9]
[3, 4, 11, 12]
[14, 9, 7, 5]
[10, 3, 7, 2]
[9, 14, 5, 11]
[7, 3, 9, 2]
[1, 9, 11, 6]
[14, 6, 0, 3]
[14, 8, 0, 13]
[6, 5, 3, 12]
[14, 7, 6, 8]
[13, 4, 1, 0]
[8, 14, 2, 7]
[4, 13, 5, 2]
[11, 0, 1, 6]
[10, 3, 13, 5]
[13, 12, 6, 4]
[4, 6, 1, 11]
[14, 5, 2, 3]
[1, 6, 13, 10]
[11, 1, 6, 0]
[5, 6, 0, 9]
[14, 0, 3, 6]
[13, 10, 12, 5]
[6, 1, 12, 0]
[13, 10, 11, 9]
[14, 3, 10, 11]
[1, 4, 3, 2]
[1, 9, 11, 3]
[8, 2, 6, 7]
[8, 9, 10, 0]
[3, 6, 5, 9]
[7, 5, 10, 6]
[9, 1, 0, 3]
[14, 6, 0, 10]
[7, 10, 12, 1]
[2, 5, 13, 14]
[12, 5, 10, 3]
[7, 10, 12, 14]
[13, 11, 12, 14]
[1, 7, 4, 9]
[1, 10, 12, 6]
[4, 6, 13, 7]
[10, 11, 6, 9]
[4, 11, 14, 1]
[1, 9, 12, 6]
[3, 9, 4, 5]
[0, 4, 2, 9]
[10, 4, 7, 6]
[10, 9, 7, 14]
[1, 14, 12, 7]
[12, 7, 13, 2]
[0, 10, 13, 8]
