P1,P2,...,Pn
[9, 4, 1, 10, 7]
[2, 12, 4, 10, 1]
[8, 9, 4, 2, 5]
[2, 4, 6, 7, 5]
[6, 11, 12, 10, 3]
[0, 8, 5, 3, 7]
[3, 8, 9, 4, 2]
[11, 13, 4, 7, 3]
[2, 5, 12, 0, 4]
[2, 10, 12, 5, 1]
[10, 13, 0, 1, 5]
[7, 5, 1, 4, 0]
[12, 6, 5, 7, 4]
[10, 6, 11, 8, 0]
[10, 8, 13, 6, 3]
[5, 13, 3, 11, 2]
[7, 13, 12, 3, 9]
[3, 4, 1, 7, 2]
[7, 6, 2, 12, 13]
[10, 9, 12, 8, 7]
[7, 6, 10, 0, 5]
[14, 0, 5, 3, 11]
[4, 8, 12, 11, 2]
[7, 12, 0, 3, 2]
[1, 4, 5, 0, 9]
[2, 7, 5, 3, 9]
[4, 11, 9, 0, 14]
[1, 0, 13, 6, 7]
[5, 9, 12, 14, 10]
[10, 14, 9, 8, 6]
[4, 11, 14, 0, 13]
[10, 11, 2, 4, 1]
[3, 2, 12, 11, 0]
[6, 5, 12, 3, 2]
[4, 11, 7, 10, 8]
[7, 12, 0, 11, 3]
[5, 11, 6, 7, 13]
