P1,P2,...,Pn
[5, 0, 1, 14]
[5, 2, 11, 1]
[14, 5, 3, 9]
[2, 11, 10, 4]
[3, 13, 6, 8]
[10, 13, 6, 12]
[11, 14, 3, 5]
[13, 2, 5, 10]
[7, 4, 2, 3]
[8, 1, 12, 4]
[14, 3, 7, 4]
[11, 3, 8, 10]
[4, 12, 2, 0]
[14, 10, 6, 12]
[2, 13, 6, 14]
[2, 6, 5, 7]
[0, 14, 6, 3]
[3, 7, 0, 12]
[8, 7, 3, 9]
[1, 4, 2, 10]
[10, 6, 0, 8]
[3, 5, 10, 11]
[0, 3, 5, 12]
[6, 3, 10, 9]
[13, 4, 7, 11]
[12, 8, 4, 6]
[0, 10, 2, 11]
[10, 14, 9, 0]
[3, 1, 9, 4]
[13, 12, 10, 2]
[4, 10, 11, 12]
[7, 9, 13, 14]
[9, 4, 5, 10]
[12, 3, 9, 13]
[7, 10, 9, 12]
[2, 8, 11, 10]
[3, 13, 0, 9]
[5, 2, 0, 10]
[9, 6, 3, 8]
[1, 0, 4, 14]
[1, 13, 3, 4]
[9, 12, 14, 10]
[0, 6, 11, 13]
[9, 1, 8, 14]
[14, 12, 0, 13]
[4, 9, 2, 5]
[11, 5, 7, 4]
[2, 3, 12, 9]
[12, 7, 0, 3]
[13, 12, 1, 8]
[2, 6, 0, 11]
[11, 12, 6, 14]
[7, 13, 4, 0]
[1, 2, 11, 3]
[2, 0, 14, 5]
[12, 10, 3, 6]
[12, 7, 5, 6]
[14, 1, 8, 10]
[10, 11, 9, 6]
[6, 8, 3, 10]
[6, 10, 5, 8]
[4, 12, 0, 10]
[7, 5, 12, 11]
[11, 0, 12, 10]
[4, 12, 5, 6]
[2, 9, 3, 8]
[3, 2, 12, 6]
[5, 3, 11, 1]
[6, 14, 7, 2]
[2, 8, 1, 13]
[7, 5, 13, 11]
[12, 0, 11, 9]
[9, 2, 5, 7]
[1, 2, 9, 0]
[5, 9, 13, 0]
[7, 1, 13, 10]
[9, 5, 6, 3]
[3, 0, 5, 1]
[12, 5, 10, 13]
[9, 3, 8, 7]
[11, 5, 10, 2]
[5, 1, 13, 11]
[10, 7, 4, 5]
[7, 12, 14, 10]
[8, 3, 1, 2]
[3, 2, 6, 10]
[1, 12, 7, 11]
[1, 9, 12, 8]
[7, 0, 13, 14]
[9, 12, 14, 6]
[6, 11, 5, 10]
[12, 3, 7, 11]
[9, 13, 0, 11]
[4, 11, 10, 7]
[13, 4, 9, 7]
[14, 12, 9, 3]
[1, 2, 8, 11]
[12, 10, 0, 5]
[3, 7, 4, 10]
[3, 8, 0, 7]
[0, 7, 12, 4]
[5, 11, 14, 10]
[4, 7, 1, 10]
[5, 9, 11, 6]
[0, 4, 8, 6]
[4, 6, 0, 14]
[1, 13, 5, 10]
[7, 14, 13, 5]
[0, 7, 14, 8]
[13, 14, 0, 8]
[7, 12, 11, 10]
[6, 0, 12, 13]
[1, 6, 4, 13]
[12, 1, 11, 3]
[12, 10, 11, 2]
[13, 8, 1, 11]
[7, 10, 14, 2]
[10, 3, 14, 6]
