P1,P2,...,Pn
[6, 13, 9, 7, 14]
[11, 5, 8, 2, 13]
[14, 13, 1, 0, 5]
[3, 11, 14, 1, 9]
[14, 8, 0, 4, 9]
[12, 5, 3, 6, 1]
[6, 10, 8, 14, 3]
[5, 9, 8, 11, 2]
[12, 11, 7, 2, 8]
[3, 5, 4, 8, 2]
[0, 4, 2, 12, 13]
[8, 9, 1, 4, 10]
[13, 4, 8, 12, 1]
[7, 9, 14, 6, 11]
[6, 1, 8, 7, 0]
[14, 5, 8, 3, 6]
[13, 10, 2, 14, 4]
[2, 1, 9, 3, 0]
[0, 11, 5, 12, 1]
[13, 8, 9, 0, 6]
[9, 4, 2, 8, 10]
[5, 0, 4, 2, 8]
[8, 13, 14, 1, 11]
[5, 0, 2, 9, 8]
[8, 6, 9, 10, 2]
[4, 7, 11, 13, 3]
[8, 13, 9, 5, 2]
[14, 3, 11, 12, 8]
[10, 14, 4, 9, 0]
[12, 9, 11, 13, 14]
[8, 5, 11, 3, 6]
[0, 2, 1, 12, 7]
[2, 1, 7, 3, 5]
[4, 13, 14, 11, 10]
[7, 3, 6, 2, 11]
[12, 0, 7, 1, 8]
[13, 6, 0, 10, 4]
[11, 3, 6, 2, 8]
[6, 14, 12, 0, 2]
[4, 2, 7, 5, 6]
[12, 3, 14, 11, 5]
[11, 9, 2, 0, 7]
[12, 10, 1, 5, 2]
[9, 6, 7, 2, 5]
[2, 0, 10, 4, 6]
[7, 11, 4, 1, 10]
[2, 4, 0, 1, 3]
[0, 3, 2, 5, 11]
[14, 11, 10, 13, 0]
[10, 0, 4, 14, 9]
[14, 3, 13, 0, 12]
[5, 8, 7, 3, 0]
[4, 9, 14, 13, 11]
[13, 3, 10, 5, 6]
[3, 11, 2, 7, 14]
[10, 4, 11, 8, 12]
[12, 9, 4, 13, 5]
[3, 14, 13, 10, 2]
[5, 7, 12, 8, 14]
[9, 5, 4, 2, 11]
[6, 2, 13, 4, 5]
[10, 5, 8, 2, 12]
[5, 3, 9, 8, 7]
[11, 13, 10, 6, 7]
[6, 14, 1, 8, 5]
[9, 10, 4, 8, 0]
[6, 0, 13, 7, 5]
[0, 1, 3, 7, 13]
[14, 0, 11, 1, 4]
[13, 4, 10, 8, 7]
[0, 4, 2, 8, 5]
[8, 6, 4, 9, 14]
[12, 10, 1, 4, 9]
[13, 7, 0, 5, 2]
[10, 5, 2, 1, 12]
[2, 6, 14, 11, 12]
[1, 0, 4, 6, 12]
[12, 6, 11, 10, 0]
[6, 8, 7, 14, 10]
[9, 7, 2, 12, 10]
[7, 11, 4, 2, 12]
[4, 7, 11, 9, 12]
[14, 0, 12, 4, 1]
[7, 13, 14, 0, 1]
[1, 11, 14, 13, 10]
[13, 8, 1, 7, 0]
[6, 9, 14, 7, 12]
[7, 1, 10, 8, 4]
